t,u,v,w
70.86,-0.0081,0.0148,-0.010450000000000001
70.87,0.0106,0.0051,-0.010450000000000001
70.88,-0.0066,0.0051,-0.010450000000000001
70.89,-0.0066,0.0051,-0.010450000000000001
70.9,-0.0239,0.0051,-0.010450000000000001
70.91,0.0026,0.0051,-0.010450000000000001
70.92,0.0026,0.0,-0.010450000000000001
70.93,0.0026,-0.0047,-0.010450000000000001
70.94,0.0026,-0.0301,-0.010450000000000001
70.95,0.0026,-0.0301,-0.010450000000000001
70.96,0.0026,-0.0555,-0.010450000000000001
70.97,0.0026,-0.0308,-0.010450000000000001
70.98,0.0292,-0.0062,-0.010450000000000001
70.99,0.0141,-0.0182,-0.010450000000000001
71.0,-0.001,-0.0303,-0.010450000000000001
71.01,0.0133,-0.0271,-0.010450000000000001
71.02,0.0038,-0.0239,-0.010450000000000001
71.03,0.0038,-0.0239,-0.010450000000000001
71.04,0.0038,-0.0063,-0.010450000000000001
71.05,0.0038,-0.0063,-0.010450000000000001
71.06,0.0038,-0.0063,-0.010450000000000001
71.07,0.0038,-0.0063,-0.010450000000000001
71.08,0.0038,-0.0063,-0.010450000000000001
71.09,-0.0058,-0.0063,-0.010450000000000001
71.1,-0.009,-0.0063,-0.010450000000000001
71.11,-0.009,0.0113,-0.010450000000000001
71.12,-0.0122,0.0079,-0.010450000000000001
71.13,-0.0132,0.0045,-0.010450000000000001
71.14,-0.0132,-0.0052,-0.010450000000000001
71.15,-0.0132,-0.0052,-0.010450000000000001
71.16,-0.013,-0.0052,-0.010450000000000001
71.17,-0.0132,-0.015,-0.010450000000000001
71.18,-0.0132,-0.0092,-0.010450000000000001
71.19,-0.0132,-0.0092,-0.010450000000000001
71.2,-0.0132,-0.009,-0.010450000000000001
71.21,-0.0132,-0.0092,-0.010450000000000001
71.22,-0.0143,-0.0092,-0.010450000000000001
71.23,0.0102,-0.0092,-0.010450000000000001
71.24,0.0102,-0.0092,-0.010450000000000001
71.25,0.0347,-0.0092,-0.010450000000000001
71.26,0.026,-0.0092,-0.010450000000000001
71.27,0.0174,-0.0092,-0.010450000000000001
71.28,0.0174,-0.0092,-0.010450000000000001
71.29,0.0174,-0.0092,-0.010450000000000001
71.3,0.0174,-0.0092,-0.010450000000000001
71.31,0.0174,-0.0092,-0.010450000000000001
71.32,0.0174,-0.0092,-0.010450000000000001
71.33,0.0174,-0.0092,-0.010450000000000001
71.34,0.0,-0.0035,-0.00755
71.35,0.004,-0.0035,-0.010125
71.36,0.0073,-0.0344,-0.010125
71.37,0.0106,-0.0344,-0.010125
71.38,0.0577,-0.034,-0.010125
71.39,0.0577,-0.0344,-0.010125
71.4,0.0577,-0.0344,-0.010125
71.41,0.058,-0.0344,-0.010125
71.42,0.0577,-0.0652,-0.010125
71.43,0.058,-0.055,-0.010125
71.44,0.0577,-0.0442,-0.010125
71.45,0.0577,-0.0336,-0.010125
71.46,0.1048,-0.0336,-0.010125
71.47,0.0471,-0.0336,-0.010125
71.48,0.0471,-0.0336,-0.010125
71.49,-0.0106,-0.0229,-0.010125
71.5,-0.0379,-0.0226,-0.010125
71.51,-0.0444,-0.0223,-0.010125
71.52,-0.0444,-0.0016,-0.010125
71.53,-0.0508,-0.0016,-0.010125
71.54,-0.0015,-0.0016,-0.010125
71.55,0.008,-0.0016,-0.010125
71.56,0.008,-0.0016,-0.010125
71.57,0.008,-0.0016,-0.010125
71.58,0.008,-0.0016,-0.010125
71.59,0.008,-0.0016,-0.010125
71.6,0.008,-0.002,-0.010125
71.61,0.008,-0.0016,-0.010125
71.62,0.008,-0.0016,-0.010125
71.63,0.008,-0.0016,-0.010125
71.64,0.008,0.0191,-0.010125
71.65,0.008,0.0099,-0.010125
71.66,0.008,0.0099,-0.010125
71.67,0.008,0.01,-0.010125
71.68,0.008,0.0099,-0.010125
71.69,0.008,0.0099,-0.010125
71.7,0.0176,0.0099,-0.010125
71.71,0.0012,0.01,-0.010125
71.72,0.0012,0.0099,-0.010125
71.73,0.0012,0.0099,-0.010125
71.74,0.0012,0.0099,-0.010125
71.75,0.0012,0.005,-0.010125
71.76,-0.0153,0.0008,-0.010125
71.77,0.0007,0.0008,-0.010125
71.78,0.0007,0.005,-0.010125
71.79,0.0167,0.005,-0.010125
71.8,0.0057,0.005,-0.010125
71.81,0.0057,0.0093,-0.010125
71.82,0.0057,-0.0414,-0.010125
71.83,-0.0053,0.037,-0.010125
71.84,-0.021,0.037,-0.010125
71.85,-0.0242,-0.0194,-0.010125
71.86,-0.024,-0.019,-0.010125
71.87,-0.0242,-0.0194,-0.010125
71.88,-0.0242,-0.0194,-0.010125
71.89,-0.0242,-0.0194,-0.010125
71.9,-0.024,-0.0194,-0.010125
71.91,-0.0242,-0.0194,-0.010125
71.92,-0.0242,-0.0194,-0.010125
71.93,-0.0242,-0.0194,-0.010125
71.94,-0.0242,-0.0194,-0.0127
71.95,-0.0274,-0.0194,-0.015825
71.96,-0.0156,-0.0194,-0.015825
71.97,-0.0156,-0.0194,-0.015825
71.98,-0.0156,-0.0194,-0.015825
71.99,-0.0156,-0.0194,-0.015825
72.0,-0.016,-0.019,-0.015825
72.01,-0.0156,-0.0194,-0.015825
72.02,-0.0156,-0.0194,-0.015825
72.03,-0.0038,-0.019,-0.015825
72.04,-0.007,-0.0194,-0.015825
72.05,-0.007,-0.0759,-0.015825
72.06,-0.007,-0.0759,-0.015825
72.07,-0.007,-0.0482,-0.015825
72.08,-0.007,-0.0482,-0.015825
72.09,-0.007,-0.0482,-0.015825
72.1,-0.0103,-0.0204,-0.01895
72.11,0.0353,-0.0204,-0.017
72.12,0.0128,-0.0365,-0.017
72.13,0.0128,-0.0365,-0.017
72.14,0.0128,-0.0526,-0.017
72.15,0.0128,-0.0288,-0.017
72.16,0.013,-0.0288,-0.017
72.17,0.0128,-0.0288,-0.017
72.18,0.0128,-0.0288,-0.017
72.19,0.0128,-0.0288,-0.017
72.2,0.0128,-0.0288,-0.017
72.21,-0.0097,-0.0288,-0.017
72.22,-0.0276,-0.005,-0.01505
72.23,-0.0205,-0.005,-0.014724999999999999
72.24,-0.0072,-0.0333,-0.014724999999999999
72.25,-0.02,-0.0333,-0.014724999999999999
72.26,-0.02,-0.033,-0.014724999999999999
72.27,-0.0324,-0.0333,-0.014724999999999999
72.28,-0.0324,-0.0333,-0.014724999999999999
72.29,-0.0577,-0.0333,-0.014724999999999999
72.3,-0.0034,-0.0333,-0.014724999999999999
72.31,0.0509,-0.0333,-0.014724999999999999
72.32,0.0241,-0.0333,-0.014724999999999999
72.33,0.0241,-0.0616,-0.014724999999999999
72.34,-0.0028,-0.0568,-0.014724999999999999
72.35,-0.0026,-0.052,-0.014724999999999999
72.36,-0.0026,-0.0388,-0.014724999999999999
72.37,-0.003,-0.039,-0.014724999999999999
72.38,-0.0026,-0.0388,-0.014724999999999999
72.39,-0.0025,-0.0256,-0.0144
72.4,-0.0108,-0.0256,-0.017599999999999998
72.41,0.0458,-0.0266,-0.017599999999999998
72.42,0.0344,-0.0266,-0.017599999999999998
72.43,0.0344,-0.0275,-0.017599999999999998
72.44,0.0344,-0.0328,-0.017599999999999998
72.45,0.0344,-0.0381,-0.017599999999999998
72.46,0.034,-0.04,-0.017599999999999998
72.47,0.0344,-0.042,-0.017599999999999998
72.48,0.0344,-0.0288,-0.017599999999999998
72.49,0.0344,-0.0155,-0.017599999999999998
72.5,0.0231,-0.016,-0.017599999999999998
72.51,0.0588,-0.0214,-0.017599999999999998
72.52,0.059,-0.021,-0.017599999999999998
72.53,0.0588,-0.0214,-0.017599999999999998
72.54,0.059,-0.0214,-0.017599999999999998
72.55,0.0588,-0.0214,-0.017599999999999998
72.56,0.0944,-0.021,-0.017599999999999998
72.57,0.045,-0.021,-0.017599999999999998
72.58,0.045,-0.0214,-0.017599999999999998
72.59,0.045,-0.0268,-0.017599999999999998
72.6,0.045,-0.029,-0.017599999999999998
72.61,0.045,-0.0304,-0.017599999999999998
72.62,0.045,-0.0304,-0.017599999999999998
72.63,0.045,-0.0304,-0.017599999999999998
72.64,0.045,-0.0304,-0.017599999999999998
72.65,-0.0043,-0.0304,-0.017599999999999998
72.66,0.0035,-0.034,-0.017599999999999998
72.67,0.0035,-0.0225,-0.017599999999999998
72.68,0.0035,0.001,-0.017599999999999998
72.69,0.0035,0.0239,-0.017599999999999998
72.7,0.0035,0.0075,-0.017599999999999998
72.71,0.0035,-0.0089,-0.017599999999999998
72.72,0.0113,-0.0105,-0.017599999999999998
72.73,0.0089,-0.0105,-0.017599999999999998
72.74,0.0003,-0.0105,-0.017599999999999998
72.75,-0.0083,-0.012,-0.017599999999999998
72.76,0.043,-0.0115,-0.017599999999999998
72.77,0.043,-0.011,-0.017599999999999998
72.78,0.043,-0.011,-0.017599999999999998
72.79,0.0944,-0.0175,-0.017599999999999998
72.8,0.0286,-0.018,-0.017599999999999998
72.81,0.0286,-0.0175,-0.017599999999999998
72.82,0.0286,-0.0175,-0.017599999999999998
72.83,-0.0373,-0.0175,-0.017599999999999998
72.84,-0.039,-0.0175,-0.017599999999999998
72.85,-0.039,-0.024,-0.0208
72.86,-0.0408,0.001,-0.018475
72.87,-0.0115,0.026,-0.018475
72.88,0.0179,0.023,-0.018475
72.89,0.0179,0.023,-0.018475
72.9,0.018,0.023,-0.018475
72.91,0.018,0.023,-0.018475
72.92,0.0179,0.023,-0.018475
72.93,-0.0216,0.023,-0.018475
72.94,0.0029,0.0201,-0.018475
72.95,0.0274,0.02,-0.018475
72.96,-0.0008,0.0237,-0.018475
72.97,-0.001,0.024,-0.018475
72.98,-0.0008,0.024,-0.018475
72.99,-0.001,0.024,-0.018475
73.0,-0.0008,0.0237,-0.018475
73.01,-0.0008,0.0237,-0.018475
73.02,-0.001,0.024,-0.018475
73.03,-0.0008,0.0237,-0.018475
73.04,-0.0008,0.0274,-0.018475
73.05,-0.015,0.0154,-0.018475
73.06,-0.029,0.0033,-0.018475
73.07,-0.0227,-0.0014,-0.018475
73.08,-0.0227,-0.0014,-0.018475
73.09,-0.0227,-0.0014,-0.018475
73.1,-0.023,-0.001,-0.018475
73.11,-0.0227,-0.001,-0.018475
73.12,-0.0227,-0.0014,-0.018475
73.13,-0.0227,-0.0061,-0.018475
73.14,-0.0227,-0.0126,-0.018475
73.15,-0.023,-0.0126,-0.018475
73.16,-0.0227,-0.016,-0.018475
73.17,-0.0227,-0.019,-0.018475
73.18,-0.0227,-0.0204,-0.018475
73.19,-0.0227,-0.0204,-0.018475
73.2,-0.0227,-0.0204,-0.018475
73.21,-0.0227,-0.0204,-0.018475
73.22,-0.0227,-0.0204,-0.018475
73.23,-0.0227,-0.0218,-0.018475
73.24,-0.0227,-0.0012,-0.018475
73.25,-0.0227,-0.0012,-0.018475
73.26,-0.0227,-0.0012,-0.018475
73.27,-0.0227,-0.0012,-0.018475
73.28,-0.0227,-0.0012,-0.018475
73.29,-0.0227,-0.0012,-0.018475
73.3,-0.0227,-0.0012,-0.018475
73.31,-0.023,-0.0012,-0.018475
73.32,-0.0227,0.009,-0.018475
73.33,-0.0227,0.0195,-0.018475
73.34,-0.0164,0.0283,-0.018475
73.35,-0.0222,0.0134,-0.01615
73.36,-0.0281,0.0076,-0.01615
73.37,-0.0327,0.0012,-0.01165
73.38,-0.0465,0.0012,-0.01165
73.39,-0.0277,0.0014,-0.01165
73.4,-0.0277,0.0014,-0.01165
73.41,-0.0089,0.0015,-0.01165
73.42,0.007,-0.0002,-0.01165
73.43,0.007,-0.0002,-0.01165
73.44,0.007,-0.0002,-0.01165
73.45,0.007,-0.001,-0.01165
73.46,0.007,-0.0019,-0.01165
73.47,0.007,0.0072,-0.01165
73.48,0.007,0.0072,-0.01165
73.49,0.0229,0.0072,-0.01165
73.5,0.004,0.0072,-0.01165
73.51,0.004,0.0164,-0.01165
73.52,-0.015,0.0157,-0.01165
73.53,-0.0178,0.0286,-0.01165
73.54,-0.0206,0.0415,-0.01165
73.55,-0.0326,0.1072,-0.01165
73.56,-0.0326,0.1726,-0.01165
73.57,-0.033,0.238,-0.01165
73.58,-0.0326,0.2376,-0.01165
73.59,-0.0326,0.2376,-0.01165
73.6,-0.0446,0.2695,-0.01165
73.61,-0.0393,0.3013,-0.01165
73.62,-0.0341,0.2346,-0.01165
73.63,-0.0192,0.1372,-0.01165
73.64,-0.0192,0.1372,-0.01165
73.65,-0.0192,0.0399,-0.01165
73.66,-0.019,0.0172,-0.01165
73.67,-0.0192,0.0172,-0.01165
73.68,-0.0192,0.017,-0.01165
73.69,-0.0192,0.0172,-0.01165
73.7,-0.0042,0.0172,-0.00715
73.71,-0.0068,-0.0054,-0.008150000000000001
73.72,-0.0067,-0.0215,-0.008150000000000001
73.73,-0.0058,-0.0376,-0.008150000000000001
73.74,-0.0058,-0.0354,-0.008150000000000001
73.75,-0.0058,-0.0331,-0.008150000000000001
73.76,-0.0049,-0.0364,-0.008150000000000001
73.77,-0.0137,-0.0364,-0.008150000000000001
73.78,-0.0226,-0.0396,-0.008150000000000001
73.79,-0.0047,-0.0428,-0.008150000000000001
73.8,-0.0036,-0.0428,-0.008150000000000001
73.81,-0.0026,-0.046,-0.008150000000000001
73.82,-0.0109,-0.0278,-0.008150000000000001
73.83,-0.0192,-0.0278,-0.008150000000000001
73.84,0.0327,-0.0278,-0.008150000000000001
73.85,0.0327,-0.028,-0.008150000000000001
73.86,0.0327,-0.0278,-0.008150000000000001
73.87,0.0846,-0.0278,-0.008150000000000001
73.88,0.058,-0.028,-0.008150000000000001
73.89,0.0324,-0.0278,-0.008150000000000001
73.9,0.032,-0.028,-0.008150000000000001
73.91,0.0324,-0.028,-0.008150000000000001
73.92,0.0324,-0.0278,-0.008150000000000001
73.93,-0.0198,-0.0096,-0.008150000000000001
73.94,0.0229,-0.0065,-0.008150000000000001
73.95,0.0229,-0.0065,-0.008150000000000001
73.96,0.0229,-0.0065,-0.008150000000000001
73.97,0.0655,-0.0065,-0.008150000000000001
73.98,0.0376,-0.0065,-0.008150000000000001
73.99,0.0376,-0.0065,-0.008150000000000001
74.0,0.038,-0.0065,-0.008150000000000001
74.01,0.038,-0.0065,-0.008150000000000001
74.02,0.0376,-0.0065,-0.008150000000000001
74.03,0.0096,-0.0034,-0.008150000000000001
74.04,0.0462,-0.007,-0.008150000000000001
74.05,0.0462,-0.0097,-0.008150000000000001
74.06,0.0462,-0.0097,-0.008150000000000001
74.07,0.0462,-0.0097,-0.008150000000000001
74.08,0.0462,-0.0097,-0.008150000000000001
74.09,0.0462,-0.0097,-0.008150000000000001
74.1,0.0462,-0.0097,-0.008150000000000001
74.11,0.0462,-0.0097,-0.008150000000000001
74.12,0.0462,-0.01,-0.008150000000000001
74.13,0.0462,-0.0097,-0.008150000000000001
74.14,0.0462,-0.0097,-0.008150000000000001
74.15,0.0829,-0.0097,-0.008150000000000001
74.16,0.0595,-0.01,-0.008150000000000001
74.17,0.043,-0.01,-0.008150000000000001
74.18,0.0256,-0.0097,-0.008150000000000001
74.19,-0.0083,-0.016,-0.008150000000000001
74.2,-0.0336,-0.038,-0.008150000000000001
74.21,-0.0589,-0.0599,-0.008150000000000001
74.22,-0.0253,-0.0334,-0.008150000000000001
74.23,-0.0218,-0.007,-0.008150000000000001
74.24,-0.026,-0.0185,-0.008150000000000001
74.25,-0.026,-0.0185,-0.008150000000000001
74.26,-0.026,-0.03,-0.008150000000000001
74.27,-0.0303,-0.03,-0.008150000000000001
74.28,0.03,-0.025,-0.008150000000000001
74.29,0.03,-0.025,-0.008150000000000001
74.3,0.03,-0.025,-0.008150000000000001
74.31,0.03,-0.0205,-0.008150000000000001
74.32,0.03,-0.0205,-0.008150000000000001
74.33,0.0904,-0.0205,-0.008150000000000001
74.34,0.0408,-0.011,-0.008150000000000001
74.35,0.0408,-0.029,-0.008150000000000001
74.36,0.0408,-0.038,-0.008150000000000001
74.37,0.0408,-0.038,-0.008150000000000001
74.38,0.0408,-0.0471,-0.008150000000000001
74.39,0.0408,-0.0288,-0.008150000000000001
74.4,0.0408,-0.0288,-0.008150000000000001
74.41,0.0408,-0.0288,-0.008150000000000001
74.42,0.0408,-0.0288,-0.008150000000000001
74.43,0.041,-0.0288,-0.008150000000000001
74.44,0.0408,-0.0288,-0.008150000000000001
74.45,0.041,-0.0288,-0.008150000000000001
74.46,0.0408,-0.029,-0.008150000000000001
74.47,0.041,-0.0288,-0.008150000000000001
74.48,0.0408,-0.0288,-0.008150000000000001
74.49,-0.0087,-0.0288,-0.008150000000000001
74.5,0.0868,-0.0288,-0.008150000000000001
74.51,0.0537,-0.029,-0.008150000000000001
74.52,0.0537,-0.0288,-0.008150000000000001
74.53,0.054,-0.0104,-0.008150000000000001
74.54,0.0537,-0.0068,-0.008150000000000001
74.55,0.0537,-0.0068,-0.008150000000000001
74.56,0.0206,-0.0068,-0.008150000000000001
74.57,0.0066,-0.0068,-0.008150000000000001
74.58,0.0066,-0.0068,-0.008150000000000001
74.59,-0.0073,-0.0033,-0.008150000000000001
74.6,0.0022,0.0188,-0.008150000000000001
74.61,-0.0049,0.013,-0.008150000000000001
74.62,0.0015,0.0008,-0.008150000000000001
74.63,-0.0043,-0.0114,-0.008150000000000001
74.64,-0.0043,0.0026,-0.008150000000000001
74.65,-0.0101,0.0167,-0.00915
74.66,-0.0282,0.0518,-0.008150000000000001
74.67,-0.032,0.0448,-0.008150000000000001
74.68,-0.0241,0.0378,-0.008150000000000001
74.69,-0.0241,0.0182,-0.008150000000000001
74.7,-0.024,0.0182,-0.008150000000000001
74.71,-0.0241,0.0182,-0.008150000000000001
74.72,-0.0241,-0.0014,-0.008150000000000001
74.73,-0.0241,0.0145,-0.008150000000000001
74.74,-0.0161,0.0304,-0.008150000000000001
74.75,-0.0267,0.0327,-0.008150000000000001
74.76,-0.0208,0.0327,-0.008150000000000001
74.77,-0.0208,0.0327,-0.008150000000000001
74.78,-0.0208,0.0327,-0.008150000000000001
74.79,-0.0208,0.0327,-0.008150000000000001
74.8,-0.021,0.033,-0.008150000000000001
74.81,-0.0208,0.0327,-0.008150000000000001
74.82,-0.0208,0.035,-0.008150000000000001
74.83,-0.0208,0.0031,-0.008150000000000001
74.84,-0.021,0.003,-0.008150000000000001
74.85,-0.0208,0.0031,-0.008150000000000001
74.86,-0.015,-0.0288,-0.008150000000000001
74.87,0.0688,-0.018,-0.008150000000000001
74.88,0.039,-0.0072,-0.008150000000000001
74.89,0.039,0.0001,-0.008150000000000001
74.9,0.0092,0.0001,-0.008150000000000001
74.91,0.0065,0.0001,-0.008150000000000001
74.92,0.0038,0.0001,-0.008150000000000001
74.93,0.0236,0.0001,-0.008150000000000001
74.94,0.0236,0.0001,-0.008150000000000001
74.95,0.0434,0.0001,-0.008150000000000001
74.96,-0.0082,0.0073,-0.00715
74.97,-0.0191,0.0073,-0.00715
74.98,0.0017,0.0134,-0.006200000000000001
74.99,0.0224,0.0134,-0.006200000000000001
75.0,-0.0428,0.0134,-0.006200000000000001
75.01,0.002,0.0134,-0.006200000000000001
75.02,0.002,0.0134,-0.006200000000000001
75.03,0.002,0.0134,-0.006200000000000001
75.04,0.002,0.0134,-0.006200000000000001
75.05,0.002,0.0134,-0.006200000000000001
75.06,0.002,0.0134,-0.006200000000000001
75.07,0.002,0.0195,-0.006200000000000001
75.08,0.002,0.0195,-0.006200000000000001
75.09,0.0467,0.0171,-0.006200000000000001
75.1,0.0297,0.0171,-0.006200000000000001
75.11,0.0297,0.0171,-0.006200000000000001
75.12,0.0297,0.0171,-0.006200000000000001
75.13,0.0297,0.0147,-0.006200000000000001
75.14,0.0127,0.0481,-0.006200000000000001
75.15,0.0692,0.0481,-0.006200000000000001
75.16,0.0832,0.047,-0.006200000000000001
75.17,0.09,0.047,-0.006200000000000001
75.18,0.0971,0.047,-0.006200000000000001
75.19,0.0361,0.047,-0.006200000000000001
75.2,0.036,0.047,-0.006200000000000001
75.21,0.0361,0.047,-0.006200000000000001
75.22,0.0361,0.047,-0.006200000000000001
75.23,0.0361,0.047,-0.006200000000000001
75.24,0.0361,0.047,-0.006200000000000001
75.25,-0.0249,0.047,-0.006200000000000001
75.26,-0.0311,0.047,-0.006200000000000001
75.27,-0.0311,0.047,-0.006200000000000001
75.28,-0.0311,0.047,-0.006200000000000001
75.29,-0.0311,0.047,-0.006200000000000001
75.3,-0.0311,0.047,-0.006200000000000001
75.31,-0.0311,0.047,-0.006200000000000001
75.32,-0.0373,0.047,-0.006200000000000001
75.33,-0.0285,0.047,-0.006200000000000001
75.34,-0.0285,0.047,-0.006200000000000001
75.35,-0.0285,0.047,-0.006200000000000001
75.36,-0.0285,0.047,-0.006200000000000001
75.37,-0.0285,0.047,-0.006200000000000001
75.38,-0.0285,0.047,-0.006200000000000001
75.39,-0.0285,0.046,-0.006200000000000001
75.4,-0.0285,0.0104,-0.006200000000000001
75.41,-0.0285,0.0104,-0.006200000000000001
75.42,-0.028,0.0104,-0.006
75.43,-0.0285,0.0104,-0.006200000000000001
75.44,-0.0285,0.0104,-0.006200000000000001
75.45,-0.0197,-0.0251,-0.006200000000000001
75.46,0.0453,-0.0238,-0.006200000000000001
75.47,0.0375,-0.0238,-0.006200000000000001
75.48,0.0375,-0.0226,-0.006200000000000001
75.49,0.0375,-0.023,-0.006200000000000001
75.5,0.0375,-0.0294,-0.006200000000000001
75.51,0.0375,-0.029,-0.006200000000000001
75.52,0.0375,-0.0294,-0.006200000000000001
75.53,0.0375,-0.0294,-0.006200000000000001
75.54,0.038,-0.0294,-0.006200000000000001
75.55,0.0375,-0.0294,-0.006200000000000001
75.56,0.0297,-0.0294,-0.006200000000000001
75.57,0.0096,-0.0294,-0.006200000000000001
75.58,-0.0105,-0.0358,-0.006200000000000001
75.59,-0.0122,-0.03,-0.006200000000000001
75.6,-0.0122,-0.03,-0.006200000000000001
75.61,-0.0122,-0.03,-0.006200000000000001
75.62,-0.0122,-0.03,-0.006200000000000001
75.63,-0.012,-0.03,-0.006200000000000001
75.64,-0.0122,-0.0243,-0.006200000000000001
75.65,-0.0138,-0.0178,-0.006200000000000001
75.66,-0.0064,-0.0113,-0.006200000000000001
75.67,0.0011,-0.0186,-0.006200000000000001
75.68,0.0277,-0.035,-0.006200000000000001
75.69,0.0172,-0.0514,-0.00525
75.7,0.0068,-0.0546,-0.00525
75.71,0.0677,-0.0585,-0.004875
75.72,0.0558,-0.0624,-0.004875
75.73,0.044,-0.0573,-0.004875
75.74,0.0374,-0.0573,-0.004875
75.75,0.0308,-0.0522,-0.004875
75.76,0.0161,-0.0522,-0.004875
75.77,0.0669,-0.0488,-0.004875
75.78,0.0463,-0.0488,-0.004875
75.79,0.0463,-0.0488,-0.004875
75.8,0.0257,-0.0453,-0.004875
75.81,-0.0054,-0.0262,-0.004875
75.82,-0.0113,-0.0262,-0.004875
75.83,-0.0173,-0.0072,-0.0045
75.84,0.0034,-0.0072,-0.0053
75.85,0.004,-0.0241,-0.0053
75.86,0.004,-0.0241,-0.0053
75.87,0.004,-0.0241,-0.0053
75.88,0.004,-0.041,-0.0053
75.89,0.004,-0.0292,-0.0053
75.9,0.004,-0.0292,-0.0053
75.91,0.004,-0.0292,-0.0053
75.92,0.004,-0.0292,-0.0053
75.93,0.004,-0.0292,-0.0053
75.94,0.004,-0.0174,-0.0053
75.95,0.004,-0.0174,-0.0053
75.96,0.004,-0.0206,-0.0053
75.97,0.004,-0.0206,-0.0053
75.98,0.004,-0.0237,-0.0053
75.99,0.004,-0.0256,-0.0053
76.0,0.0046,-0.0256,-0.0053
76.01,-0.0092,-0.0256,-0.0053
76.02,-0.0092,-0.0276,-0.0053
76.03,-0.023,-0.0336,-0.0053
76.04,-0.0302,-0.0336,-0.0053
76.05,-0.0302,-0.0336,-0.0053
76.06,-0.0302,-0.0397,-0.0053
76.07,-0.0302,-0.038,-0.0053
76.08,-0.0302,-0.0373,-0.0053
76.09,-0.0302,-0.0349,-0.0053
76.1,-0.0302,-0.0186,-0.0061
76.11,-0.0302,-0.0186,-0.007050000000000001
76.12,-0.0302,-0.0186,-0.007050000000000001
76.13,-0.0302,-0.0186,-0.007050000000000001
76.14,-0.0302,-0.011,-0.007050000000000001
76.15,-0.0302,-0.0024,-0.007050000000000001
76.16,-0.0302,0.0,-0.007050000000000001
76.17,-0.0302,0.0,-0.007050000000000001
76.18,-0.0302,0.0024,-0.007050000000000001
76.19,-0.0302,-0.0276,-0.008
76.2,-0.0302,-0.0276,-0.00605
76.21,-0.0373,-0.0244,-0.00605
76.22,-0.0021,-0.0244,-0.00605
76.23,0.0456,-0.0244,-0.00605
76.24,0.0456,-0.0244,-0.00605
76.25,0.0456,-0.0244,-0.00605
76.26,0.046,-0.024,-0.00605
76.27,0.0456,-0.0244,-0.00605
76.28,0.0456,-0.0244,-0.00605
76.29,0.0456,-0.0244,-0.00605
76.3,0.0456,-0.0244,-0.00605
76.31,0.0933,-0.0244,-0.00605
76.32,0.0312,-0.0244,-0.00605
76.33,-0.0308,-0.0211,-0.00605
76.34,-0.0331,-0.0148,-0.00605
76.35,-0.0331,-0.0148,-0.00605
76.36,-0.0331,-0.0148,-0.00605
76.37,-0.0331,-0.0148,-0.00605
76.38,-0.0331,-0.0148,-0.00605
76.39,-0.0354,-0.0085,-0.00605
76.4,0.0049,0.0009,-0.00605
76.41,0.0452,-0.0028,-0.00605
76.42,0.059,-0.0066,-0.00605
76.43,0.0721,0.0068,-0.00605
76.44,0.006,0.0068,-0.00605
76.45,0.006,0.0068,-0.00605
76.46,-0.0602,0.0068,-0.00605
76.47,-0.0266,0.0201,-0.00605
76.48,0.0069,-0.0087,-0.00605
76.49,0.0224,-0.0087,-0.00605
76.5,0.0378,-0.0087,-0.00605
76.51,0.0302,-0.0087,-0.00605
76.52,0.0302,-0.0375,-0.00605
76.53,0.0302,-0.0375,-0.00605
76.54,0.0302,-0.0312,-0.00605
76.55,0.0302,-0.0312,-0.00605
76.56,0.03,-0.0312,-0.00605
76.57,0.0302,-0.0312,-0.00605
76.58,0.0302,-0.031,-0.00605
76.59,0.0302,-0.0312,-0.00605
76.6,0.0302,-0.0312,-0.00605
76.61,0.0302,-0.0312,-0.00605
76.62,0.0302,-0.031,-0.00605
76.63,0.0302,-0.0312,-0.00605
76.64,0.0302,-0.0312,-0.00605
76.65,0.0302,-0.031,-0.00605
76.66,0.03,-0.0312,-0.00605
76.67,0.0302,-0.0312,-0.00605
76.68,0.0302,-0.0312,-0.00605
76.69,0.0302,-0.0312,-0.00605
76.7,0.03,-0.0312,-0.00605
76.71,0.0302,-0.0312,-0.00605
76.72,0.03,-0.031,-0.00605
76.73,0.0302,-0.031,-0.00605
76.74,0.03,-0.0312,-0.00605
76.75,0.0302,-0.0312,-0.00605
76.76,0.0302,-0.025,-0.0041
76.77,0.0302,-0.023,9.999999999999983e-05
76.78,0.0225,-0.0204,9.999999999999983e-05
76.79,0.0258,-0.0158,9.999999999999983e-05
76.8,0.029,-0.011,9.999999999999983e-05
76.81,0.013,-0.011,9.999999999999983e-05
76.82,0.013,-0.011,0.0043
76.83,0.013,-0.0061,0.0005
76.84,0.013,-0.0132,0.0005
76.85,0.013,-0.0132,0.0005
76.86,0.013,-0.0132,0.0005
76.87,0.013,-0.0132,0.0005
76.88,0.013,-0.0132,0.0005
76.89,0.013,-0.0132,0.0005
76.9,-0.0029,-0.0132,0.0005
76.91,-0.0049,-0.0132,0.0005
76.92,-0.005,-0.0204,0.0005
76.93,-0.0049,-0.02,0.0005
76.94,-0.0049,-0.0153,0.0005
76.95,-0.005,-0.015,0.0005
76.96,-0.0049,-0.0153,0.0005
76.97,-0.0069,-0.0153,0.0005
76.98,0.0144,-0.0153,0.0005
76.99,0.0144,-0.0153,0.0005
77.0,0.0144,-0.0106,0.0005
77.01,0.0144,-0.0098,0.0005
