Timezero,U,V,W,U_avg,V_avg,W_avg,U',V',W',U'',V'',W'',U'V',V'W',W'U',U''_Avg,V''_Avg,W''_Avg,U'V'_Avg,V'W'_Avg,W'U'_Avg,TKE
1.4,208.3825,-44.8775,18.96,107.249,1.525,17.671,101.133,-46.402,1.289,10227.985,2153.192,1.662,-4692.847,-59.813,130.361,2101.444,328.07,178.628,119.459,65.792,71.041,1304.071
1.425,207.7525,-36.91,19.71,107.35,1.527,17.67,100.403,-38.437,2.04,10080.662,1477.403,4.162,-3859.171,-78.411,204.821,2101.569,328.038,178.6,119.472,65.783,71.073,1304.103
1.45,207.385,-31.5425,19.895,107.451,1.529,17.67,99.934,-33.072,2.225,9986.804,1093.724,4.951,-3304.967,-73.584,222.353,2101.685,328.005,178.571,119.485,65.774,71.104,1304.13
1.475,206.025,-29.9925,20.3525,107.552,1.532,17.67,98.473,-31.524,2.682,9696.932,993.794,7.196,-3104.312,-84.564,264.154,2101.793,327.971,178.541,119.498,65.764,71.136,1304.153
1.5,206.42,-31.7,21.16,107.653,1.534,17.669,98.767,-33.234,3.491,9754.92,1104.499,12.187,-3282.422,-116.02,344.796,2101.892,327.935,178.511,119.51,65.754,71.167,1304.169
1.525,207.19,-34.8725,22.915,107.754,1.536,17.669,99.436,-36.409,5.246,9887.518,1325.579,27.521,-3620.316,-190.999,521.641,2101.982,327.898,178.48,119.521,65.743,71.197,1304.18
1.55,207.885,-35.54,22.0425,107.855,1.538,17.668,100.03,-37.078,4.375,10006.001,1374.778,19.136,-3708.912,-162.198,437.581,2102.064,327.859,178.448,119.532,65.733,71.228,1304.185
1.575,208.175,-28.16,20.6875,107.955,1.54,17.668,100.22,-29.7,3.02,10044.048,882.09,9.117,-2976.534,-89.679,302.614,2102.137,327.819,178.416,119.542,65.722,71.258,1304.186
1.6,207.445,-8.285,18.3,108.056,1.543,17.667,99.389,-9.828,0.633,9878.173,96.59,0.401,-976.795,-6.221,62.913,2102.201,327.777,178.382,119.552,65.711,71.288,1304.18
1.625,204.2575,21.575,18.32,108.157,1.545,17.667,96.1,20.03,0.653,9235.306,401.201,0.426,1924.893,13.08,62.754,2102.257,327.734,178.348,119.562,65.699,71.317,1304.169
1.65,202.0825,37.1875,19.85,108.257,1.547,17.666,93.826,35.641,2.184,8803.224,1270.245,4.77,3343.988,77.839,204.915,2102.304,327.69,178.313,119.571,65.687,71.347,1304.154
1.675,201.3125,55.795,23.3725,108.358,1.549,17.665,92.954,54.246,5.707,8640.539,2942.629,32.576,5042.41,309.609,530.538,2102.342,327.644,178.278,119.579,65.675,71.376,1304.132
1.7,196.64,85.7425,28.365,108.458,1.551,17.665,88.182,84.192,10.7,7776.065,7088.209,114.49,7424.175,900.849,943.547,2102.371,327.597,178.241,119.587,65.663,71.404,1304.104
1.725,190.3,87.3225,26.7525,108.558,1.554,17.664,81.742,85.769,9.088,6681.755,7356.236,82.601,7010.889,779.507,742.912,2102.392,327.548,178.204,119.595,65.65,71.433,1304.072
1.75,186.3675,84.51,25.4775,108.659,1.556,17.664,77.709,82.954,7.813,6038.611,6881.366,61.051,6446.231,648.161,607.175,2102.405,327.498,178.166,119.602,65.637,71.461,1304.035
1.775,184.895,75.0475,24.3925,108.759,1.558,17.663,76.136,73.489,6.729,5796.69,5400.707,45.286,5595.197,494.548,512.357,2102.408,327.446,178.128,119.608,65.624,71.488,1303.991
1.8,185.6925,66.845,23.895,108.859,1.56,17.663,76.834,65.285,6.232,5903.387,4262.131,38.838,5016.075,406.856,478.826,2102.403,327.393,178.088,119.614,65.61,71.516,1303.942
1.825,188.0175,57.7325,23.5475,108.959,1.562,17.662,79.059,56.171,5.886,6250.246,3155.125,34.639,4440.755,330.591,465.299,2102.39,327.339,178.048,119.62,65.596,71.543,1303.889
1.85,191.06,42.665,24.8325,109.059,1.564,17.661,82.001,41.101,7.171,6724.164,1689.292,51.43,3370.323,294.756,588.07,2102.367,327.283,178.007,119.625,65.582,71.57,1303.829
1.875,192.8575,30.28,24.2925,109.159,1.567,17.661,83.698,28.713,6.631,7005.439,824.436,43.977,2403.235,190.41,555.047,2102.336,327.226,177.966,119.629,65.568,71.596,1303.764
1.9,193.61,23.0475,24.145,109.259,1.569,17.66,84.351,21.479,6.485,7115.091,461.326,42.055,1811.733,139.288,547.016,2102.296,327.168,177.923,119.633,65.553,71.622,1303.693
1.925,194.7425,17.24,23.8,109.359,1.571,17.659,85.384,15.669,6.141,7290.342,245.518,37.712,1337.874,96.223,524.34,2102.248,327.108,177.88,119.637,65.538,71.648,1303.618
1.95,195.6225,13.2975,23.815,109.458,1.573,17.659,86.165,11.724,6.156,7424.321,137.464,37.896,1010.236,72.176,530.429,2102.191,327.046,177.836,119.64,65.522,71.674,1303.536
1.975,196.7075,9.1775,24.47,109.558,1.575,17.658,87.15,7.603,6.812,7595.035,57.798,46.403,662.554,51.788,593.662,2102.125,326.983,177.792,119.643,65.507,71.699,1303.45
2.0,197.5825,5.76,24.64,109.658,1.577,17.657,87.925,4.183,6.983,7730.718,17.497,48.762,367.788,29.21,613.977,2102.051,326.919,177.746,119.645,65.491,71.724,1303.358
2.025,197.2875,2.6025,24.6275,109.757,1.579,17.657,87.53,1.024,6.971,7661.588,1.048,48.588,89.587,7.134,610.131,2101.968,326.854,177.7,119.646,65.475,71.749,1303.261
2.05,196.8725,0.6775,24.8775,109.857,1.581,17.656,87.016,-0.903,7.222,7571.697,0.816,52.15,-78.619,-6.525,628.382,2101.876,326.786,177.653,119.647,65.458,71.773,1303.158
2.075,195.9475,0.495,24.47,109.956,1.584,17.655,85.991,-1.089,6.815,7394.538,1.186,46.444,-93.645,-7.422,586.032,2101.776,326.718,177.606,119.648,65.441,71.797,1303.05
2.1,193.265,2.01,23.015,110.055,1.586,17.654,83.21,0.424,5.361,6923.904,0.18,28.74,35.281,2.273,446.089,2101.667,326.648,177.557,119.648,65.424,71.821,1302.936
2.125,191.88,4.8425,21.0925,110.155,1.588,17.654,81.725,3.255,3.439,6678.976,10.592,11.823,265.974,11.191,281.011,2101.549,326.577,177.508,119.648,65.407,71.844,1302.817
2.15,194.005,8.61,21.0925,110.254,1.59,17.653,83.751,7.02,3.44,7014.23,49.28,11.83,587.932,24.145,288.062,2101.423,326.504,177.458,119.647,65.389,71.867,1302.692
2.175,194.745,8.6125,23.3225,110.353,1.592,17.652,84.392,7.021,5.671,7122.01,49.287,32.155,592.474,39.81,478.545,2101.288,326.43,177.408,119.645,65.371,71.89,1302.563
2.2,194.5525,7.61,24.79,110.452,1.594,17.651,84.101,6.016,7.139,7072.894,36.192,50.965,505.949,42.948,600.393,2101.144,326.355,177.356,119.644,65.353,71.912,1302.427
2.225,195.1425,7.2775,24.87,110.551,1.596,17.651,84.592,5.681,7.219,7155.722,32.279,52.114,480.607,41.015,610.666,2100.992,326.278,177.304,119.641,65.335,71.935,1302.287
2.25,196.65,9.92,25.7425,110.65,1.598,17.65,86.0,8.322,8.093,7396.0,69.256,65.489,715.692,67.346,695.955,2100.831,326.199,177.252,119.638,65.316,71.956,1302.141
2.275,197.98,12.045,26.64,110.749,1.6,17.649,87.231,10.445,8.991,7609.247,109.098,80.838,911.128,93.911,784.294,2100.662,326.12,177.198,119.635,65.297,71.978,1301.99
2.3,198.6225,11.805,27.1075,110.848,1.602,17.648,87.775,10.203,9.46,7704.363,104.101,89.482,895.563,96.515,830.303,2100.483,326.038,177.144,119.631,65.277,71.999,1301.832
2.325,199.145,11.7575,28.18,110.946,1.604,17.647,88.199,10.154,10.533,7779.064,103.094,110.944,895.529,106.947,929.0,2100.297,325.956,177.089,119.627,65.258,72.02,1301.671
2.35,198.33,11.4025,27.745,111.045,1.606,17.646,87.285,9.796,10.099,7618.671,95.971,101.99,855.088,98.935,881.491,2100.101,325.872,177.033,119.622,65.238,72.041,1301.503
2.375,197.905,9.79,27.4675,111.143,1.609,17.645,86.762,8.181,9.823,7527.645,66.929,96.482,709.8,80.358,852.22,2099.897,325.787,176.976,119.617,65.217,72.061,1301.33
2.4,198.03,9.9675,25.8475,111.242,1.611,17.645,86.788,8.356,8.203,7532.157,69.831,67.281,725.244,68.544,711.879,2099.684,325.7,176.919,119.611,65.197,72.081,1301.151
2.425,198.9475,12.26,23.015,111.34,1.613,17.644,87.607,10.647,5.371,7675.074,113.359,28.848,932.757,57.185,470.54,2099.463,325.612,176.861,119.605,65.176,72.101,1300.968
2.45,200.32,14.3575,21.1925,111.439,1.615,17.643,88.881,12.742,3.549,7899.832,162.371,12.599,1132.566,45.23,315.483,2099.232,325.522,176.802,119.598,65.155,72.12,1300.778
2.475,202.815,14.7925,21.125,111.537,1.617,17.642,91.278,13.175,3.483,8331.673,173.594,12.131,1202.633,45.89,317.921,2098.994,325.431,176.742,119.591,65.134,72.139,1300.584
2.5,204.31,15.105,21.3825,111.635,1.619,17.641,92.675,13.486,3.742,8588.656,181.872,13.999,1249.815,50.458,346.744,2098.746,325.339,176.682,119.583,65.112,72.158,1300.383
