Freq,Amplitude
0.0,0.8545239746582174
0.03337783711615487,0.005359811594381947
0.06675567423230974,0.0032156583396917046
0.10013351134846461,0.010690787792958964
0.13351134846461948,0.01515883420243021
0.16688918558077437,0.0156305218898139
0.20026702269692923,0.00942635061284628
0.23364485981308408,0.013712623462932177
0.26702269692923897,0.00484280575191055
0.30040053404539385,0.0048419768758580775
0.33377837116154874,0.0023022203029990015
0.36715620827770357,0.009260247566704904
0.40053404539385845,0.008027504185100637
0.43391188251001334,0.009932319528111142
0.46728971962616817,0.003131762621134573
0.5006675567423231,0.0039756638979653565
0.5340453938584779,0.0035871008816235703
0.5674232309746328,0.007114529916975937
0.6008010680907877,0.0047903989518264705
0.6341789052069425,0.010698365642369258
0.6675567423230975,0.009437036527300132
0.7009345794392523,0.0035017599549647914
0.7343124165554071,0.013906759200237293
0.7676902536715621,0.00552507146112334
0.8010680907877169,0.005347945438787022
0.8344459279038717,0.008968987167481134
0.8678237650200267,0.005979581421108845
0.9012016021361815,0.006415455891158284
0.9345794392523363,0.006571208030579075
0.9679572763684913,0.008605571224040147
1.0013351134846462,0.00685910316574379
1.034712950600801,0.004554759542376802
1.0680907877169559,0.009645818215844768
1.1014686248331107,0.008561286016896272
1.1348464619492655,0.010770502926175846
1.1682242990654206,0.0046098544410204615
1.2016021361815754,0.0032954788514768293
1.2349799732977302,0.0033305456842398187
1.268357810413885,0.007029835725367802
1.30173564753004,0.005354233478011786
1.335113484646195,0.0026081127943692415
1.3684913217623498,0.0057814919892077345
1.4018691588785046,0.00968905118138686
1.4352469959946594,0.0070630659250699316
1.4686248331108143,0.008117480152042139
1.502002670226969,0.004786086896739692
1.5353805073431241,0.0013954645095680528
1.568758344459279,0.004305151417907077
1.6021361815754338,0.008380718793173706
1.6355140186915886,0.002217892143664574
1.6688918558077435,0.0038574739354403052
1.7022696929238985,0.007628702028974307
1.7356475300400533,0.013168205033997012
1.7690253671562082,0.005678499669676336
1.802403204272363,0.009108230411232605
1.8357810413885178,0.004432757150798194
1.8691588785046727,0.0018893936268101744
1.9025367156208277,0.006484710437410352
1.9359145527369825,0.003750286434282837
1.9692923898531374,0.006022090549632849
2.0026702269692924,0.004368882219365459
2.0360480640854473,0.004806090857233117
2.069425901201602,0.000976861220847275
2.102803738317757,0.004593910126415543
2.1361815754339117,0.0038976187971657282
2.1695594125500666,0.004562790573058318
2.2029372496662214,0.003077145024175529
2.2363150867823762,0.012021320804690434
2.269692923898531,0.0031966355410086196
2.303070761014686,0.01049510107912185
2.336448598130841,0.00638463234089003
2.369826435246996,0.001793461372510724
2.403204272363151,0.004475819007727722
2.4365821094793056,0.003044592708222334
2.4699599465954605,0.007713286783985052
2.5033377837116153,0.0006737496481416305
2.53671562082777,0.0020816294050124136
2.570093457943925,0.0056294650232599445
2.60347129506008,0.005504787096746662
2.6368491321762346,0.0017270583361475725
2.67022696929239,0.00552235970990486
2.7036048064085447,0.005331503820412281
