t,u,v,w,backup_u,backup_v,backup_w,snr_u,snr_v,snr_w,cor_u,cor_v,cor_w
26.77,0.4262,0.0294,-0.0019,0.5784,0.1167,-0.0019,18.6,18.8,20.8,82.0,80.5,79.0
26.78,0.4262,0.0799,-0.0108,0.2334,0.0799,-0.0068,19.1,23.3,19.7,82.0,77.0,82.5
26.79,0.4262,0.1077,-0.0108,0.3052,0.1077,-0.0095,16.4,19.8,18.5,82.0,83.0,82.5
26.8,0.4262,0.0829,-0.0108,0.386,-0.0948,-0.0127,17.2,19.9,20.2,82.0,79.0,82.5
26.81,0.4262,0.0829,-0.0108,0.3823,-0.0308,-0.0469,16.1,16.6,19.3,82.0,79.0,82.5
26.82,0.4262,0.0829,-0.0197,0.5303,-0.0464,-0.0197,17.4,17.0,22.3,82.0,79.0,86.0
26.83,0.4705,0.0829,0.0082,0.4705,-0.2546,-0.0442,21.0,17.3,19.2,88.0,79.0,83.0
26.84,0.476,0.083,0.0361,0.6249,-0.4826,0.0361,15.7,16.7,17.9,91.5,79.0,80.0
26.85,0.476,0.0829,0.001,0.2711,-0.187,-0.0615,16.4,16.1,18.8,91.5,79.0,76.5
26.86,0.4815,0.0829,0.001,0.4815,-0.0439,-0.0561,19.8,20.4,21.8,95.0,79.0,76.5
26.87,0.4748,0.0829,-0.034,0.4288,0.0031,-0.034,19.4,19.7,22.6,84.5,79.0,73.0
26.88,0.4681,0.0829,-0.0581,0.4681,0.1334,-0.0337,18.9,18.0,17.0,74.0,79.0,76.0
26.89,0.4845,0.0829,-0.0581,0.4549,0.0692,-0.0151,15.2,17.3,19.2,78.0,79.0,76.0
26.9,0.4845,0.058,-0.0581,0.2817,0.058,-0.0371,15.7,15.3,18.4,78.0,75.0,76.0
26.91,0.4845,0.057,-0.0822,0.2108,0.1078,-0.0822,18.5,18.7,21.2,78.0,72.5,79.0
26.92,0.4845,0.056,-0.0093,0.536,0.0279,-0.0093,20.1,22.1,22.5,78.0,72.5,94.0
26.93,0.5009,0.054,-0.0329,0.5009,0.054,-0.0329,22.1,21.9,21.8,82.0,70.0,74.0
26.94,0.5277,0.04,-0.0172,0.4252,-0.1326,-0.0316,16.0,21.6,19.3,76.0,74.5,80.0
26.95,0.5545,0.0255,-0.0014,0.5545,-0.0116,-0.0014,18.7,21.3,22.7,70.0,74.5,86.0
26.96,0.478,0.0255,-0.0216,0.4933,-0.0503,-0.0368,17.5,15.9,21.0,73.0,74.5,84.5
26.97,0.4014,0.0255,-0.0417,0.4014,0.0452,-0.0417,16.5,20.6,20.5,76.0,74.5,83.0
26.98,0.4523,0.0255,-0.0494,0.6574,0.0242,0.0234,17.2,15.7,18.2,71.0,74.5,86.0
26.99,0.5032,0.0255,-0.0494,0.3964,-0.0515,-0.0462,16.15,15.9,18.0,79.0,74.5,86.0
27.0,0.5281,0.0255,-0.053,0.9888,-0.078,-0.1183,16.15,16.9,18.3,79.0,74.5,86.0
27.01,0.553,0.0255,-0.057,0.259,0.1874,-0.057,15.1,15.1,18.6,79.0,74.5,89.0
27.02,0.553,-0.003,-0.0106,0.4292,-0.003,-0.0106,17.2,22.2,21.8,79.0,79.0,91.0
27.03,0.553,0.0483,0.0172,0.4647,0.0752,-0.0063,19.8,16.0,19.5,79.0,83.0,83.5
27.04,0.553,0.0483,0.0172,0.3177,0.07,-0.0512,17.95,20.4,20.1,79.0,83.0,83.5
27.05,0.553,0.0483,0.0172,0.5103,0.165,0.0085,16.1,18.0,20.6,79.0,83.0,83.5
27.06,0.553,0.0483,0.0449,0.5956,0.2447,0.0449,16.5,17.4,21.0,79.0,83.0,76.0
27.07,0.515,0.0997,0.0001,0.4486,0.0997,0.0001,18.0,21.8,21.8,87.0,87.0,89.0
27.08,0.477,0.0271,-0.0205,0.4497,-0.1161,-0.0205,21.2,19.1,20.2,81.5,89.5,71.0
27.09,0.5053,0.0271,-0.0063,0.5053,0.0713,0.0039,16.6,20.4,19.8,76.0,89.5,71.5
27.1,0.4913,0.0271,-0.0063,0.4863,-0.0791,-0.0044,17.5,16.4,19.0,76.5,89.5,71.5
27.11,0.4913,0.0271,-0.0063,0.5908,-0.1646,0.0132,15.8,20.1,19.0,76.5,89.5,71.5
27.12,0.484,0.0271,-0.0063,0.5285,0.0985,-0.0229,15.8,19.5,19.6,76.5,89.5,71.5
27.13,0.484,0.027,-0.0063,0.3935,-0.3846,-0.0318,15.8,18.25,18.1,76.5,89.5,71.5
27.14,0.4774,0.0271,0.0079,0.4774,0.1411,0.0079,15.8,17.0,19.6,77.0,89.5,72.0
27.15,0.468,0.0271,0.0145,0.5072,0.541,0.0145,18.0,19.6,20.6,73.5,89.5,85.0
27.16,0.468,0.0271,0.0099,0.4469,-0.1465,-0.0329,18.0,16.8,19.6,73.5,89.5,81.0
27.17,0.468,0.0271,0.0052,0.5014,-0.0421,0.0052,18.0,18.3,19.0,73.5,89.5,77.0
27.18,0.4583,0.0271,0.0022,0.4583,0.061,-0.0049,20.2,20.8,20.8,70.0,89.5,77.0
27.19,0.4342,0.0271,-0.0007,0.413,0.009,-0.0007,19.5,21.6,19.3,75.5,89.5,77.0
27.2,0.4342,0.0271,0.0032,0.5035,-0.0476,0.0297,18.3,19.0,20.5,75.5,89.5,74.0
27.21,0.4342,0.0271,0.007,0.3055,-0.5375,0.007,15.9,19.7,18.6,75.5,89.5,71.0
27.22,0.4342,0.0271,0.0365,0.3525,-0.1704,0.0365,16.1,18.3,22.4,75.5,89.5,88.0
27.23,0.4102,-0.0455,0.0403,0.4102,-0.0455,0.0403,21.0,20.3,20.5,81.0,92.0,88.0
27.24,0.433,-0.0238,0.0291,0.433,-0.0243,0.0469,21.7,21.2,20.0,92.0,84.0,84.0
27.25,0.4072,-0.0238,0.0179,0.4868,0.0402,0.0179,19.9,20.6,22.2,82.5,84.0,80.0
27.26,0.4072,-0.0238,-0.016,0.4245,0.3834,-0.016,18.4,20.0,21.8,82.5,84.0,78.0
27.27,0.4072,-0.0238,-0.0027,0.4462,-0.034,-0.0027,18.8,21.5,19.6,82.5,84.0,80.0
27.28,0.4072,-0.024,0.0045,0.5494,0.2136,0.0045,19.4,19.5,21.5,82.5,84.0,88.0
27.29,0.394,-0.024,-0.0006,0.4978,0.1253,-0.0118,18.9,19.5,18.4,82.5,84.0,84.5
27.3,0.3814,-0.0238,-0.0006,0.3814,-0.0546,-0.0402,18.4,17.5,19.1,73.0,84.0,84.5
27.31,0.4294,-0.0238,-0.0006,0.4883,0.0707,-0.0037,17.7,21.3,20.5,73.0,84.0,84.5
27.32,0.453,-0.013,-0.0006,0.3332,0.1581,-0.0414,19.05,20.0,18.0,73.0,84.0,84.5
27.33,0.453,-0.002,-0.0056,0.5309,-0.002,-0.0056,19.05,18.7,21.2,73.0,76.0,81.0
27.34,0.4773,0.0096,-0.0327,0.4773,-0.0218,-0.0327,20.4,22.2,23.5,73.0,76.5,81.0
27.35,0.4564,0.0096,-0.0346,0.4564,0.1089,-0.0346,20.9,18.0,19.1,88.0,76.5,77.0
27.36,0.4698,0.0096,-0.0102,0.5198,0.0323,-0.0102,18.7,18.3,19.9,82.5,76.5,80.0
27.37,0.4698,0.0212,-0.0333,0.4343,0.0212,-0.0333,18.2,23.2,22.8,82.5,77.0,94.0
27.38,0.4833,-0.0122,-0.026,0.4833,-0.0985,-0.0058,21.6,20.6,20.5,77.0,80.0,91.5
27.39,0.4245,-0.0455,-0.0186,0.3844,0.2242,-0.0186,20.5,17.4,20.2,79.0,76.0,89.0
27.4,0.4245,-0.0455,-0.0156,0.5001,0.2996,0.027,17.9,18.4,19.0,79.0,76.0,83.5
27.41,0.424,-0.0455,-0.0127,0.4356,0.2709,-0.0127,19.5,18.4,21.1,79.0,76.0,78.0
27.42,0.4245,-0.0455,0.0017,0.5456,0.0706,0.0017,21.1,21.3,22.8,79.0,76.0,88.0
27.43,0.3657,0.0075,-0.0284,0.3657,0.0075,-0.0284,20.1,20.5,22.8,81.0,72.0,81.0
27.44,0.4294,-0.0105,-0.0174,0.4294,-0.0105,-0.0174,22.1,23.1,23.9,95.0,93.0,98.0
27.45,0.3943,0.0066,-0.0095,0.4589,0.0634,-0.0095,21.5,21.5,21.0,85.0,81.5,74.0
27.46,0.3943,0.007,-0.0126,0.3892,0.3162,-0.0126,16.1,20.45,19.7,85.0,81.5,73.0
27.47,0.3592,0.0066,-0.014,0.3592,0.3244,-0.014,16.9,19.4,20.0,75.0,81.5,83.0
27.48,0.389,0.0066,-0.0061,0.0998,-0.2286,-0.0867,16.2,17.5,18.8,72.5,81.5,85.0
27.49,0.389,0.0066,-0.0061,0.3488,0.0844,0.007,16.2,18.7,17.1,72.5,81.5,85.0
27.5,0.4188,0.0066,-0.0061,0.4765,0.2153,0.0327,15.5,15.8,19.6,72.5,81.5,85.0
27.51,0.449,0.0066,-0.0061,0.4518,0.0564,-0.0017,18.0,18.2,16.9,72.5,81.5,85.0
27.52,0.4783,0.0238,-0.0061,0.4783,0.0238,-0.0203,20.5,21.4,16.9,70.0,70.0,85.0
27.53,0.5234,-0.0044,-0.0061,0.4934,0.1116,-0.0209,16.2,16.0,17.2,71.5,71.5,85.0
27.54,0.5685,-0.0044,0.0018,0.5685,0.0627,0.0018,16.0,20.8,18.7,73.0,71.5,87.0
27.55,0.476,-0.0327,-0.0605,0.303,-0.0327,-0.0605,17.2,17.6,21.2,79.0,73.0,81.0
27.56,0.3835,0.0298,-0.0488,0.4008,0.0298,-0.0488,20.5,20.8,20.7,79.5,77.0,78.0
27.57,0.3835,0.0689,-0.041,0.4121,0.0689,-0.041,18.7,22.5,20.5,79.5,82.0,81.0
27.58,0.3835,-0.0075,-0.0395,0.4008,-0.0075,-0.0395,20.2,18.7,23.2,79.5,82.0,94.0
27.59,0.3835,0.0283,-0.0065,0.4686,0.1388,-0.0065,17.2,23.0,21.6,79.5,82.0,81.0
27.6,0.464,0.0641,-0.0186,0.464,0.0123,-0.0186,21.2,23.9,23.9,80.0,96.0,99.0
27.61,0.4244,-0.0106,-0.0326,0.4244,-0.0106,-0.0326,22.2,23.6,21.3,98.0,73.0,95.0
27.62,0.4264,-0.0603,-0.0291,0.3818,0.0883,-0.0291,19.7,17.6,19.8,85.0,72.0,83.0
27.63,0.426,-0.11,-0.0309,0.4414,0.3859,0.0068,18.2,17.35,18.4,85.0,72.0,79.5
27.64,0.426,-0.11,-0.0327,0.3385,0.1508,-0.0327,18.2,17.1,18.6,85.0,72.0,76.0
27.65,0.4264,-0.11,-0.0584,0.2152,-0.0364,-0.0584,16.7,18.6,22.5,85.0,72.0,92.0
27.66,0.4283,-0.11,-0.0005,0.4283,-0.006,-0.0005,19.9,23.3,22.2,72.0,72.0,95.0
27.67,0.4044,-0.11,0.002,0.4257,0.0105,0.002,19.1,16.3,18.4,72.0,72.0,79.0
27.68,0.4044,-0.11,-0.0011,0.2978,-0.166,-0.084,16.2,17.3,17.6,72.0,72.0,82.0
27.69,0.404,-0.11,-0.0011,0.4323,-0.1286,-0.0004,15.8,17.75,20.4,72.0,72.0,82.0
27.7,0.404,-0.11,-0.0011,0.5275,-0.0148,0.0356,15.8,18.2,18.0,72.0,72.0,82.0
27.71,0.404,-0.11,-0.0011,0.155,-0.0139,-0.0021,15.8,16.5,16.3,72.0,72.0,82.0
27.72,0.4044,-0.11,-0.0011,0.4992,-0.0983,0.0173,15.4,18.9,19.2,72.0,72.0,82.0
27.73,0.3805,-0.11,-0.0011,0.3805,-0.0222,0.0014,15.0,17.65,15.6,72.0,72.0,82.0
27.74,0.428,-0.11,-0.0042,0.4643,0.2154,-0.0042,16.45,16.4,22.9,78.0,72.0,85.0
27.75,0.4747,-0.11,-0.0176,0.4747,-0.1834,-0.0184,17.9,22.2,20.3,84.0,72.0,78.5
27.76,0.4626,-0.1145,-0.0176,0.2979,-0.2094,-0.067,16.2,20.4,18.0,80.0,71.0,78.5
27.77,0.4626,-0.119,-0.0176,0.4558,0.2015,0.0149,19.2,20.05,18.4,80.0,73.0,78.5
27.78,0.4626,-0.0281,-0.0176,0.479,-0.061,0.0111,15.4,19.7,20.6,80.0,73.0,78.5
27.79,0.4626,-0.028,-0.0176,0.5815,0.2191,0.0308,15.0,18.05,18.6,80.0,73.0,78.5
27.8,0.4626,-0.0281,-0.0176,0.386,-0.2418,-0.0035,17.8,16.4,19.3,80.0,73.0,78.5
27.81,0.4626,-0.0281,-0.0176,0.4679,-0.0545,0.0149,18.2,18.9,18.2,80.0,73.0,78.5
27.82,0.456,-0.028,-0.0176,0.4122,-0.2226,-0.0182,18.0,19.6,17.9,80.0,73.0,78.5
27.83,0.456,-0.0281,-0.0309,0.3572,0.2207,-0.0309,18.0,20.3,20.1,80.0,73.0,72.0
27.84,0.4504,-0.0281,-0.0248,0.4504,0.027,-0.0116,17.8,17.3,18.8,76.0,73.0,82.0
27.85,0.472,0.062,-0.0248,0.5014,0.1457,0.0107,17.8,19.95,16.9,74.5,73.0,82.0
27.86,0.4941,0.1531,-0.0187,0.3745,0.1531,-0.0187,17.8,22.6,22.0,74.5,75.0,92.0
27.87,0.4941,0.097,-0.0038,0.3462,0.0023,-0.0062,19.2,22.1,19.5,74.5,78.5,82.0
27.88,0.4941,0.0408,0.0111,0.4029,0.0408,0.0111,18.4,23.3,22.5,74.5,82.0,72.0
27.89,0.4941,0.0382,0.01,0.4364,0.0637,-0.019,15.1,16.5,19.3,74.5,77.5,73.5
27.9,0.4941,0.0382,0.0088,0.375,0.1836,-0.0415,17.6,16.8,16.1,74.5,77.5,73.5
27.91,0.4941,0.038,0.008,0.722,-0.331,0.0216,18.1,16.35,16.25,74.5,77.5,73.5
27.92,0.4941,0.0382,0.0064,0.5307,0.175,0.0064,15.8,15.9,16.4,74.5,77.5,75.0
27.93,0.4941,0.0382,0.005,0.5243,0.0466,0.0425,16.5,17.1,17.3,74.5,77.5,80.0
27.94,0.4941,0.0382,0.004,0.4237,0.0574,-0.0122,18.3,16.1,18.2,74.5,77.5,80.0
27.95,0.4941,0.0382,0.004,0.5084,0.0827,0.013,16.9,16.8,15.0,74.5,77.5,80.0
27.96,0.4941,0.0382,0.004,0.4615,0.1199,-0.0039,16.7,18.8,18.3,74.5,77.5,80.0
27.97,0.516,0.0382,0.0016,0.4317,-0.043,0.0016,16.05,21.4,20.5,74.5,77.5,85.0
27.98,0.516,0.0382,0.0102,0.4719,0.1539,0.0102,16.05,19.1,18.4,74.5,77.5,76.0
27.99,0.5378,0.0382,-0.022,0.5378,-0.0151,-0.0082,15.4,17.2,17.4,73.0,77.5,78.0
28.0,0.5399,0.0382,-0.0543,0.3327,-0.1633,-0.0543,15.8,15.7,18.6,73.0,77.5,80.0
28.01,0.5399,0.0382,-0.0494,0.1692,-0.1827,-0.0242,15.6,15.3,16.2,73.0,77.5,85.5
28.02,0.5399,0.0355,-0.0446,0.2795,0.0355,-0.0446,15.2,18.4,21.4,73.0,73.0,91.0
28.03,0.5399,0.039,-0.0147,0.4056,0.1694,-0.0147,20.2,21.8,21.0,73.0,78.5,85.0
28.04,0.5399,0.039,-0.0063,0.2673,-0.0408,-0.0129,17.3,19.8,18.6,73.0,78.5,80.5
28.05,0.5399,0.06,-0.0063,0.3627,0.0424,0.0109,15.0,19.5,18.0,73.0,84.0,80.5
28.06,0.5399,0.0815,-0.0063,0.6631,0.0815,0.0669,15.0,19.2,16.7,73.0,85.0,80.5
28.07,0.5399,0.1448,0.0021,0.4808,0.1201,0.0021,16.2,19.6,20.8,73.0,81.0,76.0
28.08,0.54,0.208,-0.0004,0.5056,0.2405,0.0088,17.0,18.05,17.0,73.0,81.0,75.0
28.09,0.5399,0.2082,-0.0004,0.4535,0.0043,-0.0655,17.8,16.5,16.6,73.0,81.0,75.0
28.1,0.5399,0.208,-0.0004,0.4073,-0.0821,-0.0348,17.3,17.75,18.0,73.0,81.0,75.0
28.11,0.5399,0.2082,-0.0029,0.5192,-0.0974,-0.0029,18.2,19.0,21.5,73.0,81.0,74.0
28.12,0.542,0.208,-0.0161,0.542,-0.0226,-0.0121,16.1,17.95,16.3,73.0,81.0,78.5
28.13,0.509,0.2082,-0.0161,0.4335,-0.1808,0.0022,15.6,16.9,18.6,71.5,81.0,78.5
28.14,0.509,0.208,-0.0161,0.5866,-0.1567,0.0306,15.6,16.85,18.3,71.5,81.0,78.5
28.15,0.509,0.208,-0.0161,0.2221,-0.1298,-0.0615,15.6,16.85,16.9,71.5,81.0,78.5
28.16,0.4752,0.208,-0.0161,0.5961,0.0041,0.0193,15.1,16.85,20.6,71.5,81.0,78.5
28.17,0.4085,0.2082,-0.0161,0.4085,-0.0833,-0.0326,19.6,16.8,16.7,70.0,81.0,78.5
28.18,0.428,0.2082,-0.0161,0.3554,-0.2217,-0.0404,18.0,15.1,18.1,71.0,81.0,78.5
28.19,0.4466,0.2082,-0.0292,0.4725,0.1412,-0.0292,16.4,17.0,22.5,71.0,81.0,83.0
28.2,0.4466,0.2082,-0.0295,0.489,0.2593,-0.0295,17.7,19.6,20.6,71.0,81.0,83.0
28.21,0.4466,0.2445,-0.0272,0.4381,0.3349,-0.0364,18.3,22.3,17.2,71.0,77.0,78.0
28.22,0.4848,0.2808,-0.0272,0.4848,0.1029,-0.0317,17.4,22.3,20.1,72.0,72.0,78.0
28.23,0.392,0.2268,-0.0248,0.4584,-0.072,-0.0248,20.2,18.3,23.5,72.0,72.0,73.0
28.24,0.392,0.1728,-0.0182,0.413,-0.1618,-0.0194,20.3,18.8,16.2,72.0,72.0,81.0
28.25,0.392,0.1188,-0.0182,0.546,0.0612,0.0058,16.4,15.1,15.3,72.0,71.5,81.0
28.26,0.392,0.0378,-0.0115,0.4607,-0.0063,-0.0115,17.85,17.1,20.8,72.0,71.5,89.0
28.27,0.392,-0.0432,-0.0296,0.4778,0.2035,-0.0018,19.3,16.4,18.1,72.0,71.5,83.5
28.28,0.392,-0.0972,-0.0296,0.4735,-0.0714,0.0243,15.6,16.3,16.7,72.0,71.5,83.5
28.29,0.392,-0.097,-0.0476,0.2969,-0.106,-0.0476,15.4,17.55,18.3,72.0,71.5,78.0
28.3,0.392,-0.0972,0.0065,0.5034,-0.2779,0.0186,18.4,18.8,18.4,72.0,71.5,74.0
28.31,0.392,-0.0972,0.0065,0.3625,-0.0416,-0.0371,18.9,18.8,20.9,72.0,71.5,74.0
28.32,0.2992,-0.0972,0.0065,0.2992,0.0166,-0.0316,19.7,15.1,18.1,72.0,71.5,74.0
28.33,0.296,-0.0972,0.0607,0.6607,-0.2858,0.0607,19.9,15.2,17.2,79.5,71.5,70.0
28.34,0.296,-0.097,0.0008,0.2106,0.149,-0.0605,19.9,16.3,18.5,87.0,71.5,75.0
28.35,0.296,-0.0972,-0.059,0.3337,-0.008,-0.0626,19.9,17.4,18.3,78.5,71.5,73.5
28.36,0.296,-0.0972,-0.0573,0.2789,-0.3237,-0.0573,19.9,21.2,18.1,78.5,71.5,72.0
28.37,0.296,-0.0972,-0.0266,0.3723,0.0418,-0.0094,19.9,18.2,16.1,78.5,71.5,77.0
28.38,0.296,-0.0972,-0.0266,0.4461,-0.0704,0.0159,19.9,16.3,17.3,78.5,71.5,77.0
28.39,0.296,-0.0972,-0.0266,0.4976,0.0206,0.0051,19.9,16.7,17.8,78.5,71.5,77.0
28.4,0.2924,-0.0972,0.0041,0.5055,0.0107,0.0041,20.1,18.7,18.8,78.5,71.5,82.0
28.41,0.2924,-0.0972,-0.0238,0.5394,0.0643,-0.0074,16.0,22.3,17.4,78.5,71.5,77.5
28.42,0.3743,-0.097,-0.0238,0.3743,0.0401,-0.0159,15.8,19.5,17.7,70.0,71.5,77.5
28.43,0.367,-0.0972,-0.0238,0.3382,-0.008,-0.0199,17.0,16.7,17.8,81.5,71.5,77.5
28.44,0.3604,-0.097,-0.0518,0.2573,-0.4614,-0.0518,18.2,17.6,19.7,81.5,71.5,73.0
28.45,0.3604,-0.0972,0.0075,0.5212,-0.4733,0.0075,16.5,18.5,21.6,81.5,71.5,87.0
28.46,0.3604,-0.0972,-0.0157,0.4648,-0.1545,-0.0157,19.1,16.6,19.0,81.5,71.5,77.0
28.47,0.3604,-0.0972,-0.0188,0.0349,-0.3747,-0.0724,15.2,15.8,20.6,81.5,71.5,83.5
28.48,0.36,-0.097,-0.0188,0.106,-0.0917,-0.078,16.2,16.9,18.1,81.5,71.5,83.5
28.49,0.3604,-0.0972,-0.0188,0.5041,-0.0068,-0.0071,17.2,18.0,16.6,81.5,71.5,83.5
28.5,0.36,-0.0972,-0.022,0.336,0.1114,-0.022,16.1,19.8,21.7,81.5,71.5,90.0
28.51,0.3604,-0.0972,-0.0067,0.385,0.0495,-0.0067,15.0,22.1,22.6,81.5,71.5,93.0
28.52,0.3465,-0.0972,-0.0123,0.3465,0.0142,0.0172,21.8,21.6,17.2,93.0,71.5,90.0
28.53,0.4294,-0.0972,-0.0123,0.3962,0.1321,0.0181,17.2,15.1,18.1,82.0,71.5,90.0
28.54,0.4294,-0.0972,-0.0179,0.3753,0.0667,-0.0179,17.1,20.9,21.8,82.0,71.5,87.0
28.55,0.4294,-0.0972,-0.0267,0.3957,-0.1332,-0.0267,16.4,20.4,17.8,82.0,71.5,77.0
28.56,0.4294,-0.0972,0.0047,0.4526,0.0395,0.0047,18.4,19.9,23.7,82.0,71.5,87.0
28.57,0.5123,-0.0972,-0.0166,0.5123,0.1191,0.0053,18.1,18.9,19.5,71.0,71.5,80.5
28.58,0.4638,-0.0972,-0.0378,0.3907,-0.019,-0.0378,19.5,22.4,22.6,72.0,71.5,74.0
28.59,0.4638,-0.0972,-0.0318,0.5396,-0.0286,-0.001,18.4,19.8,19.8,72.0,71.5,84.5
28.6,0.4154,-0.0972,-0.029,0.4154,-0.144,-0.0139,18.5,18.0,21.1,73.0,71.5,84.5
28.61,0.418,-0.097,-0.029,0.4931,0.2223,0.0051,17.95,19.1,21.1,80.0,71.5,84.5
28.62,0.4205,-0.097,-0.029,0.526,0.2463,0.0083,17.4,19.1,21.1,80.0,71.5,84.5
28.63,0.42,-0.0972,-0.029,0.3201,0.0719,-0.0782,18.05,20.2,21.1,80.0,71.5,84.5
28.64,0.4205,-0.0972,-0.0257,0.4351,-0.0707,-0.0257,18.7,18.2,22.4,80.0,71.5,95.0
28.65,0.4205,-0.0972,-0.0331,0.4099,-0.2053,-0.0331,19.4,18.5,20.1,80.0,71.5,88.0
28.66,0.4205,-0.097,-0.0307,0.4799,0.0503,-0.0078,17.8,17.65,18.6,80.0,71.5,81.0
28.67,0.4205,-0.0972,-0.0307,0.4201,-0.1159,-0.0289,15.6,16.8,16.6,80.0,71.5,81.0
28.68,0.4256,-0.0972,-0.055,0.4256,-0.0701,-0.0283,20.1,18.7,20.0,87.0,71.5,74.0
28.69,0.3675,-0.0972,-0.0791,0.2964,-0.0347,-0.0791,16.4,19.4,23.4,75.0,71.5,92.0
28.7,0.3094,-0.0972,-0.0302,0.3846,-0.0221,-0.0302,21.8,19.3,16.9,74.0,71.5,77.0
28.71,0.309,-0.097,0.0096,0.4984,0.0227,0.0096,19.5,20.45,16.4,74.0,71.5,71.0
28.72,0.3094,-0.0972,0.0131,0.4154,0.0617,0.0131,17.2,21.6,19.5,74.0,71.5,78.0
28.73,0.309,-0.0972,0.0022,0.3174,0.0597,-0.0805,16.15,19.0,16.6,74.0,71.5,76.5
28.74,0.3094,-0.097,0.0022,0.4021,-0.2128,-0.0107,15.1,18.0,19.4,74.0,71.5,76.5
28.75,0.3094,-0.0972,0.0022,0.3934,-0.0853,0.01,17.2,17.0,16.3,74.0,71.5,76.5
28.76,0.3094,-0.065,0.0022,0.4498,0.017,-0.0079,15.0,16.05,15.9,74.0,71.5,76.5
28.77,0.309,-0.0326,0.0022,0.387,-0.0326,-0.0169,16.5,15.1,16.6,74.0,71.0,76.5
28.78,0.309,0.052,0.0022,0.4359,-0.1819,-0.0234,16.5,15.5,17.3,74.0,79.5,76.5
28.79,0.3094,0.1368,-0.0087,0.3567,-0.0127,-0.0087,18.0,15.9,20.4,74.0,79.5,75.0
28.8,0.3094,0.1368,-0.0066,0.3192,-0.0546,-0.0066,15.5,17.9,18.3,74.0,79.5,77.0
28.81,0.3094,0.1806,0.0201,0.4665,0.3062,0.0201,16.4,22.1,18.7,74.0,88.0,84.0
28.82,0.3094,0.2244,0.0605,0.7388,-0.0502,0.0605,15.9,18.9,19.1,74.0,75.0,75.0
28.83,0.3094,0.1427,0.0027,0.3403,-0.0081,-0.0386,16.4,21.3,18.1,74.0,79.0,73.5
28.84,0.309,0.0609,0.0027,0.557,-0.0233,-0.0354,15.9,16.0,17.4,74.0,79.0,73.5
28.85,0.309,-0.0209,-0.055,0.1936,-0.1362,-0.055,15.9,17.3,17.1,74.0,79.0,72.0
28.86,0.3094,-0.0209,-0.0516,0.3408,-0.0979,-0.0191,15.4,18.0,18.9,74.0,79.0,74.0
28.87,0.309,-0.0209,-0.0483,0.3668,-0.0122,-0.0483,16.0,18.0,19.5,74.0,79.0,76.0
28.88,0.3094,-0.0209,-0.0907,0.2702,0.2369,-0.0907,16.6,15.8,17.9,74.0,79.0,76.0
28.89,0.351,-0.0209,-0.0822,0.3225,-0.005,-0.0287,16.1,15.6,17.3,73.0,79.0,76.5
28.9,0.393,-0.021,-0.0737,0.2203,0.0957,-0.0737,15.6,16.4,21.6,74.5,79.0,77.0
28.91,0.393,-0.0209,0.0035,0.4768,-0.0112,0.0035,16.8,17.2,22.3,74.5,79.0,72.0
28.92,0.393,-0.0209,0.0105,0.4679,0.0556,0.0105,20.7,18.6,18.4,74.5,79.0,75.0
28.93,0.437,-0.021,0.0124,0.6022,-0.3006,0.0469,18.35,18.2,17.2,74.5,79.0,82.0
28.94,0.437,-0.021,0.0124,0.4635,-0.0017,0.0022,18.35,18.2,17.1,76.0,79.0,82.0
28.95,0.4809,-0.0209,0.0124,0.4809,0.0412,-0.0167,16.0,17.8,18.5,77.0,79.0,82.0
28.96,0.45,-0.0209,0.0124,0.3531,-0.0634,0.0018,17.2,18.8,21.2,77.0,79.0,82.0
28.97,0.419,-0.0209,0.0143,0.4289,-0.0117,0.0143,18.4,19.9,22.5,76.0,79.0,89.0
28.98,0.419,-0.0209,-0.0127,0.4958,-0.0386,-0.0127,20.2,21.5,20.9,76.0,79.0,84.0
28.99,0.419,-0.0209,-0.0139,0.6139,-0.0471,0.0042,16.4,21.9,18.8,76.0,79.0,86.0
29.0,0.419,-0.0209,-0.0151,0.4555,0.1022,-0.0151,19.9,18.9,20.8,76.0,79.0,88.0
29.01,0.485,-0.0209,-0.0215,0.485,-0.0001,-0.0215,20.8,22.5,21.0,75.0,79.0,74.0
29.02,0.5128,-0.0209,-0.0387,0.5095,-0.0107,0.0451,17.1,15.8,17.6,72.5,79.0,81.0
29.03,0.5128,-0.0209,-0.0559,0.3019,-0.0794,-0.0559,19.2,21.0,21.2,72.5,79.0,88.0
29.04,0.5128,0.0084,-0.0223,0.4949,0.0084,-0.0223,21.6,23.5,23.5,72.5,83.0,93.0
29.05,0.5128,0.0437,-0.0578,0.3904,-0.1255,-0.05,21.6,19.9,21.0,72.5,81.0,87.5
29.06,0.5128,0.0437,-0.0578,0.4509,-0.0655,-0.0289,17.6,21.3,18.4,72.5,81.0,87.5
29.07,0.5128,0.0437,-0.0578,0.3789,0.1865,-0.0677,15.6,19.7,17.9,72.5,81.0,87.5
29.08,0.5128,0.0437,-0.0933,0.2254,-0.3658,-0.0933,16.6,18.1,19.3,72.5,81.0,82.0
29.09,0.5128,0.0437,0.0045,0.5615,-0.0175,0.0045,16.5,16.5,21.2,72.5,81.0,92.0
29.1,0.5128,0.044,-0.0285,0.5372,0.3132,-0.011,16.9,17.6,18.2,72.5,81.0,83.0
