t,u,v,w,backup_u,backup_v,backup_w,snr_u,snr_v,snr_w,cor_u,cor_v,cor_w
0.02,0.4147,-0.0159,-0.0348,0.5225,0.1661,-0.0238,16.0,16.5,17.9,83.0,74.0,90.0
0.03,0.4147,-0.0159,-0.0348,0.4509,-0.0257,-0.0348,18.0,18.6,21.2,83.0,74.0,90.0
0.04,0.4147,-0.016,-0.0383,0.4569,-0.1056,-0.0252,15.5,19.8,17.4,83.0,74.0,92.0
0.05,0.4147,-0.0159,-0.0383,0.4147,-0.0159,-0.0283,21.8,21.0,19.9,83.0,74.0,92.0
0.06,0.4198,-0.018,-0.0383,0.612,0.0322,0.0206,18.4,16.9,17.6,85.0,77.5,92.0
0.07,0.4198,-0.018,-0.0383,0.6939,0.4,-0.0648,15.2,16.8,15.2,85.0,77.5,92.0
0.08,0.42,-0.018,-0.0418,0.3704,0.0154,-0.0418,17.9,18.8,22.5,85.0,77.5,94.0
0.09,0.4198,-0.02,-0.0125,0.5206,-0.02,-0.0125,20.6,23.4,21.1,85.0,81.0,75.0
0.1,0.4198,0.06,-0.02,0.118,-0.1,-0.0965,18.0,18.0,17.6,85.0,81.5,79.5
0.11,0.42,0.14,-0.02,0.5861,0.1161,0.0534,16.85,17.9,21.2,85.0,81.5,79.5
0.12,0.4198,0.1398,-0.02,0.4964,0.2111,0.0074,15.7,17.8,18.4,85.0,81.5,79.5
0.13,0.4198,0.1398,-0.02,0.4764,-0.0809,-0.0049,20.1,15.9,19.5,85.0,81.5,79.5
0.14,0.4198,0.1398,-0.0275,0.4157,0.049,-0.0275,16.1,15.1,19.4,85.0,81.5,84.0
0.15,0.4198,0.1398,-0.062,0.2487,0.1641,-0.062,18.7,19.2,18.0,85.0,81.5,82.0
0.16,0.42,0.1398,-0.0408,0.4395,-0.0177,-0.018,18.5,16.5,15.9,85.0,81.5,86.0
0.17,0.4198,0.1816,-0.0197,0.4373,0.2996,-0.0197,18.3,21.2,22.6,85.0,82.0,90.0
0.18,0.4198,0.2235,-0.0343,0.3746,0.0664,-0.0343,20.0,17.1,19.5,85.0,77.5,84.0
0.19,0.42,0.1474,0.0234,0.5371,0.074,0.0234,19.15,16.8,20.8,85.0,77.5,75.0
0.2,0.4198,0.1474,0.0226,0.4948,-0.009,-0.003,18.3,22.4,19.9,85.0,77.5,73.0
0.21,0.42,0.1474,0.023,0.6541,-0.0425,0.0357,17.85,18.1,19.05,85.0,77.5,73.0
0.22,0.4198,0.1474,0.0226,0.6562,0.0648,0.0272,17.4,18.6,18.2,85.0,77.5,73.0
0.23,0.42,0.0819,0.0226,0.5851,-0.0047,0.0345,17.6,21.9,20.6,85.0,73.0,73.0
0.24,0.4198,0.0164,0.0226,0.4985,-0.2253,-0.0283,17.8,20.8,16.8,85.0,76.0,73.0
0.25,0.4198,0.0164,0.0226,0.3638,0.0071,-0.0593,18.5,19.3,18.4,85.0,76.0,73.0
0.26,0.42,0.0164,0.023,0.1647,-0.1729,-0.0742,17.8,18.0,16.8,85.0,76.0,73.0
0.27,0.4198,0.0164,0.0226,0.6516,0.1423,0.0625,17.1,15.8,15.2,85.0,76.0,73.0
0.28,0.42,0.0164,0.0219,0.5326,0.3016,0.0219,16.75,16.9,17.4,85.0,76.0,71.0
0.29,0.4198,0.0164,0.0088,0.6001,-0.0958,0.0256,16.4,19.7,20.5,85.0,76.0,79.5
0.3,0.4198,0.0164,-0.0043,0.4851,0.0246,-0.0043,19.2,19.9,22.3,85.0,76.0,88.0
0.31,0.4198,0.0374,-0.0473,0.4075,0.0374,-0.0473,17.2,22.3,23.2,85.0,79.0,82.0
0.32,0.4198,-0.0053,-0.0347,0.376,0.1152,-0.0465,16.7,21.9,18.8,85.0,77.5,81.5
0.33,0.42,-0.0053,-0.0221,0.4284,-0.0513,-0.0221,19.05,17.4,21.6,85.0,77.5,81.0
0.34,0.4198,-0.0053,-0.0288,0.3913,0.2164,-0.0331,21.4,20.1,17.3,85.0,77.5,86.5
0.35,0.4198,-0.0053,-0.0288,0.4695,0.079,-0.0357,17.8,17.8,18.2,85.0,77.5,86.5
0.36,0.4198,-0.0053,-0.0355,0.4389,0.0397,-0.0355,18.2,21.6,23.6,85.0,77.5,92.0
0.37,0.4248,-0.048,-0.0381,0.4248,-0.048,-0.0381,22.4,20.6,22.1,87.0,76.0,84.0
0.38,0.4024,0.0149,-0.0334,0.4911,-0.036,-0.0334,20.7,18.9,23.5,78.5,74.0,86.0
0.39,0.38,0.0778,-0.0442,0.38,0.1355,-0.0253,19.7,20.0,17.9,70.0,74.0,85.0
0.4,0.3999,0.1407,-0.0551,0.3684,0.0436,-0.0551,17.1,20.4,18.5,73.5,74.0,84.0
0.41,0.3999,0.2036,-0.0515,0.2363,0.379,-0.0471,15.7,17.8,16.1,73.5,74.0,90.0
0.42,0.3999,0.301,-0.0515,0.2826,0.4553,-0.0599,15.8,15.2,17.1,73.5,72.0,90.0
0.43,0.41,0.3984,-0.0479,0.3625,0.03,-0.0479,18.6,19.6,23.8,73.5,77.0,96.0
0.44,0.4197,0.3414,-0.0293,0.4197,-0.0075,-0.0293,21.4,22.5,17.3,77.0,74.0,76.0
0.45,0.5114,0.2844,-0.0241,0.4616,0.5387,-0.0338,19.2,20.6,17.8,77.5,74.0,77.5
0.46,0.5114,0.2275,-0.0189,0.4017,0.4129,-0.0189,16.3,20.2,15.2,77.5,74.0,79.0
0.47,0.5114,0.1706,-0.0088,0.324,0.3062,-0.0471,17.6,19.8,18.2,77.5,74.0,75.0
0.48,0.489,0.1136,-0.0088,0.6032,0.1093,0.0686,17.1,17.6,16.8,78.0,74.0,75.0
0.49,0.489,0.0567,0.0013,0.4885,0.1799,0.0013,17.1,15.4,18.4,75.0,74.0,71.0
0.5,0.4664,-0.0003,0.0014,0.6384,-0.3242,0.0379,16.6,17.7,16.1,77.5,74.0,70.5
0.51,0.4664,-0.0003,0.0016,0.4259,0.2301,0.0016,17.2,18.4,19.3,77.5,74.0,70.0
0.52,0.4442,-0.0003,-0.0068,0.4442,0.2796,-0.0068,18.1,17.3,19.5,80.0,74.0,77.0
0.53,0.424,-0.0003,-0.0018,0.4968,-0.0442,-0.0154,15.8,18.8,18.4,83.5,74.0,79.0
0.54,0.424,-0.0003,-0.0018,0.5059,-0.131,0.0013,19.4,18.8,15.3,83.5,74.0,79.0
0.55,0.424,-0.0003,0.0032,0.5238,0.2059,0.0032,18.3,18.0,18.9,83.5,74.0,81.0
0.56,0.4038,-0.0305,-0.0364,0.4038,-0.0305,-0.0364,21.3,22.2,23.4,87.0,71.0,80.0
0.57,0.4574,-0.045,-0.0309,0.3145,-0.1386,-0.0309,19.6,22.7,19.3,89.5,81.0,78.0
0.58,0.4574,-0.0594,-0.0472,0.4263,0.3744,-0.0472,20.7,18.3,19.2,89.5,77.5,91.0
0.59,0.4574,-0.0594,-0.0276,0.4401,-0.1216,-0.0184,17.3,16.6,16.7,89.5,77.5,80.5
0.6,0.5111,-0.0594,-0.0079,0.5111,0.2758,-0.0079,18.2,19.1,19.4,92.0,77.5,70.0
0.61,0.4376,-0.0594,-0.0171,0.4376,0.0908,-0.0171,19.7,22.3,21.6,72.0,77.5,80.0
0.62,0.4732,0.0197,-0.043,0.4732,0.0197,-0.0163,19.9,23.0,22.6,84.0,74.0,81.0
0.63,0.4744,0.0608,-0.043,0.4744,0.104,-0.0062,20.2,20.6,15.9,81.0,76.0,81.0
0.64,0.4636,0.0608,-0.0688,0.2231,0.0723,-0.0688,17.0,20.0,16.8,79.0,76.0,82.0
0.65,0.4636,0.102,-0.0202,0.4499,0.102,-0.0202,15.9,23.2,21.7,79.0,78.0,82.0
0.66,0.4636,0.041,-0.0461,0.4778,0.3047,-0.0024,17.7,18.6,16.9,79.0,77.5,82.0
0.67,0.4636,-0.0201,-0.0721,0.3006,-0.0201,-0.0721,16.4,17.8,21.6,79.0,77.0,82.0
0.68,0.4636,0.0082,-0.024,0.4397,-0.0156,-0.024,18.7,21.8,23.5,79.0,78.5,97.0
0.69,0.4529,0.0082,-0.0142,0.4529,0.0567,-0.0142,21.6,21.2,17.4,77.0,78.5,80.0
0.7,0.4456,0.0082,0.0008,0.5311,0.0211,-0.0101,18.1,20.1,17.2,76.0,78.5,87.5
0.71,0.4456,0.0082,0.008,0.3947,-0.2087,-0.0148,16.5,16.4,20.3,76.0,78.5,87.5
0.72,0.4456,0.0082,0.008,0.3202,0.2557,-0.0068,15.8,16.8,20.3,76.0,78.5,87.5
0.73,0.4456,0.0082,0.0159,0.4477,-0.0591,0.0159,15.9,21.3,23.4,76.0,78.5,95.0
0.74,0.4384,0.0082,0.0074,0.4384,0.0499,0.0057,21.3,21.3,16.3,75.0,78.5,87.0
0.75,0.3849,0.008,-0.001,0.472,-0.3915,-0.001,18.6,19.35,20.2,75.5,78.5,79.0
0.76,0.3849,0.0082,0.0177,0.4197,0.1034,-0.0082,18.7,17.4,16.7,75.5,78.5,76.5
0.77,0.454,0.0082,0.0177,0.3314,-0.3425,-0.0466,17.45,17.6,16.7,76.0,78.5,76.5
0.78,0.5225,0.0082,0.0364,0.6341,-0.0509,0.0364,16.2,20.0,19.3,74.5,78.5,74.0
0.79,0.5225,0.0082,0.0131,0.1989,0.0874,-0.0669,15.4,20.5,22.0,74.5,78.5,83.0
0.8,0.5225,0.0366,-0.0102,0.4688,0.0366,-0.0102,18.9,22.6,19.5,74.5,80.0,73.0
0.81,0.5225,-0.0124,-0.037,-0.1397,0.2495,0.0927,15.7,21.6,18.7,74.5,83.5,79.5
0.82,0.522,-0.0124,-0.0638,0.2836,0.0593,-0.0638,16.1,19.2,21.0,74.5,83.5,86.0
0.83,0.5225,-0.0124,-0.0032,0.5121,-0.0857,-0.0032,16.5,18.1,21.8,74.5,83.5,82.0
0.84,0.5225,-0.0124,-0.033,0.3506,-0.0134,-0.033,18.6,20.1,21.4,74.5,83.5,84.0
0.85,0.5924,-0.0124,0.0027,0.7136,-0.0695,0.0661,18.4,20.2,19.3,73.0,83.5,73.0
0.86,0.6623,-0.0124,0.0384,0.2359,0.0044,-0.0495,18.1,18.0,19.2,72.5,83.5,84.0
0.87,0.611,-0.0124,0.0384,0.4039,0.1004,-0.0074,17.2,16.7,18.4,72.5,83.5,84.0
0.88,0.611,-0.0615,0.0384,0.3218,-0.0615,-0.0494,16.3,18.4,19.4,72.5,87.0,84.0
0.89,0.611,-0.0452,0.0106,0.5779,-0.0018,0.0106,19.0,20.1,21.7,72.5,86.0,95.0
0.9,0.611,-0.0452,-0.0255,0.5025,0.0318,-0.0255,21.7,20.6,21.9,72.5,86.0,86.0
0.91,0.541,-0.0452,-0.0085,0.5083,0.0357,-0.0085,17.0,21.1,21.9,72.0,86.0,91.0
0.92,0.4712,-0.0452,-0.0106,0.4236,-0.0234,-0.0384,19.9,20.4,22.3,74.0,86.0,88.0
0.93,0.4712,-0.0452,-0.0106,0.4789,0.1748,-0.0265,19.7,18.4,21.2,74.0,86.0,88.0
0.94,0.4712,-0.045,-0.0106,0.338,0.012,-0.029,17.2,18.65,20.8,74.0,86.0,88.0
0.95,0.453,-0.0452,-0.0127,0.4108,0.1032,-0.0127,19.0,18.9,22.7,74.0,86.0,85.0
0.96,0.434,-0.0452,-0.0071,0.434,0.0204,-0.0071,20.8,20.7,22.2,76.0,86.0,86.0
0.97,0.4424,-0.0452,-0.0094,0.4424,-0.0619,-0.0094,20.5,22.4,20.8,72.0,86.0,71.0
0.98,0.4158,-0.0452,-0.0101,0.4545,0.342,-0.0101,20.2,19.8,21.5,74.0,86.0,70.0
0.99,0.3893,-0.029,-0.0411,0.3893,-0.029,-0.0411,21.2,23.6,22.6,76.0,85.0,92.0
1.0,0.4336,-0.0741,-0.035,0.2675,0.1397,0.0419,20.1,18.2,19.75,79.5,79.0,94.5
1.01,0.4336,-0.1192,-0.0294,0.208,-0.1192,-0.0738,18.0,18.2,16.9,79.5,73.0,94.5
1.02,0.4336,-0.0613,-0.0294,0.3581,-0.1933,-0.0546,15.0,17.3,16.7,79.5,76.0,94.5
1.03,0.434,-0.0613,-0.0294,0.5133,-0.2221,-0.0029,16.45,15.3,18.9,79.5,76.0,94.5
1.04,0.4336,-0.0613,-0.0294,0.4887,0.0875,-0.0009,17.9,18.2,21.4,79.5,76.0,94.5
1.05,0.4336,-0.0613,-0.0294,0.4295,-0.0195,-0.0078,20.3,19.9,18.0,79.5,76.0,94.5
1.06,0.4336,-0.0613,-0.0294,0.5563,0.1494,0.0033,16.4,19.2,19.1,79.5,76.0,94.5
1.07,0.4779,-0.0613,-0.0177,0.4779,0.0051,-0.0177,20.2,20.0,23.9,83.0,76.0,97.0
1.08,0.4274,-0.0613,-0.0198,0.4274,-0.0112,-0.0198,21.5,21.8,19.8,86.0,76.0,84.0
1.09,0.4418,-0.0613,-0.0208,0.4096,-0.1607,-0.0208,15.5,19.0,20.8,81.0,76.0,89.0
1.1,0.4418,-0.0613,-0.0091,0.4318,0.0124,-0.0091,20.1,19.3,17.2,81.0,76.0,74.0
1.11,0.4563,-0.0613,0.0153,0.4563,-0.061,-0.0209,15.8,15.6,18.0,76.0,76.0,79.5
1.12,0.4349,-0.0613,0.0397,0.686,-0.0168,0.0397,19.2,21.5,21.6,81.0,76.0,85.0
1.13,0.4349,-0.0034,-0.0171,0.274,-0.0034,-0.0807,19.1,18.7,20.1,81.0,79.0,85.0
1.14,0.4349,-0.0158,-0.0738,0.4553,0.046,-0.0123,16.9,16.8,17.0,81.0,77.5,81.5
1.15,0.4349,-0.0158,-0.067,0.2709,0.3017,-0.067,16.4,16.8,21.1,81.0,77.5,78.0
1.16,0.4349,-0.0158,-0.0074,0.5186,-0.0315,-0.0074,17.8,18.2,20.3,81.0,77.5,82.0
1.17,0.4349,-0.0158,0.0063,0.5537,-0.0523,0.0063,17.7,16.9,18.8,81.0,77.5,74.0
1.18,0.4349,-0.0158,-0.0168,0.3142,-0.126,-0.0991,15.8,18.8,19.5,81.0,77.5,74.0
1.19,0.4349,-0.0158,-0.04,0.4361,0.047,-0.04,18.9,21.9,21.6,81.0,77.5,90.0
1.2,0.4349,-0.0158,-0.0228,0.484,0.1421,-0.029,18.5,20.0,18.7,81.0,77.5,91.5
1.21,0.4349,-0.0158,-0.0228,0.3996,0.1462,-0.0412,16.6,20.0,17.4,81.0,77.5,91.5
1.22,0.435,-0.0158,-0.0055,0.5537,-0.0133,-0.0055,18.15,19.9,21.8,81.0,77.5,93.0
1.23,0.4349,-0.0158,0.0084,0.5397,0.0896,0.0084,19.7,17.9,18.9,81.0,77.5,74.0
1.24,0.4349,-0.0158,0.0074,0.566,-0.2134,-0.0112,20.2,16.8,18.4,81.0,77.5,80.5
1.25,0.435,-0.0283,0.0065,0.5872,-0.0283,0.0065,18.7,18.3,22.5,81.0,76.0,87.0
1.26,0.4349,0.0253,0.0138,0.6143,0.0253,-0.0125,17.2,22.3,20.0,81.0,72.0,81.0
1.27,0.4349,0.0052,0.0138,0.2597,-0.0455,-0.0489,17.4,18.8,15.0,81.0,73.0,81.0
1.28,0.4349,0.0052,0.0211,0.5805,0.0835,0.0211,18.1,18.8,18.4,81.0,73.0,75.0
1.29,0.4349,-0.0149,-0.0187,0.4306,-0.0149,-0.0187,17.7,15.6,21.8,81.0,74.0,70.0
1.3,0.4349,-0.0091,-0.0262,0.4444,-0.0091,-0.0262,22.1,23.6,23.8,81.0,98.0,95.0
1.31,0.4135,-0.0052,-0.029,0.4135,-0.0052,-0.029,20.6,22.8,19.2,86.0,70.0,73.0
1.32,0.4318,0.032,-0.0119,0.432,0.2703,-0.0295,18.2,20.15,17.9,83.5,82.0,72.0
1.33,0.4318,0.0689,0.0052,0.4675,-0.0657,0.0052,18.1,17.5,21.5,83.5,87.5,71.0
1.34,0.4318,-0.0087,-0.0486,0.3403,-0.1325,-0.0486,17.7,22.0,23.7,83.5,93.0,95.0
1.35,0.4501,-0.0862,-0.0221,0.4501,-0.0556,-0.0259,21.4,23.5,21.2,81.0,85.0,90.5
1.36,0.4677,-0.0862,0.0044,0.5482,0.0984,0.0044,20.8,19.0,20.5,71.0,85.0,86.0
1.37,0.4853,-0.0862,-0.0061,0.4853,0.0438,-0.0115,18.0,19.0,19.7,72.0,85.0,83.0
1.38,0.4928,-0.0862,-0.0061,0.2463,-0.1044,-0.0685,15.1,18.2,19.1,77.0,85.0,83.0
1.39,0.4928,-0.0399,-0.0166,0.4888,-0.0399,-0.0166,19.4,22.1,23.6,77.0,77.0,80.0
1.4,0.4928,-0.035,-0.0084,0.4904,-0.035,-0.0232,21.4,21.3,15.7,77.0,77.0,76.5
1.41,0.5002,-0.0341,-0.011,0.5002,0.0368,-0.0001,17.2,15.1,17.4,82.0,76.0,73.0
1.42,0.4544,-0.0341,-0.0133,0.4803,-0.0254,-0.0078,15.9,18.3,19.1,83.0,76.0,76.5
1.43,0.4544,-0.0341,-0.0133,0.4519,0.0304,0.0169,16.4,18.8,19.8,83.0,76.0,76.5
1.44,0.4544,-0.0332,-0.0265,0.4565,-0.0332,-0.0265,19.4,23.2,23.4,83.0,75.0,80.0
1.45,0.4087,0.0074,-0.0341,0.4087,0.0553,-0.0341,20.5,20.0,19.8,84.0,80.0,83.0
1.46,0.403,0.0074,-0.0168,0.4219,-0.0046,-0.0162,18.9,20.9,20.7,88.5,80.0,79.5
1.47,0.3965,0.0074,0.0005,0.5026,-0.0491,0.0005,17.3,20.0,20.1,88.5,80.0,76.0
1.48,0.3843,0.0074,-0.0424,0.3843,0.0047,-0.0424,17.8,20.8,22.8,93.0,80.0,89.0
1.49,0.421,0.0074,0.0213,0.6655,-0.0347,0.0213,19.1,21.6,20.7,81.5,80.0,71.0
1.5,0.421,0.0074,0.009,0.4709,-0.0537,-0.0345,18.1,17.9,19.15,81.5,80.0,79.0
1.51,0.421,0.0074,-0.0029,0.3429,0.2644,-0.0218,15.7,16.1,17.6,81.5,80.0,79.0
1.52,0.421,0.007,-0.0029,0.5692,-0.2869,0.0312,16.1,15.65,17.2,81.5,80.0,79.0
1.53,0.421,0.0074,-0.0029,0.3899,-0.0443,-0.0329,16.8,15.2,19.2,81.5,80.0,79.0
1.54,0.4576,0.048,-0.0271,0.4576,0.048,-0.0271,17.6,23.4,22.0,70.0,85.0,87.0
1.55,0.5299,0.021,-0.0449,0.5299,0.2258,0.0028,20.0,18.5,16.6,76.0,85.0,87.0
1.56,0.4489,-0.0061,-0.0628,0.312,-0.0061,-0.0628,20.3,21.2,22.6,77.0,85.0,87.0
1.57,0.4489,0.0011,-0.0304,0.4403,0.0011,-0.0304,21.4,23.5,21.8,77.0,80.0,85.0
1.58,0.4489,0.0434,-0.024,0.4953,-0.1275,-0.0207,18.7,16.6,19.6,77.0,77.5,73.0
1.59,0.4489,0.0434,-0.0184,0.3838,0.0515,-0.0184,16.5,19.3,17.4,77.0,77.5,70.0
1.6,0.4489,0.0434,-0.0295,0.3132,0.063,-0.0515,15.8,18.0,18.1,77.0,77.5,80.0
1.61,0.4489,0.0434,-0.0295,0.2759,0.0456,-0.061,16.4,20.8,20.2,77.0,77.5,80.0
1.62,0.3679,0.0434,-0.0406,0.3679,0.0639,-0.0406,18.4,16.9,22.8,78.0,77.5,90.0
1.63,0.3696,0.0434,-0.0464,0.3696,0.0055,-0.0043,21.6,18.7,18.4,82.0,77.5,83.5
1.64,0.391,0.0434,-0.0522,0.2779,-0.0491,-0.0522,17.2,18.0,19.8,84.5,77.5,77.0
1.65,0.391,0.0434,0.0309,0.6132,0.1334,0.0309,16.8,19.6,20.4,84.5,77.5,73.0
1.66,0.391,0.0434,-0.014,0.4401,0.0792,-0.014,16.4,20.4,20.0,84.5,77.5,73.0
1.67,0.391,0.0434,-0.0054,0.5521,-0.099,-0.0009,15.8,21.2,16.7,84.5,77.5,79.0
1.68,0.391,0.0434,0.0033,0.4766,0.1704,0.0033,15.8,17.6,19.6,84.5,77.5,85.0
1.69,0.391,0.0434,-0.0182,0.4143,-0.2735,-0.0182,15.2,16.4,19.8,84.5,77.5,78.0
1.7,0.391,0.043,-0.0004,0.6404,-0.2143,0.0295,15.7,16.5,19.0,84.5,77.5,79.5
1.71,0.391,0.0434,0.0174,0.5673,-0.0754,0.0174,15.8,16.6,17.6,84.5,77.5,81.0
1.72,0.391,0.0434,-0.0033,0.4841,-0.0447,-0.0033,17.3,20.4,21.3,84.5,77.5,88.0
1.73,0.391,0.0434,-0.0223,0.4338,-0.0633,-0.0223,20.5,16.5,20.5,84.5,77.5,70.0
1.74,0.391,0.043,-0.0078,0.4512,0.2289,0.0008,19.7,16.75,17.4,84.5,77.5,80.0
1.75,0.391,0.0434,0.0066,0.5135,0.0273,0.0066,19.0,17.0,22.6,84.5,77.5,90.0
1.76,0.391,0.0434,-0.0127,0.4999,0.0449,-0.0127,19.9,20.4,19.4,84.5,77.5,76.0
1.77,0.391,0.0434,-0.0107,0.5739,-0.0003,0.0102,17.8,21.0,21.1,84.5,77.5,76.0
1.78,0.4124,0.0856,-0.0087,0.4124,0.0856,-0.0087,21.4,23.1,20.5,87.0,75.0,76.0
1.79,0.4224,0.0233,-0.0097,0.2311,-0.1543,0.0057,19.1,15.4,15.6,83.5,83.0,83.0
1.8,0.4224,0.0233,-0.0097,0.4573,-0.0197,-0.0205,17.5,16.0,20.5,83.5,83.0,83.0
1.81,0.4224,0.0233,-0.0107,0.5182,0.009,-0.0107,20.2,20.3,23.7,83.5,83.0,90.0
1.82,0.4224,-0.039,-0.0401,0.4044,-0.039,-0.0401,20.8,23.0,20.2,83.5,91.0,87.0
1.83,0.4224,-0.0335,-0.0332,0.4632,0.0784,-0.0275,19.6,18.4,17.2,83.5,83.0,87.5
1.84,0.4224,-0.0335,-0.0262,0.4636,0.0564,-0.0262,18.6,20.2,20.9,83.5,83.0,88.0
1.85,0.4224,-0.0335,-0.045,0.3883,-0.031,-0.0509,18.4,15.7,17.1,83.5,83.0,81.0
1.86,0.4224,-0.0335,-0.0638,0.3222,0.0003,-0.0638,15.7,16.7,19.3,83.5,83.0,74.0
1.87,0.4224,-0.0335,-0.0228,0.4975,-0.1387,-0.0228,16.4,17.6,19.2,83.5,83.0,88.0
1.88,0.4224,-0.0335,-0.0257,0.5824,0.0466,0.0169,18.6,20.8,17.3,83.5,83.0,81.0
1.89,0.4224,-0.0335,-0.0257,0.4928,0.3435,-0.0166,16.4,19.2,18.1,83.5,83.0,81.0
1.9,0.4224,-0.0335,-0.0257,0.2303,-0.1202,-0.0473,16.6,17.2,18.8,83.5,83.0,81.0
1.91,0.4224,-0.0335,-0.0257,0.2573,0.1387,-0.0553,18.4,22.3,19.6,83.5,83.0,81.0
1.92,0.4224,-0.0335,-0.0286,0.3752,-0.104,-0.0286,19.7,20.6,19.7,83.5,83.0,74.0
1.93,0.4324,-0.0281,-0.0224,0.4324,-0.0281,-0.0224,20.2,21.0,23.0,80.0,75.0,89.0
1.94,0.431,-0.0926,-0.0266,0.431,0.0891,-0.0266,21.6,22.4,19.3,93.0,79.5,78.0
1.95,0.4287,-0.0926,-0.0378,0.4052,-0.1082,-0.0378,19.8,19.8,22.5,89.5,79.5,88.0
1.96,0.4287,-0.0926,-0.0529,0.3258,-0.0782,-0.0529,20.6,21.5,23.1,89.5,79.5,84.0
1.97,0.4287,-0.0926,-0.0611,0.3452,0.0767,-0.0611,16.4,19.5,22.8,89.5,79.5,83.0
1.98,0.4287,-0.0926,-0.0186,0.4448,-0.0378,-0.0186,16.4,17.1,19.3,89.5,79.5,83.0
1.99,0.4287,-0.0926,-0.019,0.4554,0.0014,-0.0548,15.7,19.3,18.7,89.5,79.5,84.5
2.0,0.4264,-0.0926,-0.019,0.4264,-0.1799,-0.0375,16.9,17.4,18.7,86.0,79.5,84.5
2.01,0.3948,-0.1571,-0.0188,0.4078,-0.1571,-0.0322,18.7,23.4,18.1,84.5,84.0,84.5
2.02,0.3631,-0.109,-0.0188,0.3631,0.3175,-0.0544,17.7,19.3,15.7,83.0,78.0,84.5
2.03,0.4218,-0.0615,-0.0188,0.4667,0.0313,-0.0418,15.9,15.2,17.3,78.0,78.0,84.5
2.04,0.4218,-0.0615,-0.0188,0.204,0.0655,-0.0822,17.1,20.7,18.5,78.0,78.0,84.5
2.05,0.4218,-0.0615,-0.0188,0.4834,0.0387,-0.0405,17.2,19.1,16.4,78.0,78.0,84.5
2.06,0.4218,0.0341,-0.0188,0.357,0.0341,-0.0199,15.9,17.0,15.2,78.0,72.0,84.5
2.07,0.422,0.0316,-0.019,0.1862,0.1403,0.0013,16.75,16.6,15.8,78.0,71.0,84.5
2.08,0.422,0.0316,-0.0188,0.3093,0.0964,-0.0193,16.75,19.7,16.4,78.0,71.0,84.5
2.09,0.4218,0.0316,-0.0188,0.3611,-0.0483,-0.046,17.6,20.3,21.5,78.0,71.0,84.5
2.1,0.4218,0.0316,-0.0191,0.5509,-0.0131,-0.0191,18.5,22.8,22.8,78.0,71.0,86.0
2.11,0.4218,0.0316,-0.0257,0.5016,-0.2501,-0.0012,18.7,18.0,18.4,78.0,71.0,78.0
2.12,0.4218,0.0316,-0.0323,0.3536,-0.0912,-0.0323,18.1,21.0,21.7,78.0,71.0,70.0
2.13,0.4806,0.0316,-0.0234,0.4806,-0.0355,-0.0347,19.2,19.7,19.8,73.0,71.0,75.5
2.14,0.5202,0.0291,-0.0144,0.5202,0.0291,-0.0144,21.3,23.4,22.8,80.0,70.0,81.0
2.15,0.543,0.009,-0.0228,0.4725,-0.2256,-0.0228,16.2,21.1,17.9,77.0,74.0,70.0
2.16,0.543,0.009,-0.023,0.3449,-0.0888,-0.037,16.85,19.2,17.6,77.0,74.0,71.5
2.17,0.543,0.009,-0.023,0.2985,-0.0078,-0.0712,17.5,21.5,17.6,77.0,74.0,71.5
2.18,0.543,0.009,-0.023,0.3306,0.0246,-0.0493,17.6,15.3,15.9,77.0,74.0,71.5
2.19,0.543,0.009,-0.0232,0.3334,-0.148,-0.0232,15.9,18.6,18.5,77.0,74.0,73.0
2.2,0.543,-0.0112,0.0,0.4492,-0.0112,-0.0134,17.4,19.1,18.1,77.0,78.0,71.5
2.21,0.543,-0.026,0.0232,0.6648,0.0603,0.0232,15.1,16.4,19.0,77.0,76.5,70.0
2.22,0.543,-0.0409,0.0134,0.3909,-0.0409,-0.0373,15.8,23.0,18.5,77.0,75.0,80.0
2.23,0.543,-0.03,0.0134,0.4364,-0.0493,0.0046,16.1,21.35,16.6,77.0,86.0,80.0
2.24,0.543,-0.0201,0.0037,0.5508,0.1305,0.0037,18.7,19.7,22.9,77.0,86.0,90.0
2.25,0.5659,-0.0201,-0.0367,0.5659,0.001,-0.0367,19.4,19.8,17.0,74.0,86.0,80.0
2.26,0.544,-0.0201,-0.0266,0.4129,0.0274,-0.0266,18.75,18.0,18.4,85.0,86.0,80.0
2.27,0.5228,-0.0201,-0.0212,0.4466,-0.0332,-0.0212,18.1,17.2,22.0,85.0,86.0,86.0
2.28,0.4797,0.0007,-0.0288,0.4797,0.0007,-0.0288,22.1,23.4,23.9,96.0,97.0,98.0
2.29,0.4574,-0.0036,-0.0332,0.4574,-0.0415,-0.0332,21.0,19.9,16.4,89.0,92.5,70.0
2.3,0.3892,-0.0036,-0.0419,0.3554,0.0712,-0.0419,19.2,18.5,21.1,81.5,92.5,74.0
2.31,0.3892,-0.0036,-0.0182,0.5058,-0.1051,-0.0266,19.4,20.1,18.1,81.5,92.5,79.0
2.32,0.3892,-0.0036,-0.0182,0.3328,0.0111,-0.0278,18.3,18.6,19.6,81.5,92.5,79.0
2.33,0.374,-0.0036,-0.0182,0.3211,0.0092,-0.0401,17.75,19.5,21.0,74.0,92.5,79.0
2.34,0.3597,-0.0036,0.0056,0.3575,0.0754,0.0056,17.2,19.5,20.0,80.5,92.5,84.0
