t,u,v,w
46.1,0.3415,0.0255,-0.02405
46.11,0.3415,0.0217,-0.02405
46.12,0.3415,0.0217,-0.02405
46.13,0.3415,0.022,-0.02405
46.14,0.3415,0.0217,-0.02405
46.15,0.3415,0.0217,-0.02405
46.16,0.3415,0.0217,-0.02405
46.17,0.3415,0.018,-0.02405
46.18,0.3415,-0.0022,-0.02405
46.19,0.3415,-0.0022,-0.02405
46.2,0.4024,-0.0224,-0.02405
46.21,0.4044,-0.0126,-0.02405
46.22,0.4044,-0.0126,-0.02405
46.23,0.4044,-0.0126,-0.02405
46.24,0.4065,-0.0027,-0.02405
46.25,0.4329,-0.0244,-0.02405
46.26,0.4329,-0.046,-0.02405
46.27,0.4329,-0.0155,-0.024
46.28,0.4329,0.015,-0.02405
46.29,0.4329,-0.0302,-0.02405
46.3,0.4329,-0.029,-0.02405
46.31,0.4593,-0.0279,-0.02405
46.32,0.4018,0.014,-0.02405
46.33,0.4405,0.056,-0.02405
46.34,0.403,-0.0372,-0.02405
46.35,0.403,-0.0516,-0.02405
46.36,0.403,-0.066,-0.0175
46.37,0.3655,-0.0528,-0.01585
46.38,0.4304,-0.048,-0.01585
46.39,0.4304,-0.048,-0.01585
46.4,0.4304,-0.048,-0.01585
46.41,0.4953,-0.048,-0.01585
46.42,0.4914,-0.046,-0.01585
46.43,0.4914,-0.0433,-0.01585
46.44,0.4914,-0.018,-0.016
46.45,0.4914,0.0081,-0.01585
46.46,0.4914,-0.0614,-0.01585
46.47,0.4914,-0.0569,-0.01585
46.48,0.4914,-0.0569,-0.01585
46.49,0.4914,-0.0569,-0.01585
46.5,0.4914,-0.0569,-0.01585
46.51,0.4876,-0.0569,-0.01585
46.52,0.4557,-0.0569,-0.01585
46.53,0.4557,-0.0569,-0.01585
46.54,0.4238,-0.0569,-0.01585
46.55,0.5081,-0.0569,-0.01585
46.56,0.4184,-0.057,-0.01585
46.57,0.4184,-0.0569,-0.01585
46.58,0.4184,-0.0569,-0.016
46.59,0.418,-0.0569,-0.01585
46.6,0.4184,-0.0569,-0.01585
46.61,0.4184,-0.057,-0.01585
46.62,0.4184,-0.057,-0.01585
46.63,0.4184,-0.0569,-0.01585
46.64,0.4184,-0.0569,-0.01585
46.65,0.4184,-0.057,-0.01585
46.66,0.4184,-0.0569,-0.01585
46.67,0.4184,-0.0569,-0.01585
46.68,0.4184,-0.055,-0.01585
46.69,0.4184,-0.0524,-0.01585
46.7,0.3288,-0.03,-0.01585
46.71,0.3626,-0.03,-0.01585
46.72,0.3626,-0.03,-0.01585
46.73,0.3626,-0.0077,-0.0142
46.74,0.3963,-0.0049,-0.0242
46.75,0.3076,-0.0162,-0.0333
46.76,0.2188,-0.0162,-0.0333
46.77,0.13,-0.0162,-0.0333
46.78,0.0413,-0.0274,-0.0333
46.79,0.0008,-0.0141,-0.0333
46.8,0.0922,-0.0141,-0.0333
46.81,0.1837,-0.0141,-0.0424
46.82,0.1837,-0.0141,-0.02475
46.83,0.1837,-0.0141,-0.02475
46.84,0.2558,-0.0141,-0.02475
46.85,0.328,-0.0141,-0.02475
46.86,0.328,-0.0141,-0.02475
46.87,0.328,-0.0141,-0.02475
46.88,0.328,-0.0008,-0.02475
46.89,0.328,0.0094,-0.02475
46.9,0.328,0.0094,-0.02475
46.91,0.3919,0.0094,-0.02475
46.92,0.3934,0.0094,-0.02475
46.93,0.3949,0.0094,-0.02475
46.94,0.3949,0.0094,-0.02475
46.95,0.3949,0.0094,-0.02475
46.96,0.3949,0.014,-0.02475
46.97,0.3949,0.0195,-0.02475
46.98,0.3949,0.0263,-0.02475
46.99,0.3949,0.0263,-0.02475
47,0.3949,0.0263,-0.0071
47.01,0.3949,0.0263,-0.00415
47.02,0.3949,0.0263,-0.00415
47.03,0.3964,0.0263,-0.00415
47.04,0.3976,0.0331,-0.00415
47.05,0.3976,0.0192,-0.00415
47.06,0.3976,0.0192,-0.00415
47.07,0.3976,0.0192,-0.00415
47.08,0.3976,0.0052,-0.0012
47.09,0.3988,0.0146,-0.02045
47.1,0.3918,0.0032,-0.02045
47.11,0.3918,0.0032,-0.02045
47.12,0.3918,0.0032,-0.02045
47.13,0.3848,-0.0082,-0.02045
47.14,0.4307,0.0167,-0.02045
47.15,0.4307,0.0416,-0.02045
47.16,0.4307,0.0199,-0.02045
47.17,0.4766,0.0261,-0.02045
47.18,0.4004,0.0261,-0.02045
47.19,0.4004,0.0261,-0.02045
47.2,0.3241,0.0323,-0.02045
47.21,0.2998,0.0194,-0.02045
47.22,0.2756,0.019,-0.02045
47.23,0.3631,0.0194,-0.02045
47.24,0.4036,0.0194,-0.0397
47.25,0.4774,0.0064,-0.0018
47.26,0.4774,-0.0149,-0.0018
47.27,0.4774,-0.015,-0.0018
47.28,0.477,-0.015,-0.0018
47.29,0.4774,-0.0149,-0.0018
47.3,0.4774,-0.0149,-0.0018
47.31,0.477,-0.0149,-0.0018
47.32,0.4774,-0.0149,-0.0018
47.33,0.4774,-0.0149,-0.0018
47.34,0.5512,-0.0149,-0.0018
47.35,0.4603,-0.0149,-0.0018
47.36,0.4603,-0.0149,-0.0018
47.37,0.4603,-0.0149,-0.0018
47.38,0.4603,-0.0149,-0.0018
47.39,0.4603,-0.0149,-0.0018
47.4,0.4603,-0.0149,-0.0018
47.41,0.4603,-0.0149,-0.0018
47.42,0.46,-0.015,-0.0018
47.43,0.4603,-0.0149,-0.0018
47.44,0.4603,-0.0149,-0.0018
47.45,0.4603,-0.0149,-0.0018
47.46,0.3693,-0.0149,0.0361
47.47,0.4179,-0.0362,0.0074
47.48,0.365,-0.0105,0.0074
47.49,0.3122,-0.0105,0.0074
47.5,0.2339,-0.0105,0.0074
47.51,0.1556,-0.0105,0.0074
47.52,0.2358,-0.0105,0.007
47.53,0.316,-0.0105,0.007
47.54,0.316,-0.011,0.007
47.55,0.316,-0.0105,0.0074
47.56,0.316,-0.0105,0.0074
47.57,0.316,-0.0105,0.0074
47.58,0.3664,0.0152,-0.0213
47.59,0.4168,-0.0112,-0.02165
47.6,0.4045,-0.0377,-0.02165
47.61,0.4276,-0.0211,-0.02165
47.62,0.4276,-0.0045,-0.02165
47.63,0.4507,0.0013,-0.02165
47.64,0.4382,0.0013,-0.02165
47.65,0.4382,0.0013,-0.02165
47.66,0.4256,0.007,-0.02165
47.67,0.3983,0.015,-0.02165
47.68,0.371,0.015,-0.02165
47.69,0.371,0.015,-0.02165
47.7,0.371,0.015,-0.02165
47.71,0.371,0.015,-0.02165
47.72,0.371,0.015,-0.02165
47.73,0.371,0.015,-0.02165
47.74,0.371,0.015,-0.02165
47.75,0.371,0.015,-0.02165
47.76,0.371,0.015,-0.02165
47.77,0.371,0.015,-0.02165
47.78,0.4508,0.015,-0.02165
47.79,0.4344,0.015,-0.022
47.8,0.4344,0.015,-0.02165
47.81,0.434,0.015,-0.02165
47.82,0.434,0.015,-0.02165
47.83,0.4344,0.015,-0.02165
47.84,0.4181,0.015,-0.02165
47.85,0.4501,0.015,-0.02165
47.86,0.464,0.015,-0.02165
47.87,0.477,0.015,-0.02165
47.88,0.477,0.015,-0.02165
47.89,0.477,0.015,-0.02165
47.9,0.477,0.015,-0.02165
47.91,0.477,0.015,-0.02165
47.92,0.477,0.015,-0.02165
47.93,0.477,0.015,-0.02165
47.94,0.477,0.015,-0.02165
47.95,0.504,0.015,-0.02165
47.96,0.4454,0.0231,-0.022
47.97,0.4495,0.0316,-0.02105
47.98,0.3972,0.0137,-0.02105
47.99,0.397,0.0137,-0.02105
48,0.3972,0.0137,-0.02105
48.01,0.3972,0.014,-0.02105
48.02,0.3972,0.014,-0.02105
48.03,0.3972,0.0137,-0.02105
48.04,0.3972,0.0137,-0.02105
48.05,0.397,0.0137,-0.02105
48.06,0.3972,0.0137,-0.02105
48.07,0.3972,0.0137,-0.02105
48.08,0.3972,0.0137,-0.02105
48.09,0.3972,0.014,-0.02105
48.1,0.3972,0.0137,-0.02105
48.11,0.3972,0.0137,-0.02105
48.12,0.3972,0.0137,-0.02105
48.13,0.3972,0.0137,-0.02105
48.14,0.3972,0.005,-0.02105
48.15,0.397,0.005,-0.02105
48.16,0.3972,-0.0043,-0.02105
48.17,0.3972,-0.0132,-0.02105
48.18,0.3972,-0.0132,-0.02105
48.19,0.3972,-0.0132,-0.02105
48.2,0.3972,-0.0132,-0.0201
48.21,0.345,-0.0132,-0.0121
48.22,0.35,-0.0132,-0.0121
48.23,0.35,-0.0132,-0.0121
48.24,0.35,-0.0132,-0.0121
48.25,0.35,-0.0132,-0.0121
48.26,0.35,-0.0132,-0.0121
48.27,0.35,-0.013,-0.0121
48.28,0.35,-0.0132,-0.0121
48.29,0.35,-0.0222,-0.0121
48.3,0.35,-0.0476,-0.0121
48.31,0.35,-0.0214,-0.0121
48.32,0.35,-0.0214,-0.0121
48.33,0.35,-0.0214,-0.0121
48.34,0.355,-0.0214,-0.0121
48.35,0.3692,0.0047,-0.0121
48.36,0.3834,0.0081,-0.0121
48.37,0.3674,0.0081,-0.0121
48.38,0.3674,0.0116,-0.0121
48.39,0.3674,0.025,-0.0121
48.4,0.3674,0.025,-0.0121
48.41,0.3674,0.0385,-0.0121
48.42,0.3674,0.0136,-0.0121
48.43,0.3674,0.0136,-0.0121
48.44,0.3674,0.0136,-0.0121
48.45,0.3515,0.0136,-0.0121
48.46,0.3869,0.0136,-0.0121
48.47,0.3869,0.0136,-0.0121
48.48,0.3869,0.0136,-0.0121
48.49,0.4223,-0.0113,-0.0041
48.5,0.4334,-0.0025,-0.01895
48.51,0.383,-0.0025,-0.01895
48.52,0.383,-0.0025,-0.01895
48.53,0.383,-0.0025,-0.01895
48.54,0.383,0.0063,-0.01895
48.55,0.3325,0.0134,-0.01895
48.56,0.379,0.0134,-0.01895
48.57,0.379,0.0134,-0.01895
48.58,0.379,0.0134,-0.01895
48.59,0.4256,0.0134,-0.01895
48.6,0.4224,0.0134,-0.01895
48.61,0.4224,0.0134,-0.01895
48.62,0.4224,0.0134,-0.01895
48.63,0.4224,0.013,-0.01895
48.64,0.4224,0.0134,-0.01895
48.65,0.4224,0.0205,-0.01895
48.66,0.4192,0.0265,-0.01895
48.67,0.4346,0.0314,-0.01895
48.68,0.4501,0.0364,-0.01895
48.69,0.4346,0.0065,-0.01895
48.7,0.4346,-0.0013,-0.01895
48.71,0.4346,-0.0091,-0.0338
48.72,0.4192,0.0003,-0.03855
48.73,0.3764,0.0019,-0.03855
48.74,0.3764,-0.0005,-0.03855
48.75,0.3764,-0.008,-0.03855
48.76,0.3764,-0.008,-0.03855
48.77,0.3764,-0.0148,-0.0433
48.78,0.3337,-0.0291,-0.0279
48.79,0.4248,0.0245,-0.0279
48.8,0.516,0.0245,-0.0279
48.81,0.5783,0.0245,-0.0279
48.82,0.4888,0.0245,-0.0279
48.83,0.3992,0.0781,-0.0279
48.84,0.3648,0.0584,-0.0279
48.85,0.3303,0.0084,-0.0279
48.86,0.3303,0.0084,-0.0279
48.87,0.3303,0.0084,-0.0279
48.88,0.3303,0.0084,-0.0279
48.89,0.3303,0.0084,-0.0279
48.9,0.3303,0.0084,-0.0279
48.91,0.3303,0.0084,-0.0279
48.92,0.4154,0.0084,-0.0279
48.93,0.5005,-0.017,-0.0279
48.94,0.4498,-0.0416,-0.0279
48.95,0.4498,-0.0196,-0.0279
48.96,0.4498,0.0023,-0.0279
48.97,0.3957,-0.0081,-0.0279
48.98,0.3416,-0.0256,-0.0279
48.99,0.3416,-0.0256,-0.0279
49,0.3416,-0.0256,-0.0279
49.01,0.3346,-0.0256,-0.0279
49.02,0.2446,-0.0256,-0.0279
49.03,0.2446,-0.0256,-0.0279
49.04,0.1546,-0.0256,-0.0279
49.05,0.1546,-0.0256,-0.0279
49.06,0.1546,-0.0256,-0.0279
49.07,0.1546,-0.026,-0.0279
49.08,0.1546,-0.0256,-0.0279
49.09,0.1546,-0.0256,-0.0279
49.1,0.1546,-0.0256,-0.0279
49.11,0.2293,-0.0431,-0.0279
49.12,0.2772,-0.0458,-0.0279
49.13,0.325,-0.0458,-0.0279
49.14,0.3692,-0.0486,-0.0279
49.15,0.3692,-0.0441,-0.0279
49.16,0.3692,-0.032,-0.0279
49.17,0.369,-0.032,-0.0279
49.18,0.3692,-0.032,-0.0279
49.19,0.4133,-0.032,-0.0279
49.2,0.4244,-0.032,-0.0279
49.21,0.4355,-0.032,-0.0279
49.22,0.4787,-0.032,-0.0279
49.23,0.4564,-0.032,-0.0279
49.24,0.4564,-0.032,-0.0279
49.25,0.4564,-0.032,-0.0279
49.26,0.4564,-0.032,-0.0279
49.27,0.4564,-0.032,-0.0279
49.28,0.4564,-0.032,-0.0279
49.29,0.4564,-0.0199,-0.0279
49.3,0.434,-0.0294,-0.0125
49.31,0.3501,-0.039,-0.0248
49.32,0.2662,0.0026,-0.01615
49.33,0.2662,0.003,-0.01615
49.34,0.2662,0.003,-0.01615
49.35,0.266,0.003,-0.01615
49.36,0.2662,0.0026,-0.01615
49.37,0.171,0.0026,-0.01615
49.38,0.0756,0.0026,-0.01615
49.39,0.0756,0.0026,-0.01615
49.4,0.0756,0.0026,-0.01615
49.41,0.0528,0.003,-0.01615
49.42,0.1159,0.0026,-0.01615
49.43,0.179,0.0026,-0.01615
49.44,0.2421,0.0026,-0.01615
49.45,0.3052,0.0026,-0.01615
49.46,0.3052,0.0443,-0.01615
49.47,0.3052,0.001,-0.01615
49.48,0.3052,0.001,-0.01615
49.49,0.3052,-0.0422,-0.01615
49.5,0.3052,-0.0235,-0.01615
49.51,0.392,-0.0235,-0.01615
49.52,0.4787,-0.0235,-0.01615
49.53,0.4787,-0.0048,-0.01615
49.54,0.3997,-0.0374,-0.01615
49.55,0.3968,-0.037,-0.01615
49.56,0.3968,-0.0374,-0.01615
49.57,0.3938,-0.07,-0.01615
49.58,0.4068,-0.0414,-0.01615
49.59,0.4068,-0.0414,-0.01615
49.6,0.4068,-0.0127,-0.0075
49.61,0.4068,-0.0579,-0.0274
49.62,0.4068,-0.0284,-0.0274
49.63,0.4068,-0.0284,-0.0274
49.64,0.4068,-0.028,-0.0274
49.65,0.4068,-0.0284,-0.0274
49.66,0.4068,-0.0284,-0.0274
49.67,0.4068,-0.028,-0.0274
49.68,0.4068,-0.0284,-0.0274
49.69,0.4068,-0.028,-0.0274
49.7,0.4068,-0.0284,-0.0274
49.71,0.4068,-0.0284,-0.0274
49.72,0.4068,-0.0284,-0.0274
49.73,0.4198,0.0011,-0.0473
49.74,0.435,-0.0071,-0.04205
49.75,0.4128,-0.0026,-0.04205
49.76,0.4128,-0.0026,-0.04205
49.77,0.4128,-0.0026,-0.04205
49.78,0.4128,-0.0026,-0.04205
49.79,0.3907,-0.0026,-0.04205
49.8,0.4141,-0.0026,-0.04205
49.81,0.3577,-0.0026,-0.04205
49.82,0.3577,0.002,-0.0368
49.83,0.3013,0.0156,-0.04065
49.84,0.2954,0.022,-0.04065
49.85,0.2954,0.0293,-0.04065
49.86,0.2954,0.025,-0.04065
49.87,0.295,0.025,-0.04065
49.88,0.2954,0.025,-0.04065
49.89,0.2954,0.025,-0.04065
49.9,0.2954,0.025,-0.04065
49.91,0.2954,0.025,-0.04065
49.92,0.2894,0.0208,-0.04065
49.93,0.3238,0.017,-0.04065
49.94,0.3238,0.0142,-0.04065
49.95,0.3582,0.0142,-0.04065
49.96,0.2892,0.0142,-0.04065
49.97,0.255,0.0142,-0.04065
49.98,0.2201,0.0142,-0.04065
49.99,0.2812,0.0142,-0.04065
50,0.3422,0.0142,-0.04065
50.01,0.3422,0.0142,-0.04065
50.02,0.342,0.0142,-0.04065
50.03,0.3422,0.0142,-0.04065
50.04,0.3422,0.0075,-0.04065
50.05,0.3611,0.0144,-0.04065
50.06,0.3801,0.0144,-0.04065
50.07,0.3133,0.0144,-0.04065
50.08,0.2464,0.0144,-0.041
50.09,0.2464,0.0144,-0.04065
50.1,0.2464,0.014,-0.04065
50.11,0.2464,0.0144,-0.04065
50.12,0.2185,0.0144,-0.041
50.13,0.1598,0.0144,-0.04065
50.14,0.1598,0.0144,-0.04065
50.15,0.16,0.0144,-0.04065
50.16,0.1598,0.0213,-0.04065
50.17,0.1598,0.012,-0.04065
50.18,0.1598,0.012,-0.04065
50.19,0.1598,0.012,-0.04065
50.2,0.1598,0.012,-0.04065
50.21,0.16,0.0027,-0.04065
50.22,0.1598,0.0214,-0.04065
50.23,0.1598,0.0136,-0.04065
50.24,0.1598,0.0136,-0.04065
50.25,0.1598,0.0136,-0.04065
50.26,0.1012,0.0136,-0.04065
50.27,0.1808,0.0136,-0.04065
50.28,0.2604,0.0136,-0.04065
50.29,0.2604,0.0136,-0.04065
50.3,0.3223,0.0058,-0.0445
50.31,0.3841,0.0142,-0.0422
50.32,0.4115,0.0226,-0.0107
50.33,0.3858,-0.0006,-0.0107
50.34,0.3886,-0.0006,-0.0107
50.35,0.3886,-0.0006,-0.0107
50.36,0.3886,-0.0006,-0.0107
50.37,0.39,-0.0238,-0.0107
50.38,0.3915,-0.0267,-0.0107
50.39,0.4173,-0.0675,-0.0107
50.4,0.4173,-0.1083,-0.0107
50.41,0.4173,-0.0236,-0.011
50.42,0.4173,0.019,-0.0107
50.43,0.4173,0.0611,-0.0107
50.44,0.4431,0.0663,-0.0107
50.45,0.4332,0.0401,-0.0107
50.46,0.4332,0.04,-0.0107
50.47,0.4332,0.0401,-0.0107
50.48,0.4332,0.0401,-0.0107
50.49,0.4332,0.0139,-0.0107
50.5,0.4332,0.0151,-0.0107
50.51,0.4234,0.004,-0.0107
50.52,0.373,0.004,-0.0107
50.53,0.373,0.004,-0.0107
50.54,0.382,0.004,-0.0107
50.55,0.3908,0.004,-0.0107
50.56,0.3908,0.004,-0.0107
50.57,0.3908,-0.0071,-0.0107
50.58,0.3908,0.019,-0.0107
50.59,0.391,0.019,-0.0107
50.6,0.3908,0.019,-0.0107
50.61,0.3908,0.019,-0.0107
50.62,0.3908,0.019,-0.0107
50.63,0.3908,0.019,-0.0107
50.64,0.391,0.019,-0.0107
50.65,0.3908,0.0451,0.0208
50.66,0.4589,0.0154,-0.00525
50.67,0.4494,0.003,-0.00525
50.68,0.4494,0.003,-0.00525
50.69,0.4494,0.003,-0.00525
50.7,0.4494,0.003,-0.00525
50.71,0.4494,0.003,-0.00525
50.72,0.4494,0.003,-0.00525
50.73,0.4494,0.003,-0.00525
50.74,0.4399,0.003,-0.00525
50.75,0.5122,-0.0094,-0.00525
50.76,0.5845,-0.0084,-0.00525
50.77,0.5068,-0.0084,-0.00525
50.78,0.507,-0.0084,-0.00525
50.79,0.5068,-0.008,-0.00525
50.8,0.5068,-0.0084,-0.00525
50.81,0.5068,-0.0084,-0.00525
50.82,0.4292,-0.0084,-0.00525
50.83,0.4967,-0.0084,-0.00525
50.84,0.4967,-0.0074,-0.0313
50.85,0.5642,-0.0111,-0.0213
50.86,0.5123,0.0056,-0.0213
50.87,0.4604,0.0056,-0.0213
50.88,0.4084,0.0223,-0.0213
50.89,0.3565,-0.0241,-0.0213
50.9,0.3565,-0.0241,-0.0213
50.91,0.3343,-0.0706,-0.0213
50.92,0.3122,-0.0392,-0.0213
50.93,0.3122,-0.0077,-0.0213
50.94,0.3122,0.0028,-0.0213
50.95,0.3122,0.0028,-0.0213
50.96,0.3122,0.0028,-0.0213
50.97,0.3122,0.0028,-0.0213
50.98,0.3122,0.0028,-0.0213
50.99,0.3669,0.0028,-0.0213
51,0.4216,0.0028,-0.0213
51.01,0.3927,0.0028,-0.0213
51.02,0.3927,0.0028,-0.0213
51.03,0.3927,0.0028,-0.0213
51.04,0.393,0.0028,-0.0213
51.05,0.3927,0.0028,-0.0213
51.06,0.3927,0.0028,-0.0213
51.07,0.3638,0.0028,-0.0213
51.08,0.451,0.008,-0.0213
51.09,0.451,0.0132,-0.0213
51.1,0.5379,-0.013,-0.0213
51.11,0.4854,-0.013,-0.0113
51.12,0.4329,-0.0392,0.0005
51.13,0.4627,-0.01,-0.012
51.14,0.406,-0.0261,-0.012
51.15,0.3492,-0.0261,-0.012
51.16,0.3492,-0.0261,-0.012
51.17,0.4225,-0.0422,-0.012
51.18,0.4556,-0.0296,-0.012
51.19,0.4888,-0.0296,-0.012
51.2,0.4156,-0.0296,-0.012
51.21,0.4156,-0.0296,-0.012
51.22,0.4156,-0.03,-0.012
51.23,0.4156,-0.0296,-0.012
51.24,0.3424,-0.0296,-0.012
51.25,0.3564,-0.0296,-0.012
51.26,0.356,-0.0296,-0.012
51.27,0.3564,-0.0296,-0.012
51.28,0.3564,-0.0296,-0.012
51.29,0.3564,-0.0296,-0.012
51.3,0.3705,-0.0296,-0.012
51.31,0.3491,-0.0171,-0.012
51.32,0.349,-0.0205,-0.012
51.33,0.3491,-0.0205,-0.012
51.34,0.3491,-0.0205,-0.012
51.35,0.3491,-0.0205,-0.012
51.36,0.3491,-0.0239,-0.012
51.37,0.3491,-0.0103,-0.012
51.38,0.3491,-0.0103,-0.012
51.39,0.3491,0.0033,-0.012
51.4,0.3491,0.017,-0.012
51.41,0.3491,0.017,-0.012
51.42,0.3491,0.0298,-0.012
51.43,0.3491,0.0298,-0.012
51.44,0.3491,0.0298,-0.012
51.45,0.3277,0.0298,-0.012
51.46,0.3853,0.0298,-0.012
51.47,0.3853,0.0298,-0.012
51.48,0.3853,0.0564,-0.0245
51.49,0.3853,0.0281,-0.03135
51.5,0.3853,0.0106,-0.03135
51.51,0.3853,0.0106,-0.03135
51.52,0.4429,-0.007,-0.0382
51.53,0.4504,-0.0059,-0.0211
51.54,0.4344,-0.006,-0.0211
51.55,0.426,-0.0059,-0.0211
51.56,0.4183,-0.0059,-0.0211
51.57,0.4247,-0.0059,-0.0211
51.58,0.4247,-0.0048,-0.0211
51.59,0.4247,0.0153,-0.0211
51.6,0.4247,0.018,-0.021
51.61,0.425,0.0207,-0.0211
51.62,0.4247,-0.0057,-0.0211
51.63,0.4247,-0.0057,-0.0211
51.64,0.4247,-0.0057,-0.0211
51.65,0.4311,-0.0057,-0.0211
51.66,0.4348,-0.0057,-0.0211
51.67,0.4351,-0.0321,-0.0211
51.68,0.4668,-0.0157,-0.0211
51.69,0.4668,-0.0157,-0.0211
51.7,0.4668,-0.0157,-0.0211
51.71,0.4668,-0.0157,-0.0211
51.72,0.4668,-0.016,-0.0211
51.73,0.4668,-0.0157,-0.0211
51.74,0.4668,-0.0157,-0.0211
51.75,0.4668,-0.0157,-0.0211
51.76,0.4668,-0.0157,-0.0211
51.77,0.4668,-0.0157,-0.0211
51.78,0.4668,-0.0157,-0.0211
51.79,0.4984,0.0007,-0.0211
51.8,0.4437,0.0199,-0.0211
51.81,0.4437,-0.018,-0.0211
51.82,0.389,-0.0061,-0.0211
51.83,0.3948,-0.006,-0.0211
51.84,0.395,-0.0061,-0.0211
51.85,0.395,-0.0061,-0.0211
51.86,0.3948,0.0057,-0.0211
51.87,0.3948,-0.0017,-0.0211
51.88,0.4006,-0.0454,-0.0211
51.89,0.4362,-0.089,-0.0211
51.9,0.436,-0.089,-0.0211
51.91,0.4362,-0.089,-0.0211
51.92,0.4362,-0.089,-0.0211
51.93,0.4362,-0.089,-0.0211
51.94,0.4362,-0.089,-0.0211
51.95,0.4362,-0.089,-0.0211
51.96,0.4362,-0.089,-0.0211
51.97,0.4362,-0.089,-0.0211
51.98,0.4362,-0.0163,-0.0211
51.99,0.4362,-0.0096,-0.0211
52,0.4362,-0.0096,-0.0211
52.01,0.4719,-0.0096,-0.0211
52.02,0.5492,-0.0096,-0.0211
52.03,0.5492,-0.0096,-0.0211
52.04,0.5492,-0.0096,-0.0211
52.05,0.5492,-0.0096,-0.0211
52.06,0.5492,-0.01,-0.0211
52.07,0.5492,-0.01,-0.0211
52.08,0.6266,-0.01,-0.0211
52.09,0.59,-0.01,-0.0211
52.1,0.5542,-0.0096,-0.0211
52.11,0.5542,-0.0096,-0.0211
52.12,0.5542,-0.0096,-0.0211
52.13,0.5542,-0.0096,-0.0211
52.14,0.4819,-0.0096,-0.0211
52.15,0.4266,-0.01,-0.0211
52.16,0.3713,-0.0096,-0.0211
52.17,0.403,-0.0096,-0.0211
52.18,0.3669,-0.0096,-0.0211
52.19,0.3462,-0.0096,-0.0211
52.2,0.4179,-0.003,-0.0211
52.21,0.4282,0.0256,-0.0211
52.22,0.4282,0.0256,-0.0211
52.23,0.4282,0.0256,-0.0211
52.24,0.4282,0.0256,-0.0211
52.25,0.4385,0.0256,-0.0211
52.26,0.4812,0.0256,-0.0211
52.27,0.524,0.0256,-0.0211
52.28,0.4556,0.0256,-0.0211
52.29,0.4556,0.026,-0.0211
52.3,0.4556,0.0256,-0.0211
52.31,0.3629,0.0256,-0.0211
52.32,0.2702,0.0256,-0.0211
52.33,0.2215,0.0256,-0.0211
52.34,0.3022,0.0256,-0.0211
52.35,0.3829,0.0256,-0.0211
52.36,0.4404,0.026,-0.0211
52.37,0.498,0.0256,-0.0211
52.38,0.451,0.0256,-0.0211
52.39,0.451,0.0256,-0.0211
52.4,0.451,0.0256,-0.0211
52.41,0.451,0.0256,-0.0211
52.42,0.451,0.0256,-0.021
52.43,0.451,0.0256,-0.0211
52.44,0.451,0.0256,-0.0211
52.45,0.3576,0.0256,-0.0211
52.46,0.4176,0.0256,-0.0211
52.47,0.4176,0.0256,-0.0211
52.48,0.4176,0.026,-0.0211
52.49,0.4176,0.0256,-0.0211
52.5,0.4176,0.0541,-0.0211
52.51,0.4176,0.0515,-0.0211
52.52,0.4776,0.0515,-0.0211
52.53,0.4726,0.0515,-0.0211
52.54,0.4726,0.0515,-0.0211
52.55,0.4726,0.052,-0.0211
52.56,0.4726,0.052,-0.0211
52.57,0.4726,0.0515,-0.0211
52.58,0.4726,0.052,-0.0211
52.59,0.4726,0.0515,-0.0211
52.6,0.4726,0.0515,-0.0211
52.61,0.4676,0.0489,-0.0211
52.62,0.4235,0.032,-0.0211
52.63,0.4235,0.0142,-0.0211
52.64,0.4235,-0.0206,-0.0211
52.65,0.3794,-0.004,-0.0211
52.66,0.3944,-0.004,-0.0211
52.67,0.3944,-0.004,-0.0211
52.68,0.3944,-0.004,-0.0211
52.69,0.3944,-0.004,-0.0211
52.7,0.3944,-0.004,-0.0211
52.71,0.3944,-0.004,-0.0211
52.72,0.3944,0.0125,-0.0211
52.73,0.3944,0.004,-0.0211
52.74,0.3944,-0.0048,-0.0211
52.75,0.3944,-0.0221,-0.0211
52.76,0.3944,0.0199,-0.0211
52.77,0.3944,0.0344,-0.0211
52.78,0.3944,0.0488,-0.004
52.79,0.4095,0.006,-0.00985
52.8,0.3886,-0.0013,-0.00985
52.81,0.3501,-0.0013,-0.00985
52.82,0.3489,-0.0085,-0.00985
52.83,0.3684,-0.0066,-0.00985
52.84,0.3684,-0.0313,-0.00985
52.85,0.3684,-0.0313,-0.00985
52.86,0.3684,-0.056,-0.00985
52.87,0.3684,-0.032,-0.00985
52.88,0.3684,-0.032,-0.00985
52.89,0.3684,-0.032,-0.00985
52.9,0.388,-0.032,-0.00985
52.91,0.3752,-0.032,-0.00985
52.92,0.3752,-0.032,-0.00985
52.93,0.3752,-0.032,-0.00985
52.94,0.3752,-0.032,-0.00985
52.95,0.3752,-0.032,-0.00985
52.96,0.3752,-0.032,-0.00985
52.97,0.3752,-0.0079,-0.00985
52.98,0.3623,-0.0053,-0.00985
52.99,0.4005,-0.0053,-0.00985
53,0.4005,-0.0027,-0.00985
53.01,0.4005,-0.0146,-0.00985
53.02,0.4387,-0.0054,-0.00985
53.03,0.3505,-0.0457,-0.00985
53.04,0.2624,-0.0457,-0.00985
53.05,0.2624,-0.0457,-0.00985
53.06,0.2624,-0.0457,-0.00985
53.07,0.2624,-0.0457,-0.00985
53.08,0.2624,-0.0457,-0.00985
53.09,0.2624,-0.0457,-0.00985
