t,u,v,w,cor_u,cor_v,cor_w
0.02,0.4147,-0.0159,-0.0348,83.0,74.0,90.0
0.03,0.4147,-0.0159,-0.0348,83.0,74.0,90.0
0.04,0.4147,-0.0159,-0.0383,83.0,74.0,92.0
0.05,0.4147,-0.0159,-0.0383,83.0,74.0,92.0
0.06,0.41975,-0.01795,-0.0383,85.0,77.5,92.0
0.07,0.41975,-0.01795,-0.0383,85.0,77.5,92.0
0.08,0.41975,-0.01795,-0.0418,85.0,77.5,94.0
0.09,0.41975,-0.02,-0.0125,85.0,81.0,75.0
0.1,0.41975,0.13979999999999998,-0.02,85.0,81.5,79.5
0.11,0.41975,0.13979999999999998,-0.02,85.0,81.5,79.5
0.12,0.41975,0.13979999999999998,-0.02,85.0,81.5,79.5
0.13,0.41975,0.13979999999999998,-0.02,85.0,81.5,79.5
0.14,0.41975,0.13979999999999998,-0.0275,85.0,81.5,84.0
0.15,0.41975,0.13979999999999998,-0.062,85.0,81.5,82.0
0.16,0.41975,0.13979999999999998,-0.04085,85.0,81.5,86.0
0.17,0.41975,0.2996,-0.0197,85.0,82.0,90.0
0.18,0.41975,0.14745,-0.0343,85.0,77.5,84.0
0.19,0.41975,0.14745,0.0234,85.0,77.5,75.0
0.2,0.41975,0.14745,0.02265,85.0,77.5,73.0
0.21,0.41975,0.14745,0.02265,85.0,77.5,73.0
0.22,0.41975,0.14745,0.02265,85.0,77.5,73.0
0.23,0.41975,-0.0047,0.02265,85.0,73.0,73.0
0.24,0.41975,0.01635,0.02265,85.0,76.0,73.0
0.25,0.41975,0.01635,0.02265,85.0,76.0,73.0
0.26,0.41975,0.01635,0.02265,85.0,76.0,73.0
0.27,0.41975,0.01635,0.02265,85.0,76.0,73.0
0.28,0.41975,0.01635,0.0219,85.0,76.0,71.0
0.29,0.41975,0.01635,0.008799999999999999,85.0,76.0,79.5
0.3,0.41975,0.01635,-0.0043,85.0,76.0,88.0
0.31,0.41975,0.0374,-0.0473,85.0,79.0,82.0
0.32,0.41975,-0.005299999999999999,-0.0347,85.0,77.5,81.5
0.33,0.41975,-0.005299999999999999,-0.0221,85.0,77.5,81.0
0.34,0.41975,-0.005299999999999999,-0.0288,85.0,77.5,86.5
0.35,0.41975,-0.005299999999999999,-0.0288,85.0,77.5,86.5
0.36,0.41975,-0.005299999999999999,-0.0355,85.0,77.5,92.0
0.37,0.4248,-0.048,-0.0381,87.0,76.0,84.0
0.38,0.4024,0.20365,-0.0334,78.5,74.0,86.0
0.39,0.38,0.20365,-0.04425,70.0,74.0,85.0
0.4,0.39985000000000004,0.20365,-0.0551,73.5,74.0,84.0
0.41,0.39985000000000004,0.20365,-0.051500000000000004,73.5,74.0,90.0
0.42,0.39985000000000004,0.4553,-0.051500000000000004,73.5,72.0,90.0
0.43,0.39985000000000004,0.03,-0.0479,73.5,77.0,96.0
0.44,0.4197,-0.0002500000000000002,-0.0293,77.0,74.0,76.0
0.45,0.51145,-0.0002500000000000002,-0.0241,77.5,74.0,77.5
0.46,0.51145,-0.0002500000000000002,-0.0189,77.5,74.0,79.0
0.47,0.51145,-0.0002500000000000002,-0.0088,77.5,74.0,75.0
0.48,0.6032,-0.0002500000000000002,-0.0088,78.0,74.0,75.0
0.49,0.4885,-0.0002500000000000002,0.0013,75.0,74.0,71.0
0.5,0.46635,-0.0002500000000000002,0.00145,77.5,74.0,70.5
0.51,0.46635,-0.0002500000000000002,0.0016,77.5,74.0,70.0
0.52,0.4442,-0.0002500000000000002,-0.0068,80.0,74.0,77.0
0.53,0.424,-0.0002500000000000002,-0.0017999999999999997,83.5,74.0,79.0
0.54,0.424,-0.0002500000000000002,-0.0017999999999999997,83.5,74.0,79.0
0.55,0.424,-0.0002500000000000002,0.0032,83.5,74.0,81.0
0.56,0.4038,-0.0305,-0.0364,87.0,71.0,80.0
0.57,0.45745,-0.1386,-0.0309,89.5,81.0,78.0
0.58,0.45745,-0.05945,-0.0472,89.5,77.5,91.0
0.59,0.45745,-0.05945,-0.027549999999999998,89.5,77.5,80.5
0.6,0.5111,-0.05945,-0.0079,92.0,77.5,70.0
0.61,0.4376,-0.05945,-0.0171,72.0,77.5,80.0
0.62,0.4732,0.0197,-0.04295,84.0,74.0,81.0
0.63,0.4744,0.060849999999999994,-0.04295,81.0,76.0,81.0
0.64,0.46365,0.060849999999999994,-0.0688,79.0,76.0,82.0
0.65,0.46365,0.102,-0.0202,79.0,78.0,82.0
0.66,0.46365,0.04095,-0.04615,79.0,77.5,82.0
0.67,0.46365,-0.0201,-0.0721,79.0,77.0,82.0
0.68,0.46365,0.00825,-0.024,79.0,78.5,97.0
0.69,0.4529,0.00825,-0.0142,77.0,78.5,80.0
0.7,0.44565,0.00825,0.0008500000000000001,76.0,78.5,87.5
0.71,0.44565,0.00825,0.0008500000000000001,76.0,78.5,87.5
0.72,0.44565,0.00825,0.0008500000000000001,76.0,78.5,87.5
0.73,0.44565,0.00825,0.0159,76.0,78.5,95.0
0.74,0.4384,0.00825,0.00745,75.0,78.5,87.0
0.75,0.3849,0.00825,-0.001,75.5,78.5,79.0
0.76,0.3849,0.00825,0.0177,75.5,78.5,76.5
0.77,0.3314,0.00825,0.0177,76.0,78.5,76.5
0.78,0.5225,0.00825,0.0364,74.5,78.5,74.0
0.79,0.5225,0.00825,-0.0669,74.5,78.5,83.0
0.8,0.5225,0.0366,-0.0102,74.5,80.0,73.0
0.81,0.5225,-0.01245,-0.037,74.5,83.5,79.5
0.82,0.5225,-0.01245,-0.0638,74.5,83.5,86.0
0.83,0.5225,-0.01245,-0.0032,74.5,83.5,82.0
0.84,0.5225,-0.01245,-0.033,74.5,83.5,84.0
0.85,0.7136,-0.01245,0.0661,73.0,83.5,73.0
0.86,0.61095,-0.01245,0.03835,72.5,83.5,84.0
0.87,0.61095,-0.01245,0.03835,72.5,83.5,84.0
0.88,0.61095,-0.0615,0.03835,72.5,87.0,84.0
0.89,0.61095,-0.04525,0.0106,72.5,86.0,95.0
0.9,0.61095,-0.04525,-0.0255,72.5,86.0,86.0
0.91,0.5083,-0.04525,-0.0085,72.0,86.0,91.0
0.92,0.47114999999999996,-0.04525,-0.0106,74.0,86.0,88.0
0.93,0.47114999999999996,-0.04525,-0.0106,74.0,86.0,88.0
0.94,0.47114999999999996,-0.04525,-0.0106,74.0,86.0,88.0
0.95,0.47114999999999996,-0.04525,-0.0127,74.0,86.0,85.0
0.96,0.434,-0.04525,-0.0071,76.0,86.0,86.0
0.97,0.4424,-0.04525,-0.0094,72.0,86.0,71.0
0.98,0.41585,-0.04525,-0.0101,74.0,86.0,70.0
0.99,0.3893,-0.029,-0.0411,76.0,85.0,92.0
1.0,0.4336,-0.0741,-0.0294,79.5,79.0,94.5
1.01,0.4336,-0.1192,-0.0294,79.5,73.0,94.5
1.02,0.4336,-0.0613,-0.0294,79.5,76.0,94.5
1.03,0.4336,-0.0613,-0.0294,79.5,76.0,94.5
1.04,0.4336,-0.0613,-0.0294,79.5,76.0,94.5
1.05,0.4336,-0.0613,-0.0294,79.5,76.0,94.5
1.06,0.4336,-0.0613,-0.0294,79.5,76.0,94.5
1.07,0.4779,-0.0613,-0.0177,83.0,76.0,97.0
1.08,0.4274,-0.0613,-0.0198,86.0,76.0,84.0
1.09,0.44184999999999997,-0.0613,-0.0208,81.0,76.0,89.0
1.1,0.44184999999999997,-0.0613,-0.0091,81.0,76.0,74.0
1.11,0.4563,-0.0613,0.0153,76.0,76.0,79.5
1.12,0.43489999999999995,-0.0613,0.0397,81.0,76.0,85.0
1.13,0.43489999999999995,-0.0034,-0.0807,81.0,79.0,85.0
1.14,0.43489999999999995,-0.01585,-0.07385,81.0,77.5,81.5
1.15,0.43489999999999995,-0.01585,-0.067,81.0,77.5,78.0
1.16,0.43489999999999995,-0.01585,-0.0074,81.0,77.5,82.0
1.17,0.43489999999999995,-0.01585,0.0063,81.0,77.5,74.0
1.18,0.43489999999999995,-0.01585,-0.0991,81.0,77.5,74.0
1.19,0.43489999999999995,-0.01585,-0.04,81.0,77.5,90.0
1.2,0.43489999999999995,-0.01585,-0.02275,81.0,77.5,91.5
1.21,0.43489999999999995,-0.01585,-0.02275,81.0,77.5,91.5
1.22,0.43489999999999995,-0.01585,-0.0055,81.0,77.5,93.0
1.23,0.43489999999999995,-0.01585,0.0084,81.0,77.5,74.0
1.24,0.43489999999999995,-0.01585,0.00745,81.0,77.5,80.5
1.25,0.43489999999999995,-0.0283,0.0065,81.0,76.0,87.0
1.26,0.43489999999999995,0.0253,0.0138,81.0,72.0,81.0
1.27,0.43489999999999995,0.0052,0.0138,81.0,73.0,81.0
1.28,0.43489999999999995,0.0052,0.0211,81.0,73.0,75.0
1.29,0.43489999999999995,-0.0149,-0.0187,81.0,74.0,70.0
1.3,0.43489999999999995,-0.0091,-0.0262,81.0,98.0,95.0
1.31,0.4135,-0.0052,-0.029,86.0,70.0,73.0
1.32,0.43179999999999996,0.2703,-0.0119,83.5,82.0,72.0
1.33,0.43179999999999996,0.06889999999999999,0.0052,83.5,87.5,71.0
1.34,0.43179999999999996,-0.1325,-0.0486,83.5,93.0,95.0
1.35,0.4501,-0.0862,-0.022099999999999998,81.0,85.0,90.5
1.36,0.5482,-0.0862,0.0044,71.0,85.0,86.0
1.37,0.4853,-0.0862,-0.0060999999999999995,72.0,85.0,83.0
1.38,0.49275,-0.0862,-0.0060999999999999995,77.0,85.0,83.0
1.39,0.49275,-0.0399,-0.0166,77.0,77.0,80.0
1.4,0.49275,-0.035,-0.00835,77.0,77.0,76.5
1.41,0.5002,-0.034100000000000005,-0.0001,82.0,76.0,73.0
1.42,0.45445,-0.034100000000000005,-0.0133,83.0,76.0,76.5
1.43,0.45445,-0.034100000000000005,-0.0133,83.0,76.0,76.5
1.44,0.45445,-0.0332,-0.0265,83.0,75.0,80.0
1.45,0.4087,0.0074,-0.0341,84.0,80.0,83.0
1.46,0.39649999999999996,0.0074,-0.0168,88.5,80.0,79.5
1.47,0.39649999999999996,0.0074,0.0005,88.5,80.0,76.0
1.48,0.3843,0.0074,-0.0424,93.0,80.0,89.0
1.49,0.42095,0.0074,0.0213,81.5,80.0,71.0
1.5,0.42095,0.0074,-0.0029,81.5,80.0,79.0
1.51,0.42095,0.0074,-0.0029,81.5,80.0,79.0
1.52,0.42095,0.0074,-0.0029,81.5,80.0,79.0
1.53,0.42095,0.0074,-0.0029,81.5,80.0,79.0
1.54,0.4576,0.048,-0.0271,70.0,85.0,87.0
1.55,0.5299,0.02095,-0.04495,76.0,85.0,87.0
1.56,0.4489,-0.0061,-0.0628,77.0,85.0,87.0
1.57,0.4489,0.0011,-0.0304,77.0,80.0,85.0
1.58,0.4489,0.04335,-0.0207,77.0,77.5,73.0
1.59,0.4489,0.04335,-0.0184,77.0,77.5,70.0
1.6,0.4489,0.04335,-0.0295,77.0,77.5,80.0
1.61,0.4489,0.04335,-0.0295,77.0,77.5,80.0
1.62,0.3679,0.04335,-0.0406,78.0,77.5,90.0
1.63,0.3696,0.04335,-0.0464,82.0,77.5,83.5
1.64,0.391,0.04335,-0.0522,84.5,77.5,77.0
1.65,0.391,0.04335,0.0309,84.5,77.5,73.0
1.66,0.391,0.04335,-0.014,84.5,77.5,73.0
1.67,0.391,0.04335,-0.005350000000000001,84.5,77.5,79.0
1.68,0.391,0.04335,0.0033,84.5,77.5,85.0
1.69,0.391,0.04335,-0.0182,84.5,77.5,78.0
1.7,0.391,0.04335,-0.00040000000000000105,84.5,77.5,79.5
1.71,0.391,0.04335,0.0174,84.5,77.5,81.0
1.72,0.391,0.04335,-0.0033,84.5,77.5,88.0
1.73,0.391,0.04335,-0.0223,84.5,77.5,70.0
1.74,0.391,0.04335,-0.00785,84.5,77.5,80.0
1.75,0.391,0.04335,0.0066,84.5,77.5,90.0
1.76,0.391,0.04335,-0.0127,84.5,77.5,76.0
1.77,0.391,0.04335,-0.0107,84.5,77.5,76.0
1.78,0.4124,0.0856,-0.0087,87.0,75.0,76.0
1.79,0.4224,0.023299999999999998,-0.0097,83.5,83.0,83.0
1.8,0.4224,0.023299999999999998,-0.0097,83.5,83.0,83.0
1.81,0.4224,0.023299999999999998,-0.0107,83.5,83.0,90.0
1.82,0.4224,-0.039,-0.0401,83.5,91.0,87.0
1.83,0.4224,-0.033549999999999996,-0.03315,83.5,83.0,87.5
1.84,0.4224,-0.033549999999999996,-0.0262,83.5,83.0,88.0
1.85,0.4224,-0.033549999999999996,-0.045,83.5,83.0,81.0
1.86,0.4224,-0.033549999999999996,-0.0638,83.5,83.0,74.0
1.87,0.4224,-0.033549999999999996,-0.0228,83.5,83.0,88.0
1.88,0.4224,-0.033549999999999996,-0.0257,83.5,83.0,81.0
1.89,0.4224,-0.033549999999999996,-0.0257,83.5,83.0,81.0
1.9,0.4224,-0.033549999999999996,-0.0257,83.5,83.0,81.0
1.91,0.4224,-0.033549999999999996,-0.0257,83.5,83.0,81.0
1.92,0.4224,-0.033549999999999996,-0.0286,83.5,83.0,74.0
1.93,0.4324,-0.0281,-0.0224,80.0,75.0,89.0
1.94,0.431,-0.09259999999999999,-0.0266,93.0,79.5,78.0
1.95,0.42869999999999997,-0.09259999999999999,-0.0378,89.5,79.5,88.0
1.96,0.42869999999999997,-0.09259999999999999,-0.0529,89.5,79.5,84.0
1.97,0.42869999999999997,-0.09259999999999999,-0.0611,89.5,79.5,83.0
1.98,0.42869999999999997,-0.09259999999999999,-0.0186,89.5,79.5,83.0
1.99,0.42869999999999997,-0.09259999999999999,-0.01885,89.5,79.5,84.5
2.0,0.4264,-0.09259999999999999,-0.01885,86.0,79.5,84.5
2.01,0.39475,-0.1571,-0.01885,84.5,84.0,84.5
2.02,0.3631,-0.0615,-0.01885,83.0,78.0,84.5
2.03,0.42185,-0.0615,-0.01885,78.0,78.0,84.5
2.04,0.42185,-0.0615,-0.01885,78.0,78.0,84.5
2.05,0.42185,-0.0615,-0.01885,78.0,78.0,84.5
2.06,0.42185,0.0341,-0.01885,78.0,72.0,84.5
2.07,0.42185,0.0316,-0.01885,78.0,71.0,84.5
2.08,0.42185,0.0316,-0.01885,78.0,71.0,84.5
2.09,0.42185,0.0316,-0.01885,78.0,71.0,84.5
2.1,0.42185,0.0316,-0.0191,78.0,71.0,86.0
2.11,0.42185,0.0316,-0.0257,78.0,71.0,78.0
2.12,0.42185,0.0316,-0.0323,78.0,71.0,70.0
2.13,0.4806,0.0316,-0.023350000000000003,73.0,71.0,75.5
2.14,0.5202,0.0291,-0.0144,80.0,70.0,81.0
2.15,0.54305,0.00895,-0.0228,77.0,74.0,70.0
2.16,0.54305,0.00895,-0.023,77.0,74.0,71.5
2.17,0.54305,0.00895,-0.023,77.0,74.0,71.5
2.18,0.54305,0.00895,-0.023,77.0,74.0,71.5
2.19,0.54305,0.00895,-0.0232,77.0,74.0,73.0
2.2,0.54305,-0.0112,0.0,77.0,78.0,71.5
2.21,0.54305,-0.02605,0.0232,77.0,76.5,70.0
2.22,0.54305,-0.0409,0.01345,77.0,75.0,80.0
2.23,0.54305,-0.0201,0.01345,77.0,86.0,80.0
2.24,0.54305,-0.0201,0.0037,77.0,86.0,90.0
2.25,0.5659,-0.0201,-0.0367,74.0,86.0,80.0
2.26,0.5227999999999999,-0.0201,-0.0266,85.0,86.0,80.0
2.27,0.5227999999999999,-0.0201,-0.0212,85.0,86.0,86.0
2.28,0.4797,0.0007,-0.0288,96.0,97.0,98.0
2.29,0.4574,-0.0036000000000000003,-0.0332,89.0,92.5,70.0
2.3,0.38925,-0.0036000000000000003,-0.0419,81.5,92.5,74.0
2.31,0.38925,-0.0036000000000000003,-0.01815,81.5,92.5,79.0
2.32,0.38925,-0.0036000000000000003,-0.01815,81.5,92.5,79.0
2.33,0.3211,-0.0036000000000000003,-0.01815,74.0,92.5,79.0
2.34,0.3597,-0.0036000000000000003,0.0056,80.5,92.5,84.0
2.35,0.3597,-0.0079,0.0068,80.5,88.0,98.0
2.36,0.3983,0.019249999999999996,-0.01155,87.0,87.0,93.5
2.37,0.41100000000000003,0.019249999999999996,-0.01155,82.0,87.0,93.5
2.38,0.41100000000000003,0.019249999999999996,-0.0299,82.0,87.0,89.0
2.39,0.4237,0.019249999999999996,-0.027049999999999998,77.0,87.0,84.5
2.4,0.4525,0.019249999999999996,-0.0242,76.0,87.0,80.0
2.41,0.4525,0.019249999999999996,-0.0145,76.0,87.0,77.0
2.42,0.4813,0.019249999999999996,-0.0241,75.0,87.0,83.0
2.43,0.47315,0.019249999999999996,-0.02975,83.5,87.0,79.0
2.44,0.47315,0.019249999999999996,-0.0354,83.5,87.0,75.0
2.45,0.47315,0.019249999999999996,-0.026750000000000003,83.5,87.0,87.0
2.46,0.47315,0.019249999999999996,-0.026750000000000003,83.5,87.0,87.0
2.47,0.47315,0.0464,-0.0181,83.5,86.0,99.0
2.48,0.465,0.109,-0.0104,92.0,96.0,84.0
2.49,0.47175,0.0486,-0.0005,82.5,78.0,82.0
2.5,0.4785,-0.0272,-0.0053,73.0,75.0,98.0
2.51,0.4662,-0.005049999999999999,-0.0155,96.0,78.0,74.0
2.52,0.5036,-0.005049999999999999,-0.0157,86.0,78.0,81.5
2.53,0.5036,-0.005049999999999999,-0.0157,86.0,78.0,81.5
2.54,0.541,-0.005049999999999999,-0.0159,76.0,78.0,89.0
2.55,0.5005000000000001,-0.005049999999999999,-0.01675,82.5,78.0,81.0
2.56,0.5005000000000001,0.0171,-0.0176,82.5,81.0,73.0
2.57,0.46,0.00020000000000000052,-0.0391,89.0,82.0,79.5
2.58,0.51035,0.00020000000000000052,-0.0391,81.0,82.0,79.5
2.59,0.51035,0.00020000000000000052,-0.0606,81.0,82.0,86.0
2.6,0.51035,0.00020000000000000052,-0.0279,81.0,82.0,83.5
2.61,0.5607,0.00020000000000000052,-0.0279,73.0,82.0,83.5
2.62,0.53085,0.00020000000000000052,-0.0279,74.5,82.0,83.5
2.63,0.53085,0.00020000000000000052,0.0048,74.5,82.0,81.0
2.64,0.501,0.00020000000000000052,-0.0048,76.0,82.0,87.0
2.65,0.45345,0.00020000000000000052,0.014,82.5,82.0,86.0
2.66,0.45345,-0.0167,-0.0487,82.5,83.0,97.0
2.67,0.45345,0.032549999999999996,-0.02515,82.5,82.0,84.0
2.68,0.45345,0.032549999999999996,-0.02515,82.5,82.0,84.0
2.69,0.45345,0.032549999999999996,-0.02515,82.5,82.0,84.0
2.7,0.45345,0.032549999999999996,-0.0016,82.5,82.0,71.0
2.71,0.45345,0.032549999999999996,-0.053700000000000005,82.5,82.0,70.5
2.72,0.45345,0.032549999999999996,-0.053700000000000005,82.5,82.0,70.5
2.73,0.45345,0.032549999999999996,-0.1058,82.5,82.0,70.0
2.74,0.45345,0.032549999999999996,-0.05695,82.5,82.0,72.0
2.75,0.45345,0.032549999999999996,-0.05695,82.5,82.0,72.0
2.76,0.45345,0.032549999999999996,-0.05695,82.5,82.0,72.0
2.77,0.45345,0.032549999999999996,-0.05695,82.5,82.0,72.0
2.78,0.4059,0.032549999999999996,-0.05695,89.0,82.0,72.0
2.79,0.4213,0.032549999999999996,-0.0081,83.0,82.0,74.0
2.8,0.4367,0.032549999999999996,-0.026049999999999997,77.0,82.0,76.0
2.81,0.3568,0.0818,-0.044,75.0,81.0,78.0
2.82,0.3568,0.061,-0.029,75.0,74.0,79.0
2.83,0.3568,0.03485,-0.0342,75.0,72.5,87.0
2.84,0.3568,0.03485,0.0037,75.0,72.5,87.0
2.85,0.2769,0.03485,-0.0202,73.0,72.5,79.0
2.86,0.34109999999999996,0.03485,-0.0202,79.5,72.5,79.0
2.87,0.34109999999999996,0.03485,-0.0202,79.5,72.5,79.0
2.88,0.34109999999999996,0.0087,-0.0441,79.5,71.0,71.0
2.89,0.34109999999999996,0.0065,-0.0217,79.5,71.5,72.0
2.9,0.34109999999999996,0.0065,-0.0217,79.5,71.5,72.0
2.91,0.34109999999999996,0.0065,0.0007,79.5,71.5,73.0
2.92,0.34109999999999996,0.0065,-0.039,79.5,71.5,84.0
2.93,0.4053,0.0065,-0.0434,86.0,71.5,89.0
2.94,0.4212,0.0065,0.008150000000000001,79.0,71.5,82.0
2.95,0.4212,0.0065,0.008150000000000001,79.0,71.5,82.0
2.96,0.4212,0.0065,0.0597,79.0,71.5,75.0
2.97,0.4212,0.0065,0.008700000000000003,79.0,71.5,76.0
2.98,0.4212,0.0065,0.008700000000000003,79.0,71.5,76.0
2.99,0.4212,0.0065,0.008700000000000003,79.0,71.5,76.0
3.0,0.4212,0.0065,-0.0423,79.0,71.5,77.0
3.01,0.4371,0.0043,-0.024,72.0,72.0,85.5
3.02,0.35295,-0.02495,-0.024,71.5,77.5,85.5
3.03,0.35295,-0.0542,-0.0057,71.5,83.0,94.0
3.04,0.35295,-0.02885,0.0069,71.5,77.0,83.0
3.05,0.35295,-0.02885,-0.0021999999999999997,71.5,77.0,85.0
3.06,0.2688,-0.02885,-0.0021999999999999997,71.0,77.0,85.0
3.07,0.3903,-0.02885,-0.0021999999999999997,71.5,77.0,85.0
3.08,0.3903,-0.02885,-0.0113,71.5,77.0,87.0
3.09,0.3903,-0.02885,-0.0352,71.5,77.0,88.0
3.1,0.5118,-0.02885,-0.0184,72.0,77.0,73.0
3.11,0.56155,-0.0035,-0.03115,72.5,71.0,77.5
3.12,0.56155,-0.02075,-0.03115,72.5,72.0,77.5
3.13,0.56155,-0.02075,-0.03115,72.5,72.0,77.5
3.14,0.56155,-0.02075,-0.03115,72.5,72.0,77.5
3.15,0.56155,-0.02075,-0.0439,72.5,72.0,82.0
3.16,0.56155,-0.02075,-0.0383,72.5,72.0,82.0
3.17,0.56155,-0.02075,-0.0573,72.5,72.0,77.0
3.18,0.56155,-0.02075,-0.040749999999999995,72.5,72.0,82.5
3.19,0.56155,-0.02075,-0.040749999999999995,72.5,72.0,82.5
3.2,0.6113,-0.02075,-0.040749999999999995,73.0,72.0,82.5
3.21,0.5138499999999999,-0.038,-0.0242,80.5,73.0,88.0
3.22,0.5138499999999999,-0.060399999999999995,-0.01145,80.5,72.5,79.5
3.23,0.5138499999999999,-0.060399999999999995,-0.01145,80.5,72.5,79.5
3.24,0.5138499999999999,-0.060399999999999995,-0.01145,80.5,72.5,79.5
3.25,0.5138499999999999,-0.060399999999999995,-0.01145,80.5,72.5,79.5
3.26,0.5138499999999999,-0.060399999999999995,0.0013,80.5,72.5,71.0
3.27,0.5138499999999999,-0.060399999999999995,0.0005499999999999999,80.5,72.5,77.0
3.28,0.4164,-0.060399999999999995,-0.0002,88.0,72.5,83.0
3.29,0.41400000000000003,-0.060399999999999995,0.0079,83.0,72.5,81.0
3.3,0.41400000000000003,-0.060399999999999995,0.0078,83.0,72.5,70.0
3.31,0.41400000000000003,-0.060399999999999995,-0.0467,83.0,72.5,76.0
3.32,0.41400000000000003,-0.060399999999999995,-0.005249999999999998,83.0,72.5,74.5
3.33,0.41400000000000003,-0.060399999999999995,-0.005249999999999998,83.0,72.5,74.5
3.34,0.41400000000000003,-0.060399999999999995,-0.005249999999999998,83.0,72.5,74.5
3.35,0.41400000000000003,-0.060399999999999995,-0.005249999999999998,83.0,72.5,74.5
3.36,0.41400000000000003,-0.060399999999999995,0.0362,83.0,72.5,73.0
3.37,0.41400000000000003,-0.060399999999999995,0.010650000000000001,83.0,72.5,77.0
3.38,0.41400000000000003,-0.060399999999999995,0.010650000000000001,83.0,72.5,77.0
3.39,0.41400000000000003,-0.060399999999999995,0.010650000000000001,83.0,72.5,77.0
3.4,0.4116,-0.0828,-0.0149,78.0,72.0,81.0
3.41,0.42975,-0.0194,0.004,80.5,78.0,91.0
3.42,0.42975,-0.0194,-0.03505,80.5,78.0,83.5
3.43,0.42975,-0.0194,-0.03505,80.5,78.0,83.5
3.44,0.42975,-0.0194,-0.03505,80.5,78.0,83.5
3.45,0.42975,-0.0194,-0.03505,80.5,78.0,83.5
3.46,0.42975,-0.0194,-0.0741,80.5,78.0,76.0
3.47,0.42975,-0.0194,-0.0495,80.5,78.0,78.5
3.48,0.42975,-0.0194,-0.0249,80.5,78.0,81.0
3.49,0.42975,0.044,-0.0169,80.5,84.0,93.0
3.5,0.42975,0.037599999999999995,-0.0501,80.5,80.5,75.0
3.51,0.42975,0.0312,-0.0546,80.5,77.0,91.0
3.52,0.42975,0.041,0.0294,80.5,85.0,78.0
3.53,0.42975,0.002999999999999999,-0.0208,80.5,78.5,91.0
3.54,0.42975,-0.035,-0.0334,80.5,72.0,83.0
3.55,0.42975,0.010799999999999997,-0.021,80.5,71.5,76.0
3.56,0.4479,0.010799999999999997,-0.0438,83.0,71.5,93.0
3.57,0.4198,0.010799999999999997,-0.0382,95.0,71.5,87.0
3.58,0.427,0.0566,-0.043,83.0,71.0,81.0
3.59,0.41569999999999996,0.083,-0.0392,80.5,77.0,79.5
3.6,0.41569999999999996,0.054150000000000004,-0.0354,80.5,74.0,78.0
3.61,0.41569999999999996,0.054150000000000004,-0.04415,80.5,74.0,80.5
3.62,0.41569999999999996,0.054150000000000004,-0.0529,80.5,74.0,83.0
3.63,0.41569999999999996,0.0253,-0.06555,80.5,71.0,83.0
3.64,0.41569999999999996,0.022949999999999998,-0.0782,80.5,73.0,83.0
3.65,0.41569999999999996,0.022949999999999998,-0.0171,80.5,73.0,79.0
3.66,0.41569999999999996,0.022949999999999998,-0.0288,80.5,73.0,88.0
3.67,0.41569999999999996,0.022949999999999998,-0.0434,80.5,73.0,74.0
3.68,0.41569999999999996,0.0206,-0.053849999999999995,80.5,75.0,79.0
3.69,0.41569999999999996,0.02855,-0.0643,80.5,80.5,84.0
3.7,0.41569999999999996,0.02855,-0.0461,80.5,80.5,82.0
3.71,0.4044,0.02855,-0.0279,78.0,80.5,80.0
3.72,0.5107,0.0365,0.0036,75.0,86.0,78.0
3.73,0.4334,-0.0469,-0.01105,70.0,80.0,75.0
3.74,0.4245,-0.1303,-0.0257,75.0,74.0,72.0
3.75,0.4245,-0.0798,0.0037,75.0,78.0,74.0
3.76,0.4245,-0.0293,-0.0522,75.0,82.0,96.0
3.77,0.4156,-0.0107,-0.03905,80.0,72.0,87.0
3.78,0.3971,0.08760000000000001,-0.03905,84.0,72.5,87.0
3.79,0.3718,0.08760000000000001,-0.03905,80.0,72.5,87.0
3.8,0.3718,0.08760000000000001,-0.0259,80.0,72.5,78.0
3.81,0.3718,0.08760000000000001,-0.0094,80.0,72.5,88.0
3.82,0.3718,0.1859,-0.015300000000000001,80.0,73.0,81.0
3.83,0.3718,-0.0268,-0.0212,80.0,78.0,74.0
3.84,0.3465,0.0343,-0.03935,76.0,73.0,75.0
3.85,0.32915,0.06305,-0.03935,75.0,72.0,75.0
3.86,0.32915,0.0918,-0.03935,75.0,71.0,75.0
3.87,0.3118,0.05095,-0.0575,74.0,79.5,76.0
3.88,0.2989,0.05095,-0.0643,80.5,79.5,78.5
3.89,0.2989,0.05095,-0.0643,80.5,79.5,78.5
3.9,0.286,0.05095,-0.0711,87.0,79.5,81.0
3.91,0.4505,0.05095,-0.0711,85.0,79.5,77.5
3.92,0.41895000000000004,0.05095,-0.0711,78.5,79.5,74.0
3.93,0.41895000000000004,0.05095,-0.0124,78.5,79.5,83.0
3.94,0.3874,0.05095,-0.02255,72.0,79.5,87.5
3.95,0.37465000000000004,0.05095,-0.02255,73.5,79.5,87.5
3.96,0.37465000000000004,0.05095,-0.02255,73.5,79.5,87.5
3.97,0.37465000000000004,0.05095,-0.0327,73.5,79.5,92.0
3.98,0.3619,0.0101,-0.033,75.0,88.0,78.0
3.99,0.38980000000000004,-0.02595,-0.0183,72.5,80.5,79.0
4.0,0.38980000000000004,-0.02595,-0.0183,72.5,80.5,79.0
4.01,0.38980000000000004,-0.02595,-0.0183,72.5,80.5,79.0
4.02,0.38980000000000004,-0.062,-0.0036,72.5,73.0,80.0
