t,u,v,w
0.02,0.4147,-0.0159,-0.0348
0.03,0.4147,-0.0159,-0.0348
0.04,0.4147,-0.016,-0.0383
0.05,0.4147,-0.0159,-0.0383
0.06,0.4198,-0.018,-0.0383
0.07,0.4198,-0.018,-0.0383
0.08,0.42,-0.018,-0.0418
0.09,0.4198,-0.02,-0.0125
0.1,0.4198,0.06,-0.02
0.11,0.42,0.14,-0.02
0.12,0.4198,0.1398,-0.02
0.13,0.4198,0.1398,-0.02
0.14,0.4198,0.1398,-0.0275
0.15,0.4198,0.1398,-0.062
0.16,0.42,0.1398,-0.0408
0.17,0.4198,0.1816,-0.0197
0.18,0.4198,0.2235,-0.0343
0.19,0.42,0.1474,0.0234
0.2,0.4198,0.1474,0.0226
0.21,0.42,0.1474,0.023
0.22,0.4198,0.1474,0.0226
0.23,0.42,0.0819,0.0226
0.24,0.4198,0.0164,0.0226
0.25,0.4198,0.0164,0.0226
0.26,0.42,0.0164,0.023
0.27,0.4198,0.0164,0.0226
0.28,0.42,0.0164,0.0219
0.29,0.4198,0.0164,0.0088
0.3,0.4198,0.0164,-0.0043
0.31,0.4198,0.0374,-0.0473
0.32,0.4198,-0.0053,-0.0347
0.33,0.42,-0.0053,-0.0221
0.34,0.4198,-0.0053,-0.0288
0.35,0.4198,-0.0053,-0.0288
0.36,0.4198,-0.0053,-0.0355
0.37,0.4248,-0.048,-0.0381
0.38,0.4024,0.0149,-0.0334
0.39,0.38,0.0778,-0.0442
0.4,0.3999,0.1407,-0.0551
0.41,0.3999,0.2036,-0.0515
0.42,0.3999,0.301,-0.0515
0.43,0.41,0.3984,-0.0479
0.44,0.4197,0.3414,-0.0293
0.45,0.5114,0.2844,-0.0241
0.46,0.5114,0.2275,-0.0189
0.47,0.5114,0.1706,-0.0088
0.48,0.489,0.1136,-0.0088
0.49,0.489,0.0567,0.0013
0.5,0.4664,-0.0003,0.0014
0.51,0.4664,-0.0003,0.0016
0.52,0.4442,-0.0003,-0.0068
0.53,0.424,-0.0003,-0.0018
0.54,0.424,-0.0003,-0.0018
0.55,0.424,-0.0003,0.0032
0.56,0.4038,-0.0305,-0.0364
0.57,0.4574,-0.045,-0.0309
0.58,0.4574,-0.0594,-0.0472
0.59,0.4574,-0.0594,-0.0276
0.6,0.5111,-0.0594,-0.0079
0.61,0.4376,-0.0594,-0.0171
0.62,0.4732,0.0197,-0.043
0.63,0.4744,0.0608,-0.043
0.64,0.4636,0.0608,-0.0688
0.65,0.4636,0.102,-0.0202
0.66,0.4636,0.041,-0.0461
0.67,0.4636,-0.0201,-0.0721
0.68,0.4636,0.0082,-0.024
0.69,0.4529,0.0082,-0.0142
0.7,0.4456,0.0082,0.0008
0.71,0.4456,0.0082,0.008
0.72,0.4456,0.0082,0.008
0.73,0.4456,0.0082,0.0159
0.74,0.4384,0.0082,0.0074
0.75,0.3849,0.008,-0.001
0.76,0.3849,0.0082,0.0177
0.77,0.454,0.0082,0.0177
0.78,0.5225,0.0082,0.0364
0.79,0.5225,0.0082,0.0131
0.8,0.5225,0.0366,-0.0102
0.81,0.5225,-0.0124,-0.037
0.82,0.522,-0.0124,-0.0638
0.83,0.5225,-0.0124,-0.0032
0.84,0.5225,-0.0124,-0.033
0.85,0.5924,-0.0124,0.0027
0.86,0.6623,-0.0124,0.0384
0.87,0.611,-0.0124,0.0384
0.88,0.611,-0.0615,0.0384
0.89,0.611,-0.0452,0.0106
0.9,0.611,-0.0452,-0.0255
0.91,0.541,-0.0452,-0.0085
0.92,0.4712,-0.0452,-0.0106
0.93,0.4712,-0.0452,-0.0106
0.94,0.4712,-0.045,-0.0106
0.95,0.453,-0.0452,-0.0127
0.96,0.434,-0.0452,-0.0071
0.97,0.4424,-0.0452,-0.0094
0.98,0.4158,-0.0452,-0.0101
0.99,0.3893,-0.029,-0.0411
1.0,0.4336,-0.0741,-0.035
1.01,0.4336,-0.1192,-0.0294
1.02,0.4336,-0.0613,-0.0294
1.03,0.434,-0.0613,-0.0294
1.04,0.4336,-0.0613,-0.0294
1.05,0.4336,-0.0613,-0.0294
1.06,0.4336,-0.0613,-0.0294
1.07,0.4779,-0.0613,-0.0177
1.08,0.4274,-0.0613,-0.0198
1.09,0.4418,-0.0613,-0.0208
1.1,0.4418,-0.0613,-0.0091
1.11,0.4563,-0.0613,0.0153
1.12,0.4349,-0.0613,0.0397
1.13,0.4349,-0.0034,-0.0171
1.14,0.4349,-0.0158,-0.0738
1.15,0.4349,-0.0158,-0.067
1.16,0.4349,-0.0158,-0.0074
1.17,0.4349,-0.0158,0.0063
1.18,0.4349,-0.0158,-0.0168
1.19,0.4349,-0.0158,-0.04
1.2,0.4349,-0.0158,-0.0228
1.21,0.4349,-0.0158,-0.0228
1.22,0.435,-0.0158,-0.0055
1.23,0.4349,-0.0158,0.0084
1.24,0.4349,-0.0158,0.0074
1.25,0.435,-0.0283,0.0065
1.26,0.4349,0.0253,0.0138
1.27,0.4349,0.0052,0.0138
1.28,0.4349,0.0052,0.0211
1.29,0.4349,-0.0149,-0.0187
1.3,0.4349,-0.0091,-0.0262
1.31,0.4135,-0.0052,-0.029
1.32,0.4318,0.032,-0.0119
1.33,0.4318,0.0689,0.0052
1.34,0.4318,-0.0087,-0.0486
1.35,0.4501,-0.0862,-0.0221
1.36,0.4677,-0.0862,0.0044
1.37,0.4853,-0.0862,-0.0061
1.38,0.4928,-0.0862,-0.0061
1.39,0.4928,-0.0399,-0.0166
1.4,0.4928,-0.035,-0.0084
1.41,0.5002,-0.0341,-0.011
1.42,0.4544,-0.0341,-0.0133
1.43,0.4544,-0.0341,-0.0133
1.44,0.4544,-0.0332,-0.0265
1.45,0.4087,0.0074,-0.0341
1.46,0.403,0.0074,-0.0168
1.47,0.3965,0.0074,0.0005
1.48,0.3843,0.0074,-0.0424
1.49,0.421,0.0074,0.0213
1.5,0.421,0.0074,0.009
1.51,0.421,0.0074,-0.0029
1.52,0.421,0.007,-0.0029
1.53,0.421,0.0074,-0.0029
1.54,0.4576,0.048,-0.0271
1.55,0.5299,0.021,-0.0449
1.56,0.4489,-0.0061,-0.0628
1.57,0.4489,0.0011,-0.0304
1.58,0.4489,0.0434,-0.024
1.59,0.4489,0.0434,-0.0184
1.6,0.4489,0.0434,-0.0295
1.61,0.4489,0.0434,-0.0295
1.62,0.3679,0.0434,-0.0406
1.63,0.3696,0.0434,-0.0464
1.64,0.391,0.0434,-0.0522
1.65,0.391,0.0434,0.0309
1.66,0.391,0.0434,-0.014
1.67,0.391,0.0434,-0.0054
1.68,0.391,0.0434,0.0033
1.69,0.391,0.0434,-0.0182
1.7,0.391,0.043,-0.0004
1.71,0.391,0.0434,0.0174
1.72,0.391,0.0434,-0.0033
1.73,0.391,0.0434,-0.0223
1.74,0.391,0.043,-0.0078
1.75,0.391,0.0434,0.0066
1.76,0.391,0.0434,-0.0127
1.77,0.391,0.0434,-0.0107
1.78,0.4124,0.0856,-0.0087
1.79,0.4224,0.0233,-0.0097
1.8,0.4224,0.0233,-0.0097
1.81,0.4224,0.0233,-0.0107
1.82,0.4224,-0.039,-0.0401
1.83,0.4224,-0.0335,-0.0332
1.84,0.4224,-0.0335,-0.0262
1.85,0.4224,-0.0335,-0.045
1.86,0.4224,-0.0335,-0.0638
1.87,0.4224,-0.0335,-0.0228
1.88,0.4224,-0.0335,-0.0257
1.89,0.4224,-0.0335,-0.0257
1.9,0.4224,-0.0335,-0.0257
1.91,0.4224,-0.0335,-0.0257
1.92,0.4224,-0.0335,-0.0286
1.93,0.4324,-0.0281,-0.0224
1.94,0.431,-0.0926,-0.0266
1.95,0.4287,-0.0926,-0.0378
1.96,0.4287,-0.0926,-0.0529
1.97,0.4287,-0.0926,-0.0611
1.98,0.4287,-0.0926,-0.0186
1.99,0.4287,-0.0926,-0.019
2.0,0.4264,-0.0926,-0.019
2.01,0.3948,-0.1571,-0.0188
2.02,0.3631,-0.109,-0.0188
2.03,0.4218,-0.0615,-0.0188
2.04,0.4218,-0.0615,-0.0188
2.05,0.4218,-0.0615,-0.0188
2.06,0.4218,0.0341,-0.0188
2.07,0.422,0.0316,-0.019
2.08,0.422,0.0316,-0.0188
2.09,0.4218,0.0316,-0.0188
2.1,0.4218,0.0316,-0.0191
2.11,0.4218,0.0316,-0.0257
2.12,0.4218,0.0316,-0.0323
2.13,0.4806,0.0316,-0.0234
2.14,0.5202,0.0291,-0.0144
2.15,0.543,0.009,-0.0228
2.16,0.543,0.009,-0.023
2.17,0.543,0.009,-0.023
2.18,0.543,0.009,-0.023
2.19,0.543,0.009,-0.0232
2.2,0.543,-0.0112,0.0
2.21,0.543,-0.026,0.0232
2.22,0.543,-0.0409,0.0134
2.23,0.543,-0.03,0.0134
2.24,0.543,-0.0201,0.0037
2.25,0.5659,-0.0201,-0.0367
2.26,0.544,-0.0201,-0.0266
2.27,0.5228,-0.0201,-0.0212
2.28,0.4797,0.0007,-0.0288
2.29,0.4574,-0.0036,-0.0332
2.3,0.3892,-0.0036,-0.0419
2.31,0.3892,-0.0036,-0.0182
2.32,0.3892,-0.0036,-0.0182
2.33,0.374,-0.0036,-0.0182
2.34,0.3597,-0.0036,0.0056
2.35,0.3597,-0.0079,0.0068
2.36,0.3983,0.0192,-0.0116
2.37,0.411,0.019,-0.021
2.38,0.417,0.0192,-0.0299
2.39,0.4237,0.0192,-0.027
2.4,0.4525,0.0192,-0.0242
2.41,0.4525,0.0192,-0.0145
2.42,0.4813,0.0192,-0.0241
2.43,0.4732,0.0192,-0.0298
2.44,0.4732,0.0192,-0.0354
2.45,0.4732,0.0192,-0.0268
2.46,0.4732,0.0192,-0.0268
2.47,0.4732,0.0464,-0.0181
2.48,0.465,0.109,-0.0104
2.49,0.4718,0.0486,-0.0005
2.5,0.4785,-0.0272,-0.0053
2.51,0.4662,-0.005,-0.0155
2.52,0.5036,-0.005,-0.0157
2.53,0.5036,-0.005,-0.016
2.54,0.502,-0.005,-0.0159
2.55,0.5005,-0.005,-0.0168
2.56,0.5005,0.0171,-0.0176
2.57,0.46,0.0002,-0.0391
2.58,0.5104,0.0002,-0.0391
2.59,0.5104,0.0002,-0.0606
2.6,0.5104,0.0002,-0.0279
2.61,0.5607,0.0002,-0.0279
2.62,0.5308,0.0002,-0.0279
2.63,0.5308,0.0,0.0048
2.64,0.501,0.0002,-0.0048
2.65,0.4534,0.0002,0.014
2.66,0.4534,-0.0167,-0.0487
2.67,0.4534,0.0325,-0.0252
2.68,0.4534,0.0325,-0.0252
2.69,0.4534,0.0325,-0.0252
2.7,0.4534,0.0325,-0.0016
2.71,0.4534,0.0325,-0.0537
2.72,0.453,0.0325,-0.0537
2.73,0.4534,0.0325,-0.1058
2.74,0.4534,0.033,-0.057
2.75,0.4534,0.033,-0.057
2.76,0.4534,0.0325,-0.057
2.77,0.4534,0.0325,-0.057
2.78,0.4059,0.0325,-0.057
2.79,0.4213,0.057,-0.0081
2.8,0.4367,0.057,-0.026
2.81,0.3568,0.0818,-0.044
2.82,0.3568,0.061,-0.029
2.83,0.3568,0.0348,-0.0342
2.84,0.3568,0.0348,0.0037
2.85,0.2769,0.0348,-0.0202
2.86,0.3411,0.0348,-0.0202
2.87,0.3411,0.0348,-0.0202
2.88,0.3411,0.0087,-0.0441
2.89,0.3411,0.0065,-0.0217
2.9,0.3411,0.0065,-0.0217
2.91,0.3411,0.0065,0.0007
2.92,0.3411,0.0065,-0.039
2.93,0.4053,0.0065,-0.0434
2.94,0.4212,0.0065,0.0082
2.95,0.4212,0.0065,0.0082
2.96,0.421,0.0065,0.0597
2.97,0.4212,0.0065,0.0087
2.98,0.4212,0.0065,0.009
2.99,0.4212,0.0065,0.0087
3.0,0.4212,0.005,-0.0423
3.01,0.4371,0.0043,-0.024
3.02,0.353,-0.025,-0.024
3.03,0.353,-0.0542,-0.0057
3.04,0.353,-0.0288,0.0069
3.05,0.353,-0.0288,-0.0022
3.06,0.2688,-0.0288,-0.0022
3.07,0.33,-0.0288,-0.0022
3.08,0.3903,-0.0288,-0.0113
3.09,0.3903,-0.0288,-0.0352
3.1,0.476,-0.0288,-0.0184
3.11,0.5616,-0.0035,-0.0312
3.12,0.5616,-0.0208,-0.0312
3.13,0.5616,-0.0208,-0.0312
3.14,0.5616,-0.0208,-0.0312
3.15,0.5616,-0.0208,-0.0439
3.16,0.5616,-0.0208,-0.0383
3.17,0.5616,-0.0208,-0.0573
3.18,0.5616,-0.0208,-0.0407
3.19,0.5616,-0.0208,-0.0407
3.2,0.538,-0.0208,-0.0407
3.21,0.5138,-0.038,-0.0242
3.22,0.5138,-0.0604,-0.0114
3.23,0.5138,-0.0604,-0.0114
3.24,0.5138,-0.0604,-0.0114
3.25,0.5138,-0.0604,-0.005
3.26,0.5138,-0.0604,0.0013
3.27,0.5138,-0.0604,0.0005
3.28,0.4164,-0.0604,-0.0002
3.29,0.414,-0.0604,0.0079
3.3,0.414,-0.0604,0.0078
3.31,0.414,-0.0604,-0.0467
3.32,0.414,-0.0604,-0.0052
3.33,0.414,-0.0604,-0.0052
3.34,0.414,-0.0604,-0.0052
3.35,0.414,-0.0604,-0.0052
3.36,0.414,-0.0604,0.0362
3.37,0.414,-0.0604,0.0107
3.38,0.414,-0.0604,0.0107
3.39,0.414,-0.0604,0.0107
3.4,0.4116,-0.0828,-0.0149
3.41,0.4298,-0.0194,0.004
3.42,0.4298,-0.0194,-0.035
3.43,0.4298,-0.0194,-0.035
3.44,0.4298,-0.0194,-0.035
3.45,0.4298,-0.0194,-0.035
3.46,0.43,-0.0194,-0.0741
3.47,0.4298,-0.0194,-0.0495
3.48,0.4298,-0.0194,-0.0249
3.49,0.4298,0.044,-0.0169
3.5,0.4298,0.0376,-0.0501
3.51,0.4298,0.0312,-0.0546
3.52,0.43,0.041,0.0294
3.53,0.4298,0.003,-0.0208
3.54,0.4298,-0.035,-0.0334
3.55,0.4298,0.0108,-0.021
3.56,0.4479,0.0108,-0.0438
3.57,0.4198,0.0108,-0.0382
3.58,0.427,0.0566,-0.043
3.59,0.4157,0.083,-0.0392
3.6,0.4157,0.0542,-0.0354
3.61,0.4157,0.0542,-0.0442
3.62,0.4157,0.0542,-0.0529
3.63,0.4157,0.0253,-0.0656
3.64,0.4157,0.0229,-0.0782
3.65,0.4157,0.0229,-0.0171
3.66,0.4157,0.0229,-0.0288
3.67,0.4157,0.0229,-0.0434
3.68,0.4157,0.0206,-0.0538
3.69,0.4157,0.0286,-0.0643
3.7,0.4157,0.0286,-0.0461
3.71,0.4044,0.0286,-0.0279
3.72,0.4189,0.0365,0.0036
3.73,0.4334,-0.0469,-0.0111
3.74,0.4245,-0.1303,-0.0257
3.75,0.4245,-0.0798,0.0037
3.76,0.4245,-0.0293,-0.0522
3.77,0.4156,-0.0107,-0.039
3.78,0.3971,0.0384,-0.039
3.79,0.384,0.0876,-0.039
3.8,0.384,0.0876,-0.0259
3.81,0.3718,0.0876,-0.0094
3.82,0.3718,0.0988,-0.0153
3.83,0.3718,0.1101,-0.0212
3.84,0.3465,0.0343,-0.0394
3.85,0.3292,0.063,-0.0394
3.86,0.3292,0.0918,-0.0394
3.87,0.3118,0.051,-0.0575
3.88,0.305,0.051,-0.0643
3.89,0.2989,0.051,-0.0643
3.9,0.286,0.051,-0.0711
3.91,0.3525,0.051,-0.0711
3.92,0.419,0.051,-0.0711
3.93,0.419,0.051,-0.0124
3.94,0.3874,0.051,-0.0226
3.95,0.381,0.051,-0.0226
3.96,0.3747,0.051,-0.0226
3.97,0.3747,0.051,-0.0327
3.98,0.3619,0.0101,-0.033
3.99,0.3898,-0.026,-0.0183
4.0,0.3898,-0.026,-0.0183
4.01,0.39,-0.026,-0.0183
4.02,0.3898,-0.062,-0.0036
4.03,0.4177,-0.049,-0.0172
4.04,0.4318,-0.049,-0.0172
4.05,0.4318,-0.049,-0.0307
4.06,0.4318,-0.049,-0.0473
4.07,0.432,-0.049,-0.019
4.08,0.4318,-0.049,-0.0422
4.09,0.4458,-0.049,-0.0312
4.1,0.436,-0.049,-0.0203
4.11,0.4264,-0.0359,-0.0351
4.12,0.3934,-0.066,-0.0314
4.13,0.3604,-0.066,-0.0314
4.14,0.3706,-0.066,-0.0314
4.15,0.3706,-0.066,-0.0276
4.16,0.3808,-0.0962,-0.0324
4.17,0.3941,-0.0426,-0.0417
4.18,0.4074,-0.0426,-0.0282
4.19,0.4205,-0.0426,-0.0282
4.2,0.4336,0.0109,-0.0147
4.21,0.4357,0.1058,-0.0
4.22,0.4357,0.1058,0.0146
4.23,0.4357,0.2007,-0.0018
4.24,0.4357,0.2007,-0.0018
4.25,0.4357,0.2007,-0.0181
4.26,0.4378,0.2007,-0.0028
4.27,0.478,0.2007,-0.0192
4.28,0.478,0.2007,-0.0192
4.29,0.478,0.2007,-0.0192
4.3,0.478,0.2007,-0.0192
4.31,0.478,0.2007,-0.0356
4.32,0.478,0.2007,-0.0032
4.33,0.478,0.2007,0.0119
4.34,0.478,0.2007,0.0076
4.35,0.5182,0.2007,0.0076
4.36,0.495,0.112,0.0076
4.37,0.4717,0.0686,0.0076
4.38,0.4717,0.0686,0.0034
4.39,0.4717,0.0253,-0.0302
4.4,0.4462,0.0623,-0.0108
4.41,0.4136,0.0993,-0.0108
4.42,0.4136,0.0589,0.0086
4.43,0.414,0.0592,0.0236
4.44,0.414,0.0592,0.0387
4.45,0.4136,0.0592,0.0151
4.46,0.4136,0.0592,0.0151
4.47,0.4136,0.0592,0.0151
4.48,0.4136,0.0592,-0.0085
4.49,0.3809,0.0592,-0.013
4.5,0.4148,0.0592,0.016
4.51,0.4148,0.0592,0.0449
4.52,0.4148,0.0592,0.0271
4.53,0.4148,0.0592,0.0271
4.54,0.415,0.0592,0.0271
4.55,0.4148,0.059,0.0271
4.56,0.4148,0.0592,0.0271
4.57,0.4148,0.0592,0.0271
4.58,0.4487,0.0592,0.0093
4.59,0.4277,0.0592,-0.005
4.6,0.4127,0.0592,-0.0308
4.61,0.413,0.0592,-0.0126
4.62,0.4127,0.0592,-0.0126
4.63,0.4127,0.0592,-0.0126
4.64,0.4127,0.0595,0.0056
4.65,0.3977,-0.0244,-0.0236
4.66,0.4274,-0.1082,-0.013
4.67,0.4571,-0.0606,-0.0159
4.68,0.4208,-0.0606,-0.0152
4.69,0.4208,-0.0606,-0.0145
4.7,0.4208,-0.0606,-0.0426
4.71,0.4208,-0.0606,-0.0426
4.72,0.4208,-0.0606,-0.0708
4.73,0.403,-0.0606,-0.0459
4.74,0.3845,-0.0606,-0.0459
4.75,0.4108,-0.0606,-0.0459
4.76,0.4371,-0.0606,-0.021
4.77,0.4815,-0.0606,-0.0206
4.78,0.4264,-0.0606,-0.0301
4.79,0.3712,-0.0606,-0.0301
4.8,0.3161,-0.061,-0.0396
4.81,0.261,-0.0606,-0.0358
4.82,0.261,-0.0606,-0.032
4.83,0.3054,-0.0606,-0.0394
4.84,0.3054,-0.013,-0.0954
4.85,0.3054,0.0522,-0.0422
4.86,0.3937,0.1174,-0.0266
4.87,0.4031,0.1174,-0.0575
4.88,0.403,0.1174,-0.044
4.89,0.4031,0.1564,-0.044
4.9,0.4031,0.1954,-0.0304
4.91,0.4031,0.1429,-0.0576
4.92,0.4125,0.1429,-0.0385
4.93,0.5084,0.1429,-0.0199
4.94,0.4544,0.1429,-0.0013
4.95,0.4003,0.1429,-0.0079
4.96,0.4346,0.1429,0.0032
4.97,0.4346,0.1429,0.0032
4.98,0.4346,0.1429,0.0032
4.99,0.435,0.1429,0.0032
5.0,0.4346,0.1429,0.0032
5.01,0.4346,0.1429,0.0032
5.02,0.4346,0.1429,0.0032
5.03,0.4346,0.1429,0.0144
5.04,0.469,0.1429,-0.0002
5.05,0.3771,0.1429,-0.0266
5.06,0.3771,0.1429,-0.0266
5.07,0.3771,0.1429,-0.0266
5.08,0.3771,0.0899,-0.0266
5.09,0.3771,0.0368,-0.053
5.1,0.3771,0.0368,-0.0181
5.11,0.3771,0.0368,-0.0181
5.12,0.377,0.0368,-0.0181
5.13,0.3771,0.0368,0.0168
5.14,0.3771,0.0358,0.006
5.15,0.2852,0.0121,0.0107
5.16,0.241,0.0121,0.0107
5.17,0.241,0.0121,0.0155
5.18,0.197,0.0121,-0.036
5.19,0.197,0.012,-0.036
5.2,0.232,0.0121,-0.0875
5.21,0.2671,0.0121,-0.0465
5.22,0.2671,0.012,-0.0465
5.23,0.2671,0.0121,-0.0056
5.24,0.3263,-0.0116,-0.0029
5.25,0.3854,0.0585,-0.0098
5.26,0.4446,0.1286,0.0001
5.27,0.5038,0.1286,0.0001
5.28,0.5038,0.1286,0.0099
5.29,0.5038,0.1286,0.0483
5.3,0.5038,0.1286,-0.0073
5.31,0.5038,0.1286,-0.0173
5.32,0.5824,0.129,-0.0173
5.33,0.5283,0.1286,-0.0273
5.34,0.4742,0.1286,-0.0302
5.35,0.4201,0.1286,-0.0302
5.36,0.366,0.1286,-0.0332
5.37,0.366,0.2034,-0.016
5.38,0.366,0.2034,-0.016
5.39,0.3842,0.2782,0.0012
5.4,0.3842,0.2186,-0.0156
5.41,0.3842,0.1591,-0.0323
5.42,0.4079,0.1591,0.0079
5.43,0.4222,0.1591,0.0079
5.44,0.4222,0.103,0.0079
5.45,0.429,0.0468,0.0079
5.46,0.4366,-0.0091,0.0079
5.47,0.4359,-0.065,0.0079
5.48,0.4359,-0.0655,0.0079
5.49,0.4352,-0.065,0.0079
5.5,0.4838,-0.0655,0.0482
5.51,0.4838,-0.0655,-0.0292
5.52,0.4838,-0.0655,-0.0144
5.53,0.4838,-0.0518,0.0003
5.54,0.4838,-0.0368,0.0356
5.55,0.4838,-0.0368,0.0204
5.56,0.4838,-0.037,0.0204
5.57,0.4838,-0.0368,0.0053
5.58,0.4838,-0.0368,-0.0488
5.59,0.4838,-0.0368,-0.0488
5.6,0.4838,-0.0368,-0.0488
5.61,0.4838,-0.0368,-0.0488
5.62,0.4838,-0.0368,-0.1028
5.63,0.484,-0.0368,-0.047
5.64,0.4838,-0.0368,-0.047
5.65,0.4838,-0.0368,0.0089
5.66,0.508,-0.0368,-0.029
5.67,0.508,-0.0368,-0.0668
5.68,0.508,-0.037,-0.068
5.69,0.5323,-0.0368,-0.068
5.7,0.5329,-0.0368,-0.0693
5.71,0.5329,-0.0368,-0.0383
5.72,0.5329,-0.0368,-0.0073
5.73,0.5335,-0.0368,-0.0004
5.74,0.5177,-0.0368,0.0101
5.75,0.518,-0.0368,0.0206
5.76,0.5177,-0.0217,-0.0327
5.77,0.5177,0.0738,-0.0284
5.78,0.5177,0.052,-0.0284
5.79,0.5177,0.0294,-0.0242
5.8,0.5177,0.007,-0.0182
5.81,0.5019,-0.0151,-0.0123
5.82,0.4536,-0.0182,-0.0126
5.83,0.454,-0.0182,-0.0048
5.84,0.4536,-0.0182,-0.0048
5.85,0.4536,-0.0182,0.0031
5.86,0.4536,-0.018,0.0371
5.87,0.4536,-0.0182,0.0001
5.88,0.4536,-0.0182,-0.0369
5.89,0.4052,-0.0182,-0.02
5.9,0.4009,-0.0182,-0.0197
5.91,0.4126,-0.0182,-0.0197
5.92,0.4126,-0.0182,-0.0194
5.93,0.4244,-0.0212,-0.0306
5.94,0.4463,-0.0212,-0.0622
5.95,0.454,-0.0212,-0.0622
5.96,0.4622,-0.0212,-0.0938
5.97,0.4781,-0.0212,-0.0302
5.98,0.4512,-0.0212,-0.0437
5.99,0.4512,-0.0213,-0.047
6.0,0.4512,0.0049,-0.0445
6.01,0.4512,0.0049,-0.0445
6.02,0.451,0.0312,-0.0445
6.03,0.4512,0.044,-0.0445
6.04,0.4512,0.044,-0.042
6.05,0.4512,0.044,0.011
6.06,0.4242,0.044,0.003
6.07,0.4416,0.044,0.003
6.08,0.4416,0.044,-0.0049
6.09,0.4416,0.044,-0.0353
6.1,0.4589,0.0569,0.0033
6.11,0.4677,0.032,-0.0407
6.12,0.4677,0.007,0.0052
6.13,0.4677,0.0292,0.025
6.14,0.4677,0.0292,0.025
6.15,0.4677,0.0292,0.025
6.16,0.4677,0.0292,0.025
6.17,0.4677,0.0292,0.0447
6.18,0.4677,0.0292,0.0119
6.19,0.4677,0.0292,-0.0208
6.2,0.4677,0.0292,-0.0317
6.21,0.4765,0.0292,-0.0111
6.22,0.51,0.0292,0.0095
6.23,0.51,0.0513,-0.0466
6.24,0.51,-0.0422,-0.0402
6.25,0.51,-0.1356,-0.0402
6.26,0.51,-0.1356,-0.0402
6.27,0.51,-0.1356,-0.0337
6.28,0.5434,-0.157,-0.04
6.29,0.4552,-0.157,-0.04
6.3,0.4552,-0.157,-0.04
6.31,0.4552,-0.1784,-0.04
6.32,0.455,-0.178,-0.0463
6.33,0.4552,-0.1784,0.0273
6.34,0.4552,-0.1784,0.0334
6.35,0.455,-0.1784,0.0334
6.36,0.455,-0.1784,0.0334
6.37,0.4552,-0.1784,0.0395
6.38,0.4552,-0.1784,0.0383
6.39,0.3671,-0.1784,0.0383
6.4,0.3395,-0.178,0.0383
6.41,0.3395,-0.1784,0.0383
6.42,0.358,-0.1784,0.0383
6.43,0.3764,-0.1784,0.0371
6.44,0.3764,-0.1784,-0.0102
6.45,0.3764,-0.1784,-0.0574
6.46,0.3764,-0.0884,-0.0286
6.47,0.409,0.0016,-0.0286
6.48,0.409,-0.002,-0.0286
6.49,0.4408,-0.002,-0.0286
6.5,0.438,-0.002,0.0002
6.51,0.438,-0.0059,-0.026
6.52,0.4352,-0.0493,-0.026
6.53,0.435,0.029,-0.026
6.54,0.4352,0.1074,-0.0522
6.55,0.435,0.1074,-0.0377
6.56,0.4352,0.1074,-0.0289
6.57,0.4352,0.1074,-0.0289
6.58,0.4296,0.1074,-0.0201
6.59,0.439,0.1074,-0.0022
6.6,0.444,0.1265,0.0157
6.61,0.4484,0.2168,0.0007
6.62,0.4233,0.3071,-0.0104
6.63,0.4175,0.2115,-0.0287
6.64,0.4175,0.1168,0.0029
6.65,0.4175,0.0222,-0.0099
6.66,0.4175,0.0048,-0.0109
6.67,0.4175,0.0048,0.0032
6.68,0.4175,0.005,0.0032
6.69,0.4175,0.0048,0.0032
6.7,0.4175,0.0048,0.0174
6.71,0.4117,-0.0126,0.0049
6.72,0.4322,0.0071,-0.0033
6.73,0.4374,0.0268,-0.005
6.74,0.4426,-0.0151,-0.0086
6.75,0.4342,-0.044,-0.0197
6.76,0.4736,-0.044,-0.0197
6.77,0.4736,-0.044,-0.0197
6.78,0.513,-0.044,-0.0197
6.79,0.4578,-0.044,-0.0197
6.8,0.4578,-0.044,-0.0308
6.81,0.4578,-0.0729,0.0047
6.82,0.4025,-0.0237,-0.0009
6.83,0.4112,-0.0237,-0.0065
6.84,0.4448,-0.0237,-0.0073
6.85,0.4448,-0.024,-0.0029
6.86,0.4448,-0.0237,0.0016
6.87,0.4448,-0.0237,0.0016
6.88,0.4448,-0.024,0.0016
6.89,0.445,-0.0237,0.0016
6.9,0.445,-0.0237,0.0016
6.91,0.445,-0.0237,0.0016
6.92,0.4448,-0.0237,0.0016
6.93,0.4448,-0.024,0.0016
6.94,0.4448,-0.0237,0.0016
6.95,0.462,-0.024,0.0016
6.96,0.462,-0.0237,0.0016
6.97,0.4783,-0.0237,0.0016
6.98,0.4786,-0.0237,0.006
6.99,0.4786,-0.0237,-0.01
7.0,0.4786,-0.0237,-0.01
7.01,0.479,0.001,-0.01
7.02,0.479,0.001,-0.0261
7.03,0.4789,0.0256,-0.0178
7.04,0.4258,0.0454,-0.0279
7.05,0.3728,0.046,-0.0279
7.06,0.4142,0.047,-0.038
7.07,0.414,0.047,-0.0289
7.08,0.4142,0.047,-0.0289
7.09,0.4142,0.0485,-0.0289
7.1,0.4557,0.0504,-0.0198
7.11,0.471,0.0504,0.0126
7.12,0.471,0.0504,0.0451
7.13,0.471,0.0504,0.0254
